Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
3,Unknown,Silver,45,34516,15071,0.069
0,$80K - $120K,Blue,52,2564,1343,0.928
0,$80K - $120K,Blue,27,6338,1715,0.375
2,Less than $40K,Blue,40,2783,3897,0.855
3,Less than $40K,Blue,22,2784,2021,0.854
0,Less than $40K,Blue,20,2516,4746,0.945
2,Unknown,Blue,35,3025,1277,0.785
4,Unknown,Gold,41,34516,4390,0.069
3,Less than $40K,Blue,36,2503,4647,0.948
3,Less than $40K,Blue,34,2976,4799,0.797
2,$80K - $120K,Blue,34,2925,1371,0.809
2,$120K +,Blue,36,29795,3949,0.079
1,$80K - $120K,Silver,39,34516,1853,0.068
2,$40K - $60K,Blue,44,9017,4552,0.262
3,$40K - $60K,Blue,35,4318,12867,0.546
2,Less than $40K,Blue,36,3239,4621,0.727
1,Less than $40K,Blue,23,3107,2720,0.758
4,$120K +,Blue,41,34516,15214,0.068
1,Less than $40K,Blue,23,3955,16423,0.595
0,$80K - $120K,Blue,36,2994,1540,0.785
5,Unknown,Blue,43,2557,4342,0.919
2,Less than $40K,Blue,36,8070,2117,0.291
2,Less than $40K,Blue,37,2946,4717,0.794
2,Unknown,Blue,29,9554,4049,0.245
3,Less than $40K,Blue,34,4060,5173,0.575
2,$80K - $120K,Blue,41,21526,1313,0.108
3,$60K - $80K,Blue,27,6813,2634,0.342
2,$40K - $60K,Blue,29,3276,4345,0.712
2,$120K +,Blue,32,34516,15754,0.067
3,Less than $40K,Blue,30,3280,4268,0.709
1,Less than $40K,Blue,46,4628,4226,0.503
3,$80K - $120K,Blue,39,29003,1676,0.08
1,$40K - $60K,Blue,36,3272,4763,0.71
1,$60K - $80K,Blue,21,6391,2274,0.363
3,$60K - $80K,Gold,40,34516,3927,0.067
5,$60K - $80K,Blue,38,6895,8778,0.336
1,Less than $40K,Blue,36,2516,2321,0.919
3,Less than $40K,Blue,44,2421,4219,0.955
2,$60K - $80K,Blue,24,17298,3663,0.134
2,$60K - $80K,Blue,33,2648,3281,0.872
3,$80K - $120K,Blue,20,8082,1725,0.285
3,$40K - $60K,Blue,35,11427,15243,0.202
0,$120K +,Silver,45,14938,949,0.154
3,$60K - $80K,Blue,34,5323,1783,0.432
3,$40K - $60K,Blue,27,10931,4802,0.21
2,$60K - $80K,Blue,31,5169,4656,0.444
4,$40K - $60K,Blue,38,3897,4627,0.589
2,$60K - $80K,Silver,47,29038,12025,0.079
3,$80K - $120K,Blue,40,3673,1257,0.624
4,Less than $40K,Blue,43,2835,4686,0.808
3,$80K - $120K,Silver,36,34516,8045,0.066
1,Unknown,Blue,36,10417,4871,0.22
2,$40K - $60K,Blue,52,12291,1683,0.186
1,$60K - $80K,Blue,50,6735,1249,0.34
5,Less than $40K,Blue,30,5016,17038,0.456
0,Unknown,Blue,36,2870,3946,0.796
2,$40K - $60K,Blue,38,2505,4333,0.911
2,$80K - $120K,Blue,38,23008,1302,0.099
4,$80K - $120K,Blue,35,9852,3813,0.231
1,$60K - $80K,Gold,36,34516,7485,0.066
4,$120K +,Blue,46,34516,1795,0.066
4,$80K - $120K,Silver,38,34516,8502,0.066
3,Less than $40K,Blue,36,3747,4609,0.605
2,$80K - $120K,Blue,28,13679,15180,0.166
0,Less than $40K,Blue,56,3094,1591,0.732
2,Less than $40K,Blue,28,4014,14257,0.565
4,$120K +,Gold,46,34516,1330,0.066
3,Less than $40K,Blue,38,2808,3562,0.806
2,$80K - $120K,Blue,35,6205,4605,0.365
2,Less than $40K,Blue,31,2704,2362,0.837
3,Less than $40K,Blue,46,3282,4674,0.689
2,Less than $40K,Platinum,36,15987,15513,0.141
3,$80K - $120K,Blue,30,3244,2313,0.697
2,$80K - $120K,Blue,36,6514,1383,0.347
3,$40K - $60K,Blue,42,3028,4119,0.746
2,Less than $40K,Blue,36,2976,3837,0.758
3,Less than $40K,Blue,39,2551,3753,0.883
2,Less than $40K,Blue,28,3136,4674,0.718
2,Unknown,Blue,41,2751,2108,0.819
3,$120K +,Blue,41,34516,16692,0.065
0,$60K - $80K,Blue,36,4516,1819,0.499
1,Less than $40K,Blue,38,3331,5379,0.676
2,Less than $40K,Silver,33,12301,1307,0.183
3,Less than $40K,Blue,35,2548,4747,0.883
2,$40K - $60K,Blue,37,2993,4106,0.751
5,Unknown,Blue,43,20974,15903,0.107
2,$40K - $60K,Blue,34,5771,1387,0.39
5,Unknown,Blue,41,16031,1527,0.14
2,$60K - $80K,Blue,41,6205,3906,0.36
4,$40K - $60K,Blue,36,2948,3635,0.757
3,$120K +,Blue,36,32964,3094,0.068
4,Less than $40K,Blue,36,8919,3923,0.25
0,Less than $40K,Blue,24,2570,1755,0.868
1,Less than $40K,Blue,45,3132,4412,0.712
4,$80K - $120K,Blue,49,4310,1645,0.517
2,$80K - $120K,Blue,41,11669,720,0.191
3,$60K - $80K,Blue,32,7709,2520,0.289
1,$40K - $60K,Blue,39,4930,4224,0.452
1,$80K - $120K,Blue,31,10239,2149,0.217
3,$80K - $120K,Blue,31,8434,1414,0.263
3,Less than $40K,Blue,36,8960,1853,0.248
1,Less than $40K,Blue,31,3390,5001,0.655
4,$40K - $60K,Blue,36,4436,4460,0.501
4,Unknown,Blue,40,2532,799,0.877
3,$80K - $120K,Blue,32,4742,2422,0.468
2,$80K - $120K,Blue,30,4343,14463,0.511
4,$60K - $80K,Blue,32,19198,4423,0.116
3,$40K - $60K,Blue,28,3249,1988,0.682
3,Less than $40K,Blue,36,2396,4593,0.925
1,Unknown,Blue,36,25657,1121,0.086
1,Unknown,Blue,48,9926,4937,0.223
4,$80K - $120K,Blue,29,9959,15139,0.223
4,Less than $40K,Blue,46,3231,4610,0.686
5,Less than $40K,Blue,35,5438,5029,0.407
2,Less than $40K,Blue,32,3086,4684,0.717
0,Unknown,Blue,36,3736,15886,0.591
3,$120K +,Blue,47,11086,1523,0.199
0,$40K - $60K,Blue,55,2644,1194,0.835
4,$120K +,Silver,36,34516,15033,0.064
1,Less than $40K,Blue,39,2904,3848,0.759
5,$120K +,Silver,31,34516,14204,0.064
1,Unknown,Blue,36,2874,4779,0.766
1,$60K - $80K,Gold,36,6224,7693,0.354
4,Less than $40K,Blue,36,3298,1052,0.667
5,Unknown,Blue,36,5495,5125,0.4
4,Less than $40K,Blue,36,4187,4647,0.525
2,Less than $40K,Blue,27,3049,2617,0.721
3,Unknown,Blue,33,4345,1918,0.506
1,$40K - $60K,Blue,36,2886,4531,0.762
2,$80K - $120K,Blue,41,21325,7053,0.103
4,$40K - $60K,Blue,37,5268,2138,0.416
3,Less than $40K,Blue,30,4075,3956,0.537
1,$60K - $80K,Blue,37,9453,1688,0.231
1,Less than $40K,Blue,36,3423,14037,0.639
3,$80K - $120K,Blue,36,2790,3392,0.783
0,$60K - $80K,Blue,46,2742,3829,0.796
4,$40K - $60K,Blue,27,2822,5371,0.773
2,$60K - $80K,Blue,36,6280,14109,0.347
2,$40K - $60K,Blue,33,4065,1271,0.536
3,Less than $40K,Blue,35,3390,4585,0.643
5,$120K +,Blue,36,22355,14268,0.097
2,$80K - $120K,Silver,40,34516,1234,0.063
2,Less than $40K,Blue,36,2352,5209,0.925
5,Unknown,Blue,42,4345,2458,0.501
4,Less than $40K,Blue,40,3556,1221,0.611
3,$80K - $120K,Blue,33,3714,1454,0.584
5,Less than $40K,Blue,28,2424,4209,0.895
3,Less than $40K,Silver,38,12569,7344,0.172
2,$80K - $120K,Blue,38,34516,1672,0.063
3,Less than $40K,Blue,33,5702,14970,0.38
3,Less than $40K,Blue,27,2826,2005,0.765
3,Less than $40K,Blue,46,2814,4271,0.768
4,$60K - $80K,Blue,44,13911,2204,0.155
3,$60K - $80K,Blue,28,6921,1931,0.312
1,$60K - $80K,Blue,48,14948,3094,0.144
3,$80K - $120K,Blue,23,2718,1711,0.793
0,$120K +,Blue,49,34516,8766,0.062
2,Unknown,Blue,31,14041,1467,0.153
2,$120K +,Blue,27,31313,2555,0.069
3,$80K - $120K,Blue,36,7290,1312,0.295
3,Less than $40K,Blue,40,6441,7123,0.334
4,$120K +,Blue,36,3168,4674,0.678
2,$40K - $60K,Blue,31,2901,4239,0.739
4,$80K - $120K,Blue,37,8783,4425,0.244
3,$120K +,Blue,42,7932,4024,0.27
3,Less than $40K,Blue,36,5357,1979,0.399
2,$40K - $60K,Blue,39,2275,7768,0.94
1,$120K +,Blue,39,27512,1149,0.078
1,$40K - $60K,Blue,36,8168,3554,0.262
3,$80K - $120K,Blue,33,34516,3514,0.062
4,$40K - $60K,Gold,31,23981,7885,0.089
3,Less than $40K,Blue,39,2978,1413,0.717
1,Less than $40K,Blue,47,3378,4464,0.632
1,$40K - $60K,Blue,36,4819,9330,0.443
3,Less than $40K,Blue,35,2640,4956,0.808
2,Less than $40K,Blue,36,2967,2177,0.718
3,$80K - $120K,Blue,36,11450,2197,0.186
3,$80K - $120K,Blue,36,30117,7930,0.071
0,Less than $40K,Blue,22,2917,1831,0.729
3,Less than $40K,Blue,32,2726,5578,0.78
3,Less than $40K,Blue,40,2684,5299,0.792
2,Less than $40K,Blue,36,3352,14802,0.633
2,Less than $40K,Blue,36,3761,4476,0.564
1,$40K - $60K,Blue,35,2623,4078,0.809
3,Less than $40K,Blue,30,2481,8097,0.854
5,Unknown,Blue,48,11281,1255,0.188
3,$80K - $120K,Blue,28,16627,7996,0.127
2,Less than $40K,Blue,32,2250,1617,0.941
3,Less than $40K,Blue,41,2894,7471,0.732
3,$80K - $120K,Blue,43,2464,2110,0.859
4,$80K - $120K,Blue,33,4963,4989,0.426
2,$80K - $120K,Blue,48,29974,15190,0.071
2,$40K - $60K,Gold,43,23981,15281,0.088
2,$40K - $60K,Blue,41,3224,3707,0.655
3,$40K - $60K,Blue,36,11366,3495,0.186
3,$60K - $80K,Blue,32,4549,8642,0.464
3,$40K - $60K,Blue,36,9422,4633,0.224
3,$80K - $120K,Blue,25,16434,1726,0.128
2,Less than $40K,Blue,36,2201,2408,0.956
0,Less than $40K,Blue,24,8837,3753,0.238
2,Less than $40K,Blue,52,2689,1188,0.781
2,$80K - $120K,Blue,35,11910,1646,0.176
2,$40K - $60K,Blue,24,8120,3161,0.258
3,$40K - $60K,Blue,36,4878,5021,0.43
3,$80K - $120K,Gold,28,34516,6932,0.061
1,Unknown,Blue,54,9070,8440,0.231
2,$60K - $80K,Blue,35,17884,2031,0.117
4,Unknown,Silver,36,34516,7042,0.061
5,Unknown,Blue,34,3127,4518,0.67
4,$60K - $80K,Blue,35,8449,17634,0.248
1,Less than $40K,Blue,54,3102,1977,0.674
3,Unknown,Blue,23,2804,2812,0.745
3,$40K - $60K,Blue,42,3743,4674,0.558
3,Less than $40K,Blue,33,9977,3530,0.209
5,$60K - $80K,Silver,38,29531,15039,0.071
5,$120K +,Gold,36,34516,15290,0.06
1,Unknown,Blue,40,8440,4161,0.247
1,Less than $40K,Blue,42,3181,13392,0.656
4,Less than $40K,Silver,27,10745,3502,0.194
0,$80K - $120K,Blue,36,5395,4689,0.386
3,$120K +,Blue,23,4121,3462,0.506
3,$40K - $60K,Blue,26,3174,4508,0.657
4,$40K - $60K,Blue,36,14241,1581,0.146
1,Less than $40K,Blue,36,2882,4933,0.722
4,$60K - $80K,Blue,34,5045,2042,0.412
2,Less than $40K,Blue,29,2670,3895,0.779
2,Less than $40K,Blue,37,3203,1433,0.648
5,Less than $40K,Blue,36,7645,7710,0.272
4,Less than $40K,Blue,36,3600,14137,0.576
1,Unknown,Blue,25,2318,2689,0.893
4,$80K - $120K,Blue,21,11502,4786,0.18
1,$40K - $60K,Blue,34,4189,4661,0.493
3,Less than $40K,Blue,40,2925,3913,0.706
3,$80K - $120K,Blue,31,2844,7345,0.726
3,$40K - $60K,Blue,39,13509,3702,0.152
0,Unknown,Blue,34,9216,3630,0.223
3,Less than $40K,Blue,36,4328,3421,0.476
0,$40K - $60K,Blue,39,8264,4240,0.249
1,$40K - $60K,Blue,48,5362,4205,0.384
4,Less than $40K,Blue,37,4724,1232,0.435
2,$60K - $80K,Blue,36,5471,1992,0.376
0,$40K - $60K,Blue,28,3172,1939,0.648
1,$80K - $120K,Blue,30,34516,4048,0.06
4,Less than $40K,Blue,33,3001,4662,0.685
1,$40K - $60K,Blue,18,3043,4833,0.675
3,Unknown,Silver,34,34516,1487,0.059
1,$40K - $60K,Blue,47,5015,1325,0.409
3,Less than $40K,Blue,30,4539,2960,0.452
4,Less than $40K,Blue,23,2787,4949,0.737
3,$80K - $120K,Silver,34,34516,3510,0.059
3,$60K - $80K,Blue,36,8418,2879,0.244
1,Less than $40K,Blue,36,2483,4421,0.825
3,Less than $40K,Blue,53,2669,4863,0.767
2,$40K - $60K,Blue,29,9173,1807,0.223
1,$80K - $120K,Silver,30,34516,4081,0.059
3,Less than $40K,Blue,44,3416,1924,0.598
4,Unknown,Blue,35,2801,1241,0.729
2,Less than $40K,Blue,36,2736,4550,0.747
2,Unknown,Blue,38,3264,4624,0.626
3,Less than $40K,Blue,45,3062,4037,0.666
3,$60K - $80K,Blue,36,4953,4026,0.412
4,Unknown,Blue,32,3056,4734,0.667
5,$120K +,Silver,36,34516,4067,0.059
0,$80K - $120K,Blue,42,2664,1286,0.765
4,$80K - $120K,Blue,32,16043,1394,0.127
4,$120K +,Blue,50,2872,1770,0.709
0,$80K - $120K,Blue,37,9654,4221,0.211
0,$40K - $60K,Blue,29,5530,4836,0.368
2,$80K - $120K,Blue,33,9620,1735,0.211
3,$40K - $60K,Blue,27,2363,3904,0.86
0,Unknown,Silver,24,34516,14544,0.059
2,$80K - $120K,Blue,24,2478,1558,0.82
1,Less than $40K,Blue,36,7106,16377,0.286
0,$80K - $120K,Blue,36,20356,15180,0.1
4,Less than $40K,Blue,25,2812,4763,0.722
3,Less than $40K,Blue,36,3882,13980,0.523
3,$60K - $80K,Blue,25,14918,2171,0.136
4,$80K - $120K,Blue,36,30030,1828,0.068
2,$40K - $60K,Blue,26,5510,1980,0.368
2,$40K - $60K,Blue,46,6725,1865,0.301
5,$60K - $80K,Blue,27,11880,1789,0.17
4,Less than $40K,Blue,18,2930,1686,0.691
2,$80K - $120K,Blue,36,9437,4715,0.214
3,Less than $40K,Blue,47,2865,3441,0.706
0,Less than $40K,Blue,36,2207,4348,0.915
3,$40K - $60K,Blue,28,9243,7841,0.218
2,Unknown,Silver,42,34516,7774,0.058
4,Less than $40K,Blue,43,4852,3561,0.415
5,Less than $40K,Gold,38,15016,7685,0.134
2,$60K - $80K,Blue,36,5945,3645,0.339
2,Unknown,Blue,25,3339,4725,0.603
3,$120K +,Blue,36,8514,4098,0.236
3,$40K - $60K,Blue,37,2470,4384,0.815
2,Unknown,Blue,24,3095,3901,0.649
0,Less than $40K,Blue,17,2585,3519,0.777
2,$80K - $120K,Blue,38,5660,1569,0.354
2,$40K - $60K,Blue,36,2428,5170,0.826
3,Less than $40K,Blue,35,4772,14748,0.42
5,$40K - $60K,Blue,43,4951,4192,0.404
4,Less than $40K,Blue,36,3188,4606,0.628
2,$80K - $120K,Blue,36,16388,4477,0.122
1,Less than $40K,Blue,42,7115,3584,0.281
5,Less than $40K,Blue,40,2950,4742,0.678
3,Unknown,Blue,32,9294,4431,0.215
1,$40K - $60K,Silver,48,15698,12980,0.127
0,$40K - $60K,Blue,52,2939,2434,0.68
1,$80K - $120K,Blue,36,2899,1687,0.69
3,$80K - $120K,Blue,28,24765,1544,0.081
3,$40K - $60K,Blue,32,2496,2590,0.801
1,$60K - $80K,Blue,38,11367,4175,0.176
0,$120K +,Blue,36,18214,1344,0.11
3,Less than $40K,Blue,29,2548,4702,0.784
1,$80K - $120K,Blue,36,12813,7803,0.156
3,$40K - $60K,Blue,48,14627,7766,0.137
3,$60K - $80K,Blue,36,5062,1314,0.394
2,$80K - $120K,Blue,28,5634,2366,0.354
2,$60K - $80K,Platinum,42,34516,15033,0.058
2,Less than $40K,Blue,37,3594,14881,0.555
2,$40K - $60K,Blue,40,2127,1363,0.938
2,$40K - $60K,Blue,36,3107,7535,0.642
2,Less than $40K,Blue,39,2821,8220,0.707
3,$120K +,Blue,26,14046,3792,0.142
4,Unknown,Blue,21,9005,5223,0.221
2,$40K - $60K,Blue,34,5331,1766,0.374
3,Less than $40K,Blue,36,6524,4267,0.305
0,Unknown,Blue,54,3250,1355,0.613
1,Less than $40K,Gold,24,15987,8302,0.125
1,$120K +,Silver,31,34516,7520,0.058
1,Less than $40K,Blue,36,2557,2266,0.778
2,$60K - $80K,Blue,36,2713,4027,0.734
4,$40K - $60K,Blue,44,2610,4127,0.762
3,$40K - $60K,Blue,31,3152,2530,0.63
3,Less than $40K,Blue,29,2766,4480,0.718
5,$40K - $60K,Blue,37,6340,3536,0.313
2,$120K +,Blue,49,3386,1318,0.586
4,$80K - $120K,Silver,25,34516,14335,0.057
1,$40K - $60K,Blue,25,2657,2591,0.746
4,Less than $40K,Blue,31,2646,4727,0.749
1,$40K - $60K,Blue,18,9664,7995,0.205
3,Less than $40K,Blue,34,2450,4352,0.809
1,Less than $40K,Blue,36,2253,4758,0.879
2,$80K - $120K,Blue,40,12208,1409,0.162
2,$40K - $60K,Blue,36,2801,1600,0.707
2,Less than $40K,Blue,32,3302,3899,0.6
0,Less than $40K,Blue,36,3749,5083,0.528
5,$80K - $120K,Blue,28,2491,1911,0.794
3,$80K - $120K,Blue,36,6400,4475,0.309
2,Less than $40K,Blue,34,4757,4220,0.416
1,Less than $40K,Blue,50,2802,1757,0.706
1,$60K - $80K,Blue,34,23391,4106,0.085
1,$80K - $120K,Blue,47,14612,1827,0.135
1,$60K - $80K,Blue,36,15124,1850,0.131
3,$120K +,Blue,35,32446,1717,0.061
3,Less than $40K,Gold,35,15987,7345,0.123
4,Less than $40K,Blue,37,3773,1528,0.523
3,$120K +,Blue,47,5119,5146,0.385
1,$80K - $120K,Blue,41,4103,16344,0.481
4,$40K - $60K,Blue,29,2385,3711,0.826
2,$60K - $80K,Blue,47,5100,1032,0.386
2,Less than $40K,Blue,34,2730,3841,0.722
4,$40K - $60K,Blue,22,2997,2807,0.657
0,$40K - $60K,Blue,48,2572,4313,0.766
4,Less than $40K,Blue,30,2450,1263,0.803
1,$120K +,Blue,36,23848,1591,0.082
1,Less than $40K,Blue,13,2607,1719,0.754
3,Unknown,Blue,29,2429,4775,0.809
0,Unknown,Blue,48,4203,1425,0.468
0,$60K - $80K,Blue,36,6224,13630,0.316
1,$40K - $60K,Blue,36,3535,14080,0.556
3,Less than $40K,Blue,36,2798,4255,0.702
3,$80K - $120K,Blue,21,5015,2491,0.391
4,Less than $40K,Blue,36,2676,5020,0.733
3,$120K +,Blue,36,26977,1958,0.073
2,Less than $40K,Blue,19,2853,2697,0.687
3,Unknown,Blue,36,8389,1334,0.234
5,$40K - $60K,Blue,40,6185,2225,0.317
1,Less than $40K,Blue,30,2579,4300,0.76
2,$40K - $60K,Blue,35,5791,7823,0.338
3,$40K - $60K,Blue,31,8504,1881,0.23
5,$80K - $120K,Blue,26,16730,1740,0.117
5,$60K - $80K,Blue,36,4100,3584,0.477
1,$80K - $120K,Blue,36,24571,1746,0.08
2,$60K - $80K,Silver,36,34516,1872,0.057
3,$40K - $60K,Blue,32,3104,4699,0.63
3,$80K - $120K,Silver,32,34516,7594,0.057
4,$80K - $120K,Blue,38,31302,1564,0.062
1,$120K +,Blue,41,2717,3974,0.719
0,Less than $40K,Blue,50,7487,4070,0.261
2,Less than $40K,Blue,29,2636,4584,0.741
3,Less than $40K,Blue,27,2328,4373,0.839
4,Less than $40K,Blue,33,2899,4906,0.673
3,$40K - $60K,Blue,40,5662,4014,0.345
3,$60K - $80K,Gold,37,34516,4539,0.056
3,Less than $40K,Blue,49,2433,4269,0.8
4,$120K +,Blue,40,30210,7403,0.064
2,Less than $40K,Blue,24,8444,2497,0.23
3,$120K +,Blue,29,12852,1606,0.151
2,$60K - $80K,Blue,13,2243,3216,0.867
3,$60K - $80K,Blue,32,2476,4025,0.785
4,$40K - $60K,Blue,44,6710,1727,0.289
1,$80K - $120K,Blue,18,5110,3028,0.38
1,Less than $40K,Blue,40,2383,1616,0.813
2,$80K - $120K,Silver,45,34516,2275,0.056
2,$80K - $120K,Blue,50,9519,2489,0.203
1,Less than $40K,Blue,36,2265,2306,0.854
2,$60K - $80K,Blue,31,8228,4933,0.235
4,Unknown,Blue,28,2838,8644,0.681
2,$80K - $120K,Blue,36,19141,15203,0.101
1,$60K - $80K,Blue,35,24312,1341,0.079
0,Less than $40K,Blue,39,2417,2367,0.799
1,$120K +,Blue,25,7049,2602,0.274
1,Unknown,Blue,36,16594,2134,0.116
4,Less than $40K,Blue,30,6882,13836,0.28
4,Less than $40K,Blue,36,3125,1631,0.617
2,$60K - $80K,Blue,44,2043,2311,0.944
3,Less than $40K,Blue,42,2510,4943,0.768
3,Unknown,Blue,36,2366,3659,0.814
4,$40K - $60K,Blue,36,2977,5217,0.647
2,$40K - $60K,Blue,39,2720,3806,0.708
2,Less than $40K,Blue,56,6812,2288,0.283
2,Less than $40K,Blue,29,3590,1472,0.536
4,Less than $40K,Blue,38,2633,3407,0.731
2,$120K +,Blue,43,5232,4976,0.368
2,$40K - $60K,Blue,36,4207,3850,0.457
2,$80K - $120K,Blue,43,2384,3512,0.805
2,Unknown,Blue,47,13276,1901,0.144
2,Less than $40K,Blue,53,2195,4205,0.873
4,$80K - $120K,Blue,30,29801,990,0.064
1,$120K +,Silver,38,34516,3828,0.055
5,$40K - $60K,Blue,38,3276,4264,0.585
2,$60K - $80K,Blue,36,2763,4136,0.692
0,$80K - $120K,Silver,36,34516,7535,0.055
3,$40K - $60K,Blue,39,4855,14969,0.394
1,Less than $40K,Blue,29,2756,4656,0.693
2,$60K - $80K,Blue,47,3085,1531,0.619
4,$80K - $120K,Blue,27,10386,2119,0.184
3,$40K - $60K,Blue,25,3040,5616,0.628
0,$40K - $60K,Blue,53,7362,4065,0.259
0,Less than $40K,Blue,55,3500,2003,0.544
1,Less than $40K,Blue,36,3595,5025,0.53
2,$40K - $60K,Blue,37,3600,4946,0.529
1,Unknown,Blue,30,5700,7939,0.334
2,Less than $40K,Blue,18,4199,3016,0.453
4,$40K - $60K,Blue,32,2690,4567,0.707
5,$120K +,Blue,42,3731,4667,0.51
2,$40K - $60K,Blue,32,7723,1241,0.246
2,Less than $40K,Blue,36,2212,4976,0.86
3,$120K +,Blue,36,34516,1497,0.055
0,$80K - $120K,Blue,35,3864,1018,0.492
3,$80K - $120K,Silver,36,34516,1668,0.055
2,$80K - $120K,Blue,38,28904,1334,0.066
1,$120K +,Blue,21,4459,2502,0.426
4,$80K - $120K,Blue,41,17753,3986,0.107
4,$60K - $80K,Blue,28,6224,3014,0.305
3,$40K - $60K,Blue,41,6692,3902,0.283
2,Less than $40K,Blue,29,2509,4837,0.756
1,$40K - $60K,Blue,53,6128,1700,0.309
3,$40K - $60K,Blue,36,2545,4660,0.744
3,$80K - $120K,Blue,36,12932,15372,0.146
4,Unknown,Blue,36,2875,4577,0.658
2,Less than $40K,Blue,28,3629,15982,0.521
1,$80K - $120K,Blue,45,9959,2041,0.19
1,$60K - $80K,Blue,27,13056,14280,0.145
3,Less than $40K,Blue,38,3026,3687,0.624
1,Less than $40K,Blue,36,4143,3940,0.456
4,$80K - $120K,Blue,34,7150,3636,0.264
0,Less than $40K,Blue,51,2041,2118,0.924
0,Less than $40K,Blue,48,5972,3491,0.316
0,$80K - $120K,Blue,29,5983,4141,0.315
3,$80K - $120K,Blue,27,3575,861,0.527
1,Unknown,Blue,44,5708,4914,0.33
4,Less than $40K,Blue,36,2658,4779,0.709
1,$40K - $60K,Blue,42,2542,4518,0.741
2,$80K - $120K,Blue,36,2866,4850,0.657
0,$80K - $120K,Blue,38,3460,1546,0.544
3,$40K - $60K,Blue,36,3069,2909,0.613
1,Less than $40K,Blue,36,2763,4660,0.68
2,$60K - $80K,Blue,38,14265,3982,0.132
3,$80K - $120K,Blue,36,3355,4578,0.56
3,Unknown,Blue,31,4739,5238,0.396
3,Unknown,Blue,25,6888,9038,0.273
2,Less than $40K,Blue,37,2568,4254,0.73
2,$80K - $120K,Blue,23,7081,2249,0.265
2,$60K - $80K,Blue,49,10127,1647,0.185
4,Less than $40K,Blue,36,2968,5171,0.631
3,Less than $40K,Blue,36,2680,4592,0.698
1,$40K - $60K,Blue,44,2597,3637,0.72
3,Unknown,Blue,25,10305,4018,0.181
0,Less than $40K,Silver,49,12094,8285,0.155
2,Less than $40K,Blue,14,6933,15585,0.27
5,Less than $40K,Blue,30,4710,4719,0.397
3,$40K - $60K,Blue,36,3433,4504,0.544
1,Unknown,Blue,40,4941,5104,0.378
5,$40K - $60K,Blue,31,3333,3348,0.56
2,$40K - $60K,Blue,36,2748,4314,0.679
1,Less than $40K,Blue,20,2234,2115,0.835
2,$40K - $60K,Blue,24,2939,2077,0.635
5,Less than $40K,Blue,28,3044,4854,0.613
3,Less than $40K,Blue,16,2042,2758,0.913
1,$40K - $60K,Blue,47,2697,4615,0.691
4,Unknown,Blue,36,3054,3543,0.61
2,Less than $40K,Blue,39,8431,2008,0.221
2,$80K - $120K,Blue,39,3606,3568,0.516
3,$80K - $120K,Blue,50,4522,1806,0.412
2,$80K - $120K,Blue,44,12902,1273,0.144
3,Less than $40K,Blue,41,2563,3774,0.726
1,$120K +,Blue,38,12055,7222,0.154
3,$40K - $60K,Blue,36,5369,1898,0.345
2,$120K +,Blue,28,13384,1899,0.138
4,$80K - $120K,Blue,39,17285,4787,0.107
2,$40K - $60K,Blue,40,4003,15476,0.462
3,$80K - $120K,Blue,34,16546,4255,0.112
1,$40K - $60K,Blue,46,1996,3421,0.927
4,$40K - $60K,Blue,36,10017,15635,0.185
5,Less than $40K,Blue,36,2598,4396,0.711
4,$120K +,Gold,33,34516,14149,0.054
5,$60K - $80K,Blue,31,3351,1910,0.551
3,$40K - $60K,Blue,36,2585,3480,0.715
2,$80K - $120K,Silver,43,34516,7842,0.054
2,Less than $40K,Blue,17,2431,4327,0.759
1,$40K - $60K,Blue,32,2807,1346,0.657
2,Less than $40K,Blue,36,2501,2933,0.738
2,$60K - $80K,Blue,31,13381,14532,0.138
3,$120K +,Silver,33,34516,4217,0.053
3,Less than $40K,Blue,29,4660,8571,0.396
2,$40K - $60K,Blue,21,2967,1673,0.621
1,$60K - $80K,Blue,26,4008,2794,0.459
3,$120K +,Blue,36,12948,2481,0.142
3,Less than $40K,Blue,36,2279,2789,0.806
3,$120K +,Blue,44,6455,8001,0.285
2,Less than $40K,Blue,44,5413,1164,0.339
3,Less than $40K,Silver,38,11127,1546,0.165
5,Less than $40K,Blue,37,6250,4042,0.294
0,$80K - $120K,Blue,39,2795,4679,0.655
4,Less than $40K,Blue,39,7232,4337,0.253
0,$40K - $60K,Blue,26,2991,4414,0.612
2,Less than $40K,Blue,36,5546,1770,0.33
2,Less than $40K,Blue,36,4950,4529,0.369
4,$120K +,Blue,28,26548,3450,0.069
3,$40K - $60K,Silver,36,18000,7149,0.102
2,Less than $40K,Blue,37,7098,13139,0.258
2,$60K - $80K,Blue,34,5219,1715,0.35
2,$40K - $60K,Blue,36,2788,4437,0.655
2,Unknown,Gold,40,34516,14994,0.053
1,$120K +,Blue,43,30172,8879,0.06
4,$60K - $80K,Blue,35,6623,2293,0.275
2,$40K - $60K,Blue,33,11529,8135,0.158
1,$60K - $80K,Blue,44,15355,15053,0.119
4,$80K - $120K,Blue,36,10216,2568,0.178
3,$120K +,Blue,42,12630,4084,0.144
3,Less than $40K,Blue,36,3173,4883,0.574
2,Less than $40K,Blue,45,3185,5069,0.571
2,$60K - $80K,Blue,52,6584,1353,0.276
4,$120K +,Silver,36,34516,15226,0.053
3,$60K - $80K,Blue,23,4245,1534,0.428
