Attrition_Flag,Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
Existing Customer,2,$120K +,Silver,32,34516,3093,0.061
Existing Customer,5,$40K - $60K,Silver,39,15198,3183,0.138
Existing Customer,2,$120K +,Blue,32,14302,1505,0.147
Existing Customer,1,$120K +,Blue,44,9274,2048,0.226
Existing Customer,2,$120K +,Blue,36,29963,1205,0.07
Existing Customer,4,Less than $40K,Blue,35,4177,3553,0.501
Existing Customer,0,$40K - $60K,Blue,17,2638,1868,0.793
Existing Customer,4,$40K - $60K,Blue,38,5452,1347,0.384
Existing Customer,1,Unknown,Blue,39,5455,4349,0.383
Existing Customer,2,Less than $40K,Blue,43,2974,4297,0.703
Attrited Customer,2,$80K - $120K,Blue,33,32938,1137,0.063
Existing Customer,3,$120K +,Blue,54,3452,1008,0.605
Existing Customer,3,$120K +,Blue,26,34516,6453,0.06
Existing Customer,4,$120K +,Blue,33,34516,1859,0.06
Existing Customer,4,$40K - $60K,Silver,37,15871,1562,0.131
Existing Customer,3,Less than $40K,Blue,31,2909,5154,0.717
Existing Customer,4,Less than $40K,Blue,47,2734,4064,0.763
Existing Customer,3,$40K - $60K,Blue,36,5678,5092,0.367
Existing Customer,1,Less than $40K,Blue,56,7936,4247,0.262
Existing Customer,4,Less than $40K,Blue,36,2620,4867,0.794
Existing Customer,3,$80K - $120K,Blue,36,3210,3962,0.648
Existing Customer,1,Unknown,Blue,13,2339,2294,0.889
Existing Customer,0,$40K - $60K,Blue,36,2773,3567,0.75
Existing Customer,4,Less than $40K,Blue,43,3844,4271,0.541
Existing Customer,3,$80K - $120K,Blue,20,8260,2323,0.251
Existing Customer,3,$60K - $80K,Blue,36,18336,7509,0.113
Existing Customer,2,$80K - $120K,Blue,26,5238,7321,0.397
Existing Customer,1,$120K +,Blue,38,34516,3647,0.06
Attrited Customer,1,$60K - $80K,Blue,46,4573,2720,0.454
Existing Customer,2,$40K - $60K,Silver,41,16002,3667,0.13
Existing Customer,0,Less than $40K,Blue,47,9634,14218,0.215
Existing Customer,4,Unknown,Blue,36,11536,4106,0.18
Existing Customer,1,$60K - $80K,Blue,48,10264,1685,0.202
Existing Customer,3,$80K - $120K,Blue,36,2711,1567,0.765
Existing Customer,3,$40K - $60K,Blue,41,6443,9277,0.322
Existing Customer,3,Unknown,Blue,32,11594,2320,0.179
Existing Customer,4,Less than $40K,Blue,33,3068,5524,0.675
Existing Customer,4,Less than $40K,Blue,43,2826,1025,0.732
Existing Customer,3,$120K +,Platinum,23,34516,13781,0.06
Existing Customer,0,Less than $40K,Blue,15,2740,1997,0.755
Existing Customer,3,$80K - $120K,Blue,41,9959,13810,0.208
Existing Customer,4,$60K - $80K,Gold,33,34516,1350,0.06
Existing Customer,2,$60K - $80K,Blue,49,14035,1606,0.147
Existing Customer,1,Less than $40K,Blue,47,2495,4399,0.826
Existing Customer,5,$60K - $80K,Blue,34,13477,3866,0.153
Existing Customer,3,$80K - $120K,Blue,25,6510,2238,0.316
Existing Customer,3,$40K - $60K,Blue,36,3871,5480,0.531
Existing Customer,3,Unknown,Blue,31,24936,1810,0.082
Existing Customer,2,$120K +,Blue,13,4369,3259,0.469
Existing Customer,3,Unknown,Blue,36,20631,4827,0.099
Existing Customer,1,Less than $40K,Blue,25,3758,4928,0.545
Existing Customer,1,$120K +,Blue,29,7650,8609,0.267
Existing Customer,4,Less than $40K,Blue,45,5975,13090,0.342
Existing Customer,1,$40K - $60K,Blue,56,3071,4433,0.666
Existing Customer,3,Less than $40K,Blue,36,2964,4345,0.689
Existing Customer,3,$80K - $120K,Blue,34,14840,16256,0.138
Existing Customer,3,Unknown,Blue,31,2692,4622,0.757
Existing Customer,2,Less than $40K,Blue,31,9759,4226,0.209
Existing Customer,2,Less than $40K,Blue,45,7165,3553,0.284
Existing Customer,2,Less than $40K,Blue,25,3518,4034,0.578
Existing Customer,2,$40K - $60K,Blue,42,3256,7075,0.625
Existing Customer,1,Less than $40K,Blue,41,2709,4915,0.751
Existing Customer,3,Unknown,Blue,36,6384,4413,0.319
Existing Customer,1,$40K - $60K,Blue,36,6509,1409,0.312
Existing Customer,2,Less than $40K,Blue,44,3034,4349,0.67
Existing Customer,2,Less than $40K,Blue,36,2370,4000,0.857
Existing Customer,2,$40K - $60K,Blue,32,7244,7925,0.28
Existing Customer,2,$80K - $120K,Blue,17,2900,2631,0.7
Existing Customer,2,Less than $40K,Blue,31,4182,16920,0.485
Existing Customer,1,$80K - $120K,Blue,49,28570,15130,0.071
Existing Customer,4,$60K - $80K,Blue,36,8013,1481,0.253
Existing Customer,2,$40K - $60K,Blue,31,6500,4738,0.312
Existing Customer,3,Unknown,Blue,24,4568,4869,0.443
Existing Customer,2,$60K - $80K,Blue,28,10880,4957,0.186
Existing Customer,3,Less than $40K,Blue,44,7742,3507,0.261
Existing Customer,4,$80K - $120K,Blue,38,3936,5001,0.514
Attrited Customer,2,Less than $40K,Blue,34,2234,2313,0.906
Existing Customer,0,Less than $40K,Blue,53,2942,1479,0.687
Existing Customer,2,Less than $40K,Blue,20,2462,2320,0.821
Existing Customer,0,Less than $40K,Blue,13,2585,2644,0.781
Existing Customer,1,$120K +,Blue,46,8596,4017,0.235
Existing Customer,5,Unknown,Silver,36,34516,3820,0.058
Existing Customer,5,$40K - $60K,Silver,34,17657,1682,0.114
Existing Customer,3,$120K +,Blue,49,9926,2235,0.203
Existing Customer,5,$60K - $80K,Blue,42,7801,7561,0.259
Existing Customer,1,Less than $40K,Blue,36,2758,4119,0.731
Existing Customer,1,$80K - $120K,Blue,43,32558,1440,0.062
Existing Customer,2,Less than $40K,Blue,46,2413,1398,0.835
Existing Customer,1,$60K - $80K,Blue,43,7187,1159,0.28
Existing Customer,2,$40K - $60K,Blue,48,14344,7359,0.14
Existing Customer,2,Unknown,Blue,36,3602,1935,0.559
Existing Customer,2,Less than $40K,Blue,48,5844,3546,0.344
Existing Customer,0,Unknown,Blue,39,11249,3882,0.179
Existing Customer,2,Less than $40K,Blue,49,2679,1723,0.751
Existing Customer,1,$120K +,Blue,30,34516,2776,0.058
Existing Customer,3,Less than $40K,Blue,25,3920,3178,0.512
Existing Customer,2,$80K - $120K,Blue,27,12702,1992,0.158
Existing Customer,2,$40K - $60K,Blue,42,5431,4569,0.37
Existing Customer,5,$60K - $80K,Blue,32,11376,1302,0.176
Existing Customer,4,$60K - $80K,Blue,36,3451,4097,0.581
Existing Customer,3,Less than $40K,Blue,46,5881,1931,0.341
Existing Customer,0,$120K +,Blue,17,30928,3863,0.065
Existing Customer,0,Unknown,Blue,36,13439,4715,0.149
Existing Customer,2,$40K - $60K,Blue,36,3295,1191,0.608
Existing Customer,3,Less than $40K,Blue,40,2232,3803,0.897
Existing Customer,1,$60K - $80K,Blue,25,6053,2208,0.331
Existing Customer,0,Less than $40K,Blue,49,3955,1560,0.506
Existing Customer,3,$40K - $60K,Blue,36,7234,4272,0.276
Attrited Customer,1,Less than $40K,Blue,36,2258,2500,0.886
Existing Customer,4,Less than $40K,Blue,41,5530,1766,0.361
Existing Customer,5,Unknown,Blue,41,2675,4138,0.747
Existing Customer,2,$80K - $120K,Blue,39,9773,3578,0.204
Existing Customer,1,Less than $40K,Blue,45,2312,5085,0.864
Existing Customer,1,Unknown,Blue,39,2880,4334,0.693
Existing Customer,2,Less than $40K,Blue,36,5258,3972,0.379
Existing Customer,1,Less than $40K,Blue,36,5991,1867,0.333
Existing Customer,1,$40K - $60K,Blue,39,7201,3981,0.277
Existing Customer,1,$80K - $120K,Blue,29,23034,2514,0.086
Existing Customer,3,$40K - $60K,Blue,36,2216,4103,0.899
Existing Customer,4,Less than $40K,Blue,32,2996,4463,0.665
Existing Customer,2,$80K - $120K,Blue,17,4631,2864,0.43
Existing Customer,2,Less than $40K,Gold,36,15704,4487,0.127
Existing Customer,1,$60K - $80K,Blue,19,23507,2650,0.085
Existing Customer,3,$80K - $120K,Blue,46,3458,3409,0.575
Existing Customer,5,$60K - $80K,Blue,32,20633,7570,0.096
Existing Customer,2,Unknown,Blue,27,9347,2201,0.213
Attrited Customer,3,Less than $40K,Blue,38,4075,2449,0.487
Existing Customer,1,Less than $40K,Blue,48,3140,1626,0.632
Existing Customer,3,Less than $40K,Blue,33,5362,3851,0.37
Existing Customer,1,Less than $40K,Blue,38,3895,16023,0.509
Existing Customer,1,$80K - $120K,Blue,29,17506,4199,0.113
Existing Customer,3,Unknown,Blue,40,12059,1836,0.164
Existing Customer,3,Less than $40K,Blue,39,2606,2191,0.759
Existing Customer,2,Less than $40K,Blue,41,3108,14965,0.636
Existing Customer,2,$40K - $60K,Blue,16,4533,2679,0.436
Existing Customer,3,$60K - $80K,Blue,36,3624,1469,0.545
Existing Customer,3,Less than $40K,Blue,31,4086,7932,0.483
Attrited Customer,4,$40K - $60K,Blue,25,9043,4638,0.218
Existing Customer,1,Unknown,Blue,52,13312,14336,0.148
Existing Customer,4,Less than $40K,Blue,37,2447,4784,0.806
Existing Customer,2,Unknown,Silver,35,32089,13796,0.061
Existing Customer,4,$120K +,Blue,51,10711,1180,0.184
Existing Customer,3,Unknown,Blue,32,3072,4245,0.641
Existing Customer,2,$80K - $120K,Blue,43,4830,4850,0.408
Existing Customer,1,Unknown,Blue,40,3811,3578,0.517
Existing Customer,1,$40K - $60K,Blue,42,3416,8254,0.577
Existing Customer,0,Less than $40K,Blue,36,2448,5066,0.804
Existing Customer,2,$80K - $120K,Blue,37,21714,13270,0.091
Existing Customer,0,$60K - $80K,Blue,54,9592,1821,0.205
Existing Customer,5,Less than $40K,Blue,37,5465,14192,0.36
Existing Customer,2,Unknown,Blue,47,5261,4448,0.374
Existing Customer,0,$80K - $120K,Gold,29,34516,2949,0.057
Existing Customer,4,Less than $40K,Gold,20,15987,4542,0.123
Attrited Customer,2,$40K - $60K,Blue,29,2547,2160,0.771
Attrited Customer,3,Less than $40K,Silver,39,13092,936,0.15
Existing Customer,1,Less than $40K,Blue,36,3281,1779,0.598
Existing Customer,1,$40K - $60K,Blue,24,10467,2665,0.187
Attrited Customer,2,Less than $40K,Silver,25,10388,10294,0.189
Existing Customer,3,Unknown,Blue,43,23032,1289,0.085
Existing Customer,3,Less than $40K,Blue,47,7477,3618,0.262
Existing Customer,5,$40K - $60K,Blue,41,3035,4104,0.646
Existing Customer,3,Less than $40K,Blue,43,2999,2073,0.653
Existing Customer,4,Less than $40K,Blue,34,3195,1285,0.612
Existing Customer,3,$60K - $80K,Blue,35,13048,1170,0.15
Existing Customer,4,$60K - $80K,Blue,20,2165,2651,0.902
Existing Customer,1,Less than $40K,Blue,36,3174,1243,0.615
Existing Customer,3,$40K - $60K,Blue,34,4513,3164,0.432
Existing Customer,3,Less than $40K,Blue,43,2781,9331,0.701
Existing Customer,4,Less than $40K,Blue,36,2433,4668,0.801
Existing Customer,3,$80K - $120K,Blue,31,9959,15594,0.195
Existing Customer,1,$40K - $60K,Blue,48,10953,1277,0.178
Existing Customer,0,Less than $40K,Blue,43,2670,4491,0.728
Existing Customer,3,Less than $40K,Blue,23,2797,4917,0.695
Existing Customer,0,$80K - $120K,Blue,43,8133,3310,0.239
Existing Customer,4,$60K - $80K,Blue,37,3482,3512,0.558
Existing Customer,3,Less than $40K,Blue,36,7582,4926,0.256
Existing Customer,3,$80K - $120K,Blue,46,2735,3724,0.71
Existing Customer,4,Less than $40K,Blue,29,2863,4985,0.678
Existing Customer,2,$120K +,Silver,24,34516,1215,0.056
Existing Customer,2,Less than $40K,Blue,33,3251,4284,0.596
Existing Customer,4,Unknown,Blue,38,3187,5111,0.608
Existing Customer,0,$40K - $60K,Blue,36,2883,4244,0.672
Existing Customer,5,Less than $40K,Blue,28,2665,4500,0.726
Existing Customer,3,$80K - $120K,Blue,31,20958,14314,0.092
Existing Customer,0,$80K - $120K,Blue,38,3785,1824,0.511
Existing Customer,0,$60K - $80K,Blue,51,5852,3689,0.331
Existing Customer,3,Unknown,Blue,28,2690,4917,0.719
Existing Customer,2,Less than $40K,Blue,20,2691,4365,0.719
Existing Customer,1,Less than $40K,Blue,43,2923,3861,0.662
Existing Customer,1,Less than $40K,Blue,29,4671,2468,0.414
Existing Customer,2,Less than $40K,Silver,30,10836,1293,0.178
Existing Customer,2,$120K +,Blue,49,8902,969,0.217
Existing Customer,3,Less than $40K,Blue,36,2285,4944,0.845
Existing Customer,4,Less than $40K,Silver,37,10790,1052,0.179
Existing Customer,4,$60K - $80K,Gold,29,34516,12478,0.056
Existing Customer,4,$60K - $80K,Blue,33,8670,13767,0.223
Existing Customer,4,$40K - $60K,Blue,25,8650,2878,0.223
Existing Customer,0,Less than $40K,Blue,44,2596,4726,0.743
Existing Customer,5,$120K +,Blue,24,11876,1367,0.162
Existing Customer,1,$120K +,Blue,26,11726,4186,0.164
Existing Customer,0,$120K +,Platinum,44,34516,8012,0.056
Existing Customer,4,Unknown,Blue,42,16349,16207,0.118
Existing Customer,1,$120K +,Blue,38,19709,3000,0.098
Existing Customer,2,$60K - $80K,Blue,36,4712,4277,0.407
Existing Customer,3,Less than $40K,Blue,33,3804,14321,0.504
Existing Customer,3,$40K - $60K,Blue,38,9449,4658,0.203
Existing Customer,3,$40K - $60K,Blue,46,4669,4363,0.41
Existing Customer,2,$40K - $60K,Blue,36,2690,3636,0.711
Existing Customer,3,Less than $40K,Blue,35,3025,4626,0.632
Existing Customer,0,Unknown,Blue,18,3934,4143,0.486
Existing Customer,5,$60K - $80K,Blue,27,2501,1850,0.763
Existing Customer,2,Less than $40K,Blue,46,5218,4658,0.365
Existing Customer,2,$80K - $120K,Blue,36,25438,16485,0.075
Attrited Customer,3,$60K - $80K,Blue,39,13344,8534,0.143
Existing Customer,4,Unknown,Blue,40,2300,4538,0.829
Existing Customer,0,$120K +,Blue,33,21006,1856,0.091
Existing Customer,4,Unknown,Blue,30,5417,1768,0.351
Existing Customer,1,Less than $40K,Blue,55,2720,1613,0.7
Existing Customer,2,Unknown,Blue,24,3448,5471,0.552
Existing Customer,2,Less than $40K,Blue,44,5362,1553,0.355
Existing Customer,2,Less than $40K,Blue,38,8881,15530,0.214
Existing Customer,4,Less than $40K,Blue,38,7469,3150,0.254
Existing Customer,2,$80K - $120K,Blue,33,3083,1448,0.616
Existing Customer,4,$120K +,Blue,36,27929,14755,0.068
Existing Customer,4,Less than $40K,Blue,36,7924,3270,0.239
Existing Customer,4,$40K - $60K,Blue,28,2827,3891,0.671
Existing Customer,1,Unknown,Blue,42,2953,4644,0.642
Existing Customer,2,$80K - $120K,Blue,47,5741,2170,0.33
Existing Customer,0,$40K - $60K,Blue,56,4234,1439,0.447
Existing Customer,3,$120K +,Blue,30,27378,3934,0.069
Existing Customer,1,Unknown,Blue,29,8398,1489,0.225
Existing Customer,1,$60K - $80K,Blue,30,18570,4036,0.102
Existing Customer,0,Unknown,Blue,13,7772,2585,0.243
Existing Customer,2,$80K - $120K,Blue,46,10979,1425,0.172
Existing Customer,3,Unknown,Blue,27,7226,4653,0.261
Existing Customer,2,Less than $40K,Blue,36,3336,13989,0.566
Existing Customer,1,$40K - $60K,Blue,36,4158,15842,0.454
Existing Customer,3,Unknown,Blue,31,10262,3553,0.184
Existing Customer,1,Less than $40K,Blue,48,2601,4899,0.726
Existing Customer,2,$40K - $60K,Blue,36,3251,3228,0.58
Existing Customer,2,$120K +,Blue,32,32056,2730,0.059
Existing Customer,1,$80K - $120K,Blue,31,2404,4489,0.785
Existing Customer,4,$120K +,Blue,31,6467,4098,0.292
Existing Customer,2,$80K - $120K,Blue,39,9854,3912,0.191
Existing Customer,2,$60K - $80K,Blue,44,8904,3654,0.212
Attrited Customer,2,Unknown,Blue,45,2721,2594,0.693
Existing Customer,4,Less than $40K,Blue,42,2162,3825,0.87
Existing Customer,2,Less than $40K,Blue,40,4822,13816,0.39
Existing Customer,2,$60K - $80K,Gold,39,34516,14738,0.055
Existing Customer,1,Less than $40K,Blue,35,3510,3808,0.536
Existing Customer,0,$40K - $60K,Blue,47,9502,14418,0.198
Existing Customer,3,$80K - $120K,Blue,36,2607,2045,0.721
Existing Customer,0,$40K - $60K,Blue,41,2458,1238,0.765
Existing Customer,2,$60K - $80K,Blue,36,19127,1859,0.098
Existing Customer,0,Unknown,Blue,13,2600,2625,0.722
Existing Customer,2,Unknown,Blue,43,2363,4984,0.794
Existing Customer,3,$60K - $80K,Blue,33,3477,1897,0.539
Existing Customer,2,$40K - $60K,Blue,53,3067,1420,0.611
Existing Customer,3,$40K - $60K,Blue,42,10901,7498,0.172
Existing Customer,2,Less than $40K,Blue,36,5723,2732,0.327
Existing Customer,3,Unknown,Gold,39,34516,7703,0.054
Existing Customer,3,$80K - $120K,Silver,29,34516,2227,0.054
Attrited Customer,3,Unknown,Blue,36,10016,2804,0.187
Existing Customer,2,$120K +,Blue,40,34516,4054,0.054
Existing Customer,2,$60K - $80K,Blue,36,12510,14018,0.15
Existing Customer,5,$80K - $120K,Blue,48,9517,1453,0.196
Existing Customer,3,$80K - $120K,Blue,49,4778,5489,0.391
Existing Customer,4,$60K - $80K,Blue,34,2731,3915,0.684
Existing Customer,2,$40K - $60K,Blue,40,4074,15005,0.459
Existing Customer,1,$40K - $60K,Blue,36,3136,1036,0.594
Existing Customer,3,Less than $40K,Silver,30,12952,3472,0.144
Existing Customer,0,$40K - $60K,Silver,34,22226,8753,0.084
Existing Customer,4,Unknown,Blue,36,6465,4490,0.288
Existing Customer,4,Less than $40K,Blue,37,3189,4805,0.584
Existing Customer,2,$120K +,Blue,48,17999,4740,0.103
Existing Customer,2,Less than $40K,Blue,41,2189,4195,0.85
Existing Customer,3,Unknown,Silver,33,34516,4197,0.054
Existing Customer,1,Unknown,Blue,22,10253,3042,0.181
Existing Customer,3,Less than $40K,Blue,36,5023,14111,0.37
Existing Customer,2,Less than $40K,Blue,35,3283,4498,0.565
Existing Customer,0,Less than $40K,Blue,36,4847,4712,0.383
Existing Customer,1,Less than $40K,Blue,36,3244,8087,0.572
Existing Customer,0,Less than $40K,Blue,23,5403,4382,0.343
Existing Customer,2,Less than $40K,Blue,24,3663,1826,0.506
Existing Customer,2,Unknown,Blue,38,2960,3921,0.626
Attrited Customer,2,Less than $40K,Blue,36,1863,2462,0.995
Existing Customer,2,Less than $40K,Blue,30,2248,7739,0.824
Existing Customer,4,$40K - $60K,Blue,34,3502,1814,0.529
Existing Customer,2,$40K - $60K,Blue,31,2468,4483,0.75
Existing Customer,4,$60K - $80K,Blue,17,2803,1968,0.659
Existing Customer,2,Less than $40K,Blue,22,2544,2289,0.726
Existing Customer,3,$60K - $80K,Blue,36,24149,2584,0.077
Attrited Customer,3,Unknown,Blue,45,2815,2618,0.656
Existing Customer,3,Less than $40K,Blue,46,4333,7643,0.426
Existing Customer,2,$80K - $120K,Blue,23,18226,1681,0.101
Attrited Customer,3,Less than $40K,Gold,36,15487,7031,0.119
Existing Customer,4,Less than $40K,Blue,39,8128,1224,0.227
Existing Customer,3,Less than $40K,Blue,36,2335,1362,0.79
Existing Customer,2,$80K - $120K,Blue,36,2514,3696,0.734
Existing Customer,4,Unknown,Blue,36,13039,4010,0.141
Existing Customer,1,Less than $40K,Blue,40,2636,4056,0.698
Existing Customer,5,$120K +,Blue,36,34516,1230,0.053
Existing Customer,2,Less than $40K,Blue,29,2701,4406,0.681
Existing Customer,1,Less than $40K,Blue,33,2292,4043,0.802
Existing Customer,3,Less than $40K,Blue,36,6680,7632,0.275
Existing Customer,3,$80K - $120K,Blue,38,9810,2247,0.187
Existing Customer,1,$60K - $80K,Blue,49,16929,4799,0.109
Existing Customer,3,$80K - $120K,Blue,42,26792,2398,0.069
Existing Customer,4,$40K - $60K,Gold,30,23051,14393,0.08
Existing Customer,4,$80K - $120K,Blue,38,9738,4816,0.188
Existing Customer,0,$40K - $60K,Blue,36,4661,14257,0.394
Existing Customer,3,Less than $40K,Blue,48,2800,1571,0.655
Existing Customer,3,$80K - $120K,Blue,42,27514,12841,0.067
Attrited Customer,1,$80K - $120K,Blue,36,1857,829,0.987
Existing Customer,4,$120K +,Blue,34,33304,1448,0.055
Existing Customer,3,$60K - $80K,Blue,36,9551,3213,0.192
Existing Customer,3,Less than $40K,Blue,29,2694,3366,0.68
Existing Customer,1,$60K - $80K,Blue,23,2033,4110,0.901
Existing Customer,1,Less than $40K,Blue,39,2311,1701,0.792
Existing Customer,1,$60K - $80K,Blue,24,5746,1562,0.318
Existing Customer,0,$60K - $80K,Blue,46,17218,7971,0.106
Existing Customer,2,Less than $40K,Blue,19,5871,15645,0.312
Existing Customer,4,$40K - $60K,Blue,31,2383,4759,0.767
Existing Customer,3,$60K - $80K,Blue,30,2536,1468,0.719
Existing Customer,3,Less than $40K,Blue,17,2956,2144,0.617
Existing Customer,3,Unknown,Blue,44,2553,3853,0.714
Existing Customer,3,$120K +,Gold,36,34516,15552,0.053
Existing Customer,3,$60K - $80K,Blue,37,17887,14544,0.102
Existing Customer,2,Less than $40K,Blue,43,6266,1456,0.29
Existing Customer,1,$40K - $60K,Blue,49,3141,1539,0.579
Existing Customer,3,$40K - $60K,Blue,36,3509,4712,0.518
Existing Customer,2,Less than $40K,Blue,21,2965,4475,0.613
Existing Customer,1,Less than $40K,Blue,21,2832,4761,0.642
Existing Customer,4,$40K - $60K,Blue,24,2606,1999,0.698
Existing Customer,3,Unknown,Blue,33,2341,4356,0.777
Existing Customer,1,$60K - $80K,Blue,36,2601,2542,0.699
Existing Customer,3,Less than $40K,Blue,36,2976,3332,0.611
Existing Customer,2,Less than $40K,Blue,36,3462,4635,0.525
Existing Customer,3,Less than $40K,Blue,36,2999,5119,0.606
Existing Customer,4,$60K - $80K,Blue,35,17350,16132,0.105
Existing Customer,1,$60K - $80K,Blue,46,5248,2305,0.346
Existing Customer,5,Unknown,Blue,36,5496,7985,0.33
Existing Customer,2,Less than $40K,Blue,36,2743,1210,0.662
Existing Customer,2,Less than $40K,Blue,21,5825,2820,0.312
Existing Customer,0,Less than $40K,Blue,35,3132,3607,0.58
Existing Customer,2,$80K - $120K,Blue,38,24533,8436,0.074
Existing Customer,1,$40K - $60K,Blue,53,9369,7699,0.194
Attrited Customer,2,Less than $40K,Blue,54,8141,5043,0.222
Existing Customer,1,Less than $40K,Blue,30,3003,3148,0.603
Existing Customer,3,$40K - $60K,Blue,32,13103,4323,0.138
Existing Customer,5,$80K - $120K,Blue,30,20895,3210,0.087
Existing Customer,2,Less than $40K,Blue,41,2841,4144,0.636
Existing Customer,2,Unknown,Blue,27,3280,2534,0.551
Existing Customer,5,$60K - $80K,Blue,31,17230,14781,0.105
Attrited Customer,4,Unknown,Blue,48,5396,2107,0.334
Existing Customer,1,Less than $40K,Blue,34,6458,2315,0.279
Existing Customer,1,$80K - $120K,Blue,28,2797,3525,0.644
Existing Customer,2,Unknown,Blue,36,2069,4402,0.871
Existing Customer,5,$120K +,Blue,31,34516,7936,0.052
Existing Customer,3,Less than $40K,Silver,26,10877,7974,0.166
Existing Customer,3,Less than $40K,Blue,29,7038,2339,0.256
Existing Customer,3,$80K - $120K,Blue,29,3413,3831,0.528
Existing Customer,2,$60K - $80K,Blue,40,3750,17995,0.48
Existing Customer,1,$60K - $80K,Blue,42,20979,1178,0.086
Existing Customer,2,$120K +,Blue,48,6577,14229,0.274
Existing Customer,1,Less than $40K,Blue,18,3399,13148,0.53
Existing Customer,4,Less than $40K,Blue,31,2080,5130,0.865
Attrited Customer,2,Unknown,Blue,49,1812,2921,0.992
Existing Customer,3,Unknown,Blue,37,16583,7823,0.108
Existing Customer,4,Less than $40K,Blue,39,9235,1739,0.194
Existing Customer,3,$80K - $120K,Blue,37,2149,5228,0.836
Existing Customer,2,Unknown,Blue,37,2707,4077,0.663
Existing Customer,2,$120K +,Blue,49,9788,1805,0.183
Existing Customer,3,Less than $40K,Blue,53,5798,1724,0.309
Existing Customer,0,$120K +,Blue,41,3386,1736,0.53
Existing Customer,3,$40K - $60K,Blue,35,2644,4081,0.679
Attrited Customer,4,Less than $40K,Blue,30,2082,3423,0.862
Existing Customer,0,$80K - $120K,Gold,32,34516,4256,0.052
Existing Customer,3,$120K +,Blue,37,3073,1734,0.583
Existing Customer,2,$40K - $60K,Blue,20,5657,1914,0.317
Existing Customer,1,$120K +,Blue,37,9758,4134,0.184
Existing Customer,1,$120K +,Blue,44,3104,4006,0.577
Existing Customer,2,$60K - $80K,Blue,36,6511,1478,0.275
Existing Customer,1,$60K - $80K,Blue,50,10698,4095,0.167
Existing Customer,2,$80K - $120K,Blue,28,27756,994,0.064
Existing Customer,4,$40K - $60K,Gold,28,23981,1421,0.075
Existing Customer,5,$40K - $60K,Blue,36,3144,4758,0.568
Existing Customer,1,$120K +,Blue,21,28043,14521,0.064
Existing Customer,2,$120K +,Blue,36,19727,1245,0.09
Existing Customer,4,Less than $40K,Blue,37,2757,3766,0.647
Existing Customer,4,Less than $40K,Blue,23,7664,15077,0.233
Existing Customer,0,$60K - $80K,Blue,26,5397,2056,0.331
Existing Customer,3,$40K - $60K,Blue,36,7020,16937,0.254
Existing Customer,4,$120K +,Blue,24,3103,4792,0.575
Existing Customer,4,$60K - $80K,Blue,41,17673,3160,0.101
Existing Customer,4,Less than $40K,Blue,25,2772,4739,0.643
Existing Customer,2,$40K - $60K,Blue,36,2804,4357,0.636
Existing Customer,4,Less than $40K,Blue,31,1968,5087,0.905
Existing Customer,1,$40K - $60K,Blue,56,2619,1450,0.679
Existing Customer,4,$60K - $80K,Blue,36,5797,2131,0.307
Existing Customer,3,$40K - $60K,Blue,43,2423,4035,0.734
Existing Customer,3,Less than $40K,Blue,36,2830,4854,0.629
Existing Customer,4,Less than $40K,Blue,39,2771,8268,0.642
Existing Customer,3,Unknown,Blue,28,21646,3328,0.082
Existing Customer,5,$40K - $60K,Blue,36,10400,1105,0.171
Existing Customer,2,Less than $40K,Blue,32,4852,1775,0.366
Existing Customer,1,Less than $40K,Blue,23,1830,5271,0.971
Existing Customer,2,$80K - $120K,Blue,23,7567,2361,0.235
Existing Customer,1,$80K - $120K,Blue,30,9771,2778,0.182
Existing Customer,4,Unknown,Blue,36,8667,3939,0.205
Existing Customer,1,Less than $40K,Silver,34,13669,15772,0.13
Existing Customer,2,$80K - $120K,Blue,36,2355,1765,0.753
Existing Customer,1,Less than $40K,Blue,36,2615,1419,0.678
Existing Customer,3,$60K - $80K,Blue,22,2224,2004,0.797
Existing Customer,3,Less than $40K,Blue,33,2628,4316,0.674
Attrited Customer,3,Unknown,Blue,39,4173,2554,0.424
Existing Customer,3,Less than $40K,Blue,36,4587,7479,0.386
Existing Customer,0,Unknown,Blue,36,2735,3306,0.647
Existing Customer,1,$80K - $120K,Blue,36,17698,8056,0.1
Existing Customer,2,$80K - $120K,Blue,39,29528,14428,0.06
Attrited Customer,3,Less than $40K,Blue,38,6967,1919,0.254
Existing Customer,3,Less than $40K,Blue,37,3461,13179,0.511
Existing Customer,4,$40K - $60K,Blue,27,6859,3045,0.257
Existing Customer,3,$60K - $80K,Blue,37,4995,4389,0.354
Existing Customer,1,Less than $40K,Blue,44,2563,4515,0.689
Existing Customer,4,$120K +,Blue,42,34516,1550,0.051
Existing Customer,1,Less than $40K,Blue,44,8687,16824,0.203
Existing Customer,3,Less than $40K,Blue,43,2185,1645,0.806
Existing Customer,0,Less than $40K,Blue,17,2787,4358,0.632
Attrited Customer,2,$60K - $80K,Blue,46,4123,2447,0.427
Existing Customer,4,Unknown,Blue,18,3926,4890,0.448
Existing Customer,4,Less than $40K,Blue,30,2479,4562,0.71
Existing Customer,4,$60K - $80K,Blue,32,9906,4033,0.178
Existing Customer,3,$80K - $120K,Blue,40,34516,4223,0.051
Existing Customer,1,$40K - $60K,Blue,26,2576,2880,0.681
