Visitor_Age,Visitor_Gender,Visitor_Nationality,Travel_Purpose,Group_Size,Accommodation_Type,Length_of_Stay_Days,Room_Type,Booking_Channel,Daily_Spending_SGD,Accommodation_Cost_SGD,Satisfaction_Rating,Service_Quality_Rating,Likelihood_to_Return,Visit_Date,Departure_Date,Season,Travel_With_Children,Special_Requests,Previous_Visits
39,Female,British,Transit,3,Others,13,Standard,Online,749.13,9738.69,1.4,4.8,Moderate,2022-06-02,2022-06-15 00:00:00,Off-Peak,Yes,Yes,3
26,Female,Australian,Business,4,Hostel,8,Suite,Direct Booking,283.53,2268.24,1.5,3.2,Low,2022-06-04,2022-06-12 00:00:00,Peak,No,Yes,4
32,Female,Australian,Business,7,Serviced Apartment,21,Suite,Direct Booking,518.11,10880.31,2.5,1.2,High,2022-06-05,2022-06-26 00:00:00,Peak,Yes,Yes,4
63,Male,Chinese,Visiting Friends/Relatives,7,Hotel,24,Suite,Travel Agency,163.68,3928.32,1.6,1.9,Moderate,2022-06-06,2022-06-30 00:00:00,Off-Peak,Yes,No,1
79,Female,Chinese,Leisure,7,Hotel,17,Standard,Direct Booking,317.69,5400.73,4.1,3.7,Moderate,2022-06-07,2022-06-24 00:00:00,Peak,Yes,No,1
41,Female,British,Visiting Friends/Relatives,3,Private Home,26,Standard,Online,781.87,20328.62,4.1,2,High,2022-06-08,2022-07-04 00:00:00,Peak,No,Yes,2
63,Male,American,Leisure,4,Hotel,23,Deluxe,Travel Agency,641.77,14760.71,4.2,2.9,Moderate,2022-06-09,2022-07-02 00:00:00,Off-Peak,Yes,No,2
20,Female,Chinese,Visiting Friends/Relatives,2,Hostel,21,Deluxe,Online,174.21,3658.41,1.1,2.4,None,2022-06-10,2022-07-01 00:00:00,Off-Peak,Yes,Yes,2
44,Female,Australian,Business,2,Others,21,Standard,Online,604.59,12696.39,4.8,2.4,High,2022-06-11,2022-07-02 00:00:00,Off-Peak,Yes,Yes,4
63,Female,Chinese,Business,7,Private Home,7,Deluxe,Travel Agency,590.61,4134.27,4.1,1.4,Low,2022-06-12,2022-06-19 00:00:00,Off-Peak,Yes,No,0
74,Male,American,Transit,5,Hotel,15,Deluxe,Online,431.76,6476.4,2.4,4.9,Moderate,2022-06-13,2022-06-28 00:00:00,Peak,Yes,Yes,0
65,Female,Australian,Leisure,7,Hostel,4,Suite,Direct Booking,784.28,3137.12,2,2.4,Low,2022-06-15,2022-06-19 00:00:00,Peak,No,No,0
68,Male,Others,Visiting Friends/Relatives,7,Private Home,21,Suite,Direct Booking,943.17,19806.57,3.2,3.7,High,2022-06-16,2022-07-07 00:00:00,Peak,Yes,Yes,1
44,Female,Australian,Transit,9,Private Home,25,Suite,Online,982.87,24571.75,1.5,1.8,Moderate,2022-06-17,2022-07-12 00:00:00,Peak,No,Yes,1
77,Female,British,Business,6,Serviced Apartment,12,Suite,Online,487.31,5847.72,2.6,3.7,None,2022-06-18,2022-06-30 00:00:00,Off-Peak,Yes,No,0
22,Male,Indian,Business,3,Serviced Apartment,11,Suite,Direct Booking,723.63,7959.93,4.6,3.2,None,2022-06-19,2022-06-30 00:00:00,Off-Peak,Yes,Yes,3
44,Female,Indian,Transit,3,Hotel,12,Deluxe,Online,691.86,8302.32,4.3,4.9,None,2022-06-20,2022-07-02 00:00:00,Peak,Yes,Yes,4
58,Male,Indian,Leisure,9,Hostel,13,Standard,Travel Agency,841.7,10942.1,1.1,2.6,Low,2022-06-21,2022-07-04 00:00:00,Peak,Yes,No,0
54,Male,British,Business,4,Others,23,Deluxe,Travel Agency,171.76,3950.48,2.7,4.2,Low,2022-06-22,2022-07-15 00:00:00,Off-Peak,Yes,No,4
26,Female,British,Leisure,5,Hostel,8,Suite,Online,94.35,754.8,3.1,2.6,Moderate,2022-06-23,2022-07-01 00:00:00,Off-Peak,Yes,No,1
46,Female,British,Business,5,Private Home,25,Deluxe,Direct Booking,870.14,21753.5,2.7,2.8,High,2022-06-24,2022-07-19 00:00:00,Peak,Yes,Yes,4
71,Female,Others,Leisure,1,Hotel,2,Suite,Direct Booking,643.89,1287.78,3.7,4.9,Low,2022-06-25,2022-06-27 00:00:00,Off-Peak,No,No,1
77,Female,Others,Transit,9,Private Home,21,Standard,Online,652.21,13696.41,4.6,2.5,High,2022-06-27,2022-07-18 00:00:00,Off-Peak,Yes,Yes,1
56,Male,Australian,Visiting Friends/Relatives,9,Serviced Apartment,17,Suite,Online,136.16,2314.72,1.4,2.3,High,2022-06-28,2022-07-15 00:00:00,Peak,Yes,No,1
53,Female,Australian,Business,2,Hostel,27,Deluxe,Online,746.71,20161.17,4.2,4.9,Low,2022-06-29,2022-07-26 00:00:00,Peak,Yes,No,1
22,Female,British,Leisure,7,Others,15,Deluxe,Online,82.59,1238.85,3.6,3.3,High,2022-06-30,2022-07-15 00:00:00,Off-Peak,Yes,Yes,0
35,Male,British,Transit,6,Hostel,10,Suite,Travel Agency,391.18,3911.8,4.1,1.3,Low,2022-07-01,2022-07-11 00:00:00,Off-Peak,No,No,1
68,Female,Others,Visiting Friends/Relatives,7,Private Home,18,Standard,Travel Agency,965.88,17385.84,1,3.6,None,2022-07-02,2022-07-20 00:00:00,Off-Peak,Yes,Yes,4
75,Female,American,Transit,8,Private Home,29,Suite,Direct Booking,861.69,24989.01,4.3,4.8,Low,2022-07-03,2022-08-01 00:00:00,Off-Peak,Yes,No,3
60,Male,Indian,Business,3,Hotel,18,Deluxe,Direct Booking,311.79,5612.22,4.4,4.8,None,2022-07-04,2022-07-22 00:00:00,Peak,No,No,0
67,Female,Indian,Leisure,2,Others,10,Deluxe,Online,683.19,6831.9,4.1,2.1,Moderate,2022-07-05,2022-07-15 00:00:00,Off-Peak,Yes,Yes,0
73,Female,British,Visiting Friends/Relatives,9,Serviced Apartment,23,Standard,Online,138.81,3192.63,4,1.9,High,2022-07-06,2022-07-29 00:00:00,Peak,No,Yes,0
39,Male,Chinese,Visiting Friends/Relatives,2,Private Home,22,Deluxe,Online,103.4,2274.8,4.2,1.1,High,2022-07-08,2022-07-30 00:00:00,Off-Peak,Yes,Yes,2
61,Male,British,Business,9,Hostel,10,Suite,Online,878.05,8780.5,2.4,3,None,2022-07-09,2022-07-19 00:00:00,Off-Peak,Yes,Yes,0
78,Female,Chinese,Leisure,8,Hotel,7,Standard,Online,286.34,2004.38,3.7,2.2,High,2022-07-10,2022-07-17 00:00:00,Peak,No,No,0
57,Female,Others,Transit,5,Hotel,15,Deluxe,Travel Agency,474.19,7112.85,1.7,2.8,Low,2022-07-11,2022-07-26 00:00:00,Off-Peak,Yes,Yes,2
21,Female,American,Leisure,5,Hostel,8,Standard,Direct Booking,343.64,2749.12,3.3,2.2,None,2022-07-12,2022-07-20 00:00:00,Off-Peak,Yes,No,1
27,Female,British,Transit,1,Hotel,7,Suite,Online,370.9,2596.3,1.4,1.3,Moderate,2022-07-13,2022-07-20 00:00:00,Peak,No,No,1
74,Female,Others,Leisure,5,Others,10,Standard,Online,263.8,2638,4.5,3.8,Moderate,2022-07-14,2022-07-24 00:00:00,Peak,No,No,1
55,Male,Indian,Business,7,Others,22,Standard,Direct Booking,181.98,4003.56,1,4.9,High,2022-07-15,2022-08-06 00:00:00,Peak,No,Yes,4
74,Male,Others,Leisure,9,Private Home,12,Deluxe,Travel Agency,824.71,9896.52,4.2,3.9,High,2022-07-16,2022-07-28 00:00:00,Off-Peak,No,No,4
41,Female,Indian,Transit,1,Others,23,Suite,Online,308.74,7101.02,4.3,2.1,Low,2022-07-17,2022-08-09 00:00:00,Off-Peak,Yes,Yes,1
18,Female,British,Visiting Friends/Relatives,7,Private Home,6,Suite,Travel Agency,719.28,4315.68,2.9,4.2,Moderate,2022-07-18,2022-07-24 00:00:00,Off-Peak,Yes,Yes,1
55,Male,British,Transit,7,Hotel,13,Suite,Online,259.22,3369.86,2.8,1.8,None,2022-07-20,2022-08-02 00:00:00,Off-Peak,Yes,No,1
22,Female,American,Transit,2,Hostel,16,Standard,Online,462.09,7393.44,2.4,1.2,None,2022-07-21,2022-08-06 00:00:00,Off-Peak,No,No,4
39,Male,Chinese,Business,8,Others,10,Suite,Direct Booking,216.18,2161.8,4.6,3.1,High,2022-07-22,2022-08-01 00:00:00,Off-Peak,Yes,Yes,3
35,Female,American,Leisure,3,Others,6,Deluxe,Direct Booking,219.21,1315.26,1.4,1.8,Low,2022-07-23,2022-07-29 00:00:00,Off-Peak,Yes,No,1
49,Female,Australian,Visiting Friends/Relatives,9,Hostel,19,Deluxe,Travel Agency,586.55,11144.45,2.3,3,Low,2022-07-24,2022-08-12 00:00:00,Peak,Yes,Yes,4
22,Male,Chinese,Transit,7,Hotel,11,Deluxe,Travel Agency,895.9,9854.9,4.2,2.7,Low,2022-07-25,2022-08-05 00:00:00,Off-Peak,No,Yes,2
29,Female,Australian,Business,7,Others,28,Suite,Travel Agency,819.25,22939,2,3,High,2022-07-26,2022-08-23 00:00:00,Off-Peak,Yes,Yes,2
71,Male,Others,Visiting Friends/Relatives,7,Hotel,9,Deluxe,Travel Agency,932.41,8391.69,3.8,2.5,Low,2022-07-27,2022-08-05 00:00:00,Peak,Yes,Yes,2
66,Female,American,Visiting Friends/Relatives,3,Others,20,Suite,Travel Agency,168.62,3372.4,5,3.5,Low,2022-07-28,2022-08-17 00:00:00,Off-Peak,No,Yes,3
57,Female,Chinese,Transit,4,Private Home,15,Suite,Travel Agency,682.41,10236.15,3,4.2,High,2022-07-29,2022-08-13 00:00:00,Peak,No,No,0
20,Male,American,Visiting Friends/Relatives,6,Others,2,Deluxe,Online,942.11,1884.22,1.6,3.5,Moderate,2022-07-31,2022-08-02 00:00:00,Off-Peak,No,No,4
74,Male,British,Visiting Friends/Relatives,8,Others,6,Deluxe,Online,117.15,702.9,3.5,1.7,High,2022-08-01,2022-08-07 00:00:00,Peak,Yes,Yes,3
38,Male,American,Leisure,3,Private Home,14,Suite,Travel Agency,927.93,12991.02,3.4,2.8,Low,2022-08-02,2022-08-16 00:00:00,Off-Peak,Yes,Yes,0
45,Female,Australian,Visiting Friends/Relatives,5,Private Home,26,Suite,Online,72.63,1888.38,2.1,2.1,High,2022-08-03,2022-08-29 00:00:00,Off-Peak,No,No,4
48,Female,Others,Leisure,6,Hotel,15,Deluxe,Direct Booking,818.44,12276.6,2.4,4.4,None,2022-08-04,2022-08-19 00:00:00,Peak,No,No,0
55,Female,Australian,Business,6,Hostel,29,Standard,Travel Agency,440.32,12769.28,3.7,5,Low,2022-08-05,2022-09-03 00:00:00,Off-Peak,No,Yes,4
65,Male,Others,Transit,2,Hotel,24,Suite,Online,742.89,17829.36,3.5,3.6,High,2022-08-06,2022-08-30 00:00:00,Peak,No,No,3
57,Female,Australian,Transit,1,Hotel,14,Suite,Travel Agency,434.96,6089.44,2.2,1.4,High,2022-08-07,2022-08-21 00:00:00,Off-Peak,Yes,Yes,0
45,Male,British,Visiting Friends/Relatives,6,Hostel,23,Suite,Travel Agency,217.38,4999.74,3,4.5,None,2022-08-08,2022-08-31 00:00:00,Peak,Yes,Yes,1
73,Female,Others,Business,8,Hotel,27,Deluxe,Travel Agency,242.89,6558.03,3.4,3.3,High,2022-08-09,2022-09-05 00:00:00,Peak,No,No,0
73,Male,Australian,Business,3,Serviced Apartment,22,Deluxe,Direct Booking,134.75,2964.5,1.1,1.1,Low,2022-08-10,2022-09-01 00:00:00,Peak,Yes,Yes,2
20,Female,British,Business,7,Hostel,27,Standard,Online,334.04,9019.08,1.6,2.5,Low,2022-08-12,2022-09-08 00:00:00,Peak,No,Yes,2
42,Male,Others,Business,8,Others,21,Suite,Travel Agency,609.49,12799.29,4.1,2.7,None,2022-08-13,2022-09-03 00:00:00,Off-Peak,Yes,Yes,2
31,Male,Indian,Business,6,Serviced Apartment,26,Standard,Direct Booking,788.09,20490.34,3.3,2.4,None,2022-08-14,2022-09-09 00:00:00,Off-Peak,Yes,No,2
55,Male,Australian,Business,1,Serviced Apartment,11,Deluxe,Direct Booking,952.51,10477.61,4.6,4.4,None,2022-08-15,2022-08-26 00:00:00,Off-Peak,Yes,Yes,3
20,Female,British,Leisure,4,Private Home,14,Suite,Direct Booking,756.33,10588.62,2.3,2.9,None,2022-08-16,2022-08-30 00:00:00,Peak,Yes,No,3
26,Male,Others,Transit,1,Hotel,11,Deluxe,Online,145.29,1598.19,4.4,3.1,High,2022-08-17,2022-08-28 00:00:00,Peak,Yes,No,3
25,Male,Indian,Business,3,Others,9,Suite,Direct Booking,631.09,5679.81,4.6,4.5,Moderate,2022-08-18,2022-08-27 00:00:00,Off-Peak,No,No,1
40,Male,American,Leisure,1,Serviced Apartment,14,Standard,Online,493.88,6914.32,3.8,3.3,Low,2022-08-19,2022-09-02 00:00:00,Peak,Yes,No,2
24,Female,British,Leisure,6,Hotel,5,Standard,Online,727.79,3638.95,3.7,4,Moderate,2022-08-20,2022-08-25 00:00:00,Off-Peak,No,Yes,0
32,Male,Indian,Leisure,9,Private Home,23,Suite,Online,250.99,5772.77,3.7,4.9,Low,2022-08-21,2022-09-13 00:00:00,Off-Peak,No,No,3
67,Female,American,Leisure,9,Private Home,27,Deluxe,Direct Booking,463.8,12522.6,4.9,3.7,None,2022-08-23,2022-09-19 00:00:00,Peak,No,Yes,2
31,Male,Australian,Business,3,Hotel,26,Suite,Online,262.96,6836.96,4,3,Moderate,2022-08-24,2022-09-19 00:00:00,Peak,No,No,1
51,Female,British,Leisure,8,Private Home,22,Standard,Online,902.99,19865.78,3.7,2.4,Low,2022-08-25,2022-09-16 00:00:00,Off-Peak,Yes,No,1
68,Male,British,Leisure,9,Hotel,14,Standard,Travel Agency,704.49,9862.86,4.2,4.2,None,2022-08-26,2022-09-09 00:00:00,Off-Peak,Yes,Yes,0
70,Male,Australian,Visiting Friends/Relatives,9,Hotel,24,Standard,Direct Booking,267.68,6424.32,2.4,5,High,2022-08-27,2022-09-20 00:00:00,Peak,Yes,Yes,1
25,Male,British,Visiting Friends/Relatives,4,Hostel,4,Deluxe,Online,545.82,2183.28,3.1,3.4,None,2022-08-28,2022-09-01 00:00:00,Off-Peak,No,Yes,3
60,Female,American,Business,3,Serviced Apartment,4,Standard,Direct Booking,433.17,1732.68,2.5,4.6,Moderate,2022-08-29,2022-09-02 00:00:00,Peak,Yes,No,4
44,Female,Indian,Transit,3,Hotel,3,Suite,Direct Booking,137.84,413.52,1.5,3.9,None,2022-08-30,2022-09-02 00:00:00,Off-Peak,Yes,No,2
44,Male,Australian,Leisure,8,Hostel,18,Suite,Online,723.02,13014.36,4.7,4.8,Low,2022-08-31,2022-09-18 00:00:00,Off-Peak,Yes,No,2
52,Female,Chinese,Transit,1,Serviced Apartment,17,Suite,Travel Agency,358.62,6096.54,1.6,3.6,Moderate,2022-09-01,2022-09-18 00:00:00,Off-Peak,Yes,Yes,1
67,Female,British,Transit,3,Private Home,17,Deluxe,Travel Agency,341.54,5806.18,3.6,1.7,Low,2022-09-02,2022-09-19 00:00:00,Peak,No,No,3
54,Male,American,Transit,7,Others,25,Deluxe,Travel Agency,491.87,12296.75,1.7,3.2,Low,2022-09-04,2022-09-29 00:00:00,Peak,Yes,Yes,0
66,Male,American,Visiting Friends/Relatives,3,Private Home,17,Deluxe,Direct Booking,523.35,8896.95,4.8,4.3,Moderate,2022-09-05,2022-09-22 00:00:00,Peak,No,No,4
69,Female,Chinese,Visiting Friends/Relatives,4,Others,22,Deluxe,Direct Booking,107.73,2370.06,2.6,1.6,None,2022-09-06,2022-09-28 00:00:00,Off-Peak,Yes,No,0
29,Male,Chinese,Leisure,4,Serviced Apartment,26,Deluxe,Direct Booking,595.19,15474.94,4.8,1.8,Low,2022-09-07,2022-10-03 00:00:00,Off-Peak,Yes,No,2
68,Female,Others,Visiting Friends/Relatives,2,Private Home,19,Deluxe,Travel Agency,244.16,4639.04,1.2,4.8,Low,2022-09-08,2022-09-27 00:00:00,Off-Peak,No,No,1
21,Male,Australian,Business,5,Others,2,Suite,Direct Booking,613.1,1226.2,4.7,4.2,Low,2022-09-09,2022-09-11 00:00:00,Peak,Yes,Yes,4
52,Male,Others,Visiting Friends/Relatives,2,Others,9,Suite,Direct Booking,326.34,2937.06,3.7,1.7,Low,2022-09-10,2022-09-19 00:00:00,Off-Peak,Yes,Yes,2
64,Male,British,Business,6,Private Home,2,Standard,Travel Agency,984.97,1969.94,4.9,2.4,Low,2022-09-11,2022-09-13 00:00:00,Off-Peak,Yes,Yes,2
70,Female,Indian,Transit,3,Hotel,6,Standard,Direct Booking,141.83,850.98,4.4,2.4,High,2022-09-12,2022-09-18 00:00:00,Off-Peak,No,No,0
20,Female,Others,Leisure,2,Serviced Apartment,17,Deluxe,Direct Booking,263.24,4475.08,4.6,5,High,2022-09-13,2022-09-30 00:00:00,Peak,Yes,Yes,1
36,Male,Chinese,Business,1,Hostel,7,Standard,Direct Booking,943.3,6603.1,2.3,4.6,High,2022-09-15,2022-09-22 00:00:00,Off-Peak,Yes,No,1
68,Female,Australian,Leisure,7,Others,16,Suite,Online,657.42,10518.72,1.3,4.3,Moderate,2022-09-16,2022-10-02 00:00:00,Peak,No,Yes,0
75,Male,American,Visiting Friends/Relatives,4,Hostel,8,Deluxe,Travel Agency,207.9,1663.2,2.6,4.6,High,2022-09-17,2022-09-25 00:00:00,Peak,No,Yes,0
56,Female,American,Visiting Friends/Relatives,1,Private Home,14,Standard,Travel Agency,178.2,2494.8,2.2,4.7,None,2022-09-18,2022-10-02 00:00:00,Off-Peak,Yes,No,0
61,Male,Indian,Business,4,Others,19,Suite,Online,293.55,5577.45,4,4.1,None,2022-09-19,2022-10-08 00:00:00,Off-Peak,No,Yes,0
70,Female,Others,Business,2,Private Home,28,Suite,Travel Agency,329.23,9218.44,3.4,3.7,None,2022-09-20,2022-10-18 00:00:00,Off-Peak,No,Yes,2
21,Male,Chinese,Visiting Friends/Relatives,3,Others,14,Standard,Direct Booking,282.12,3949.68,2.2,4.1,High,2022-09-21,2022-10-05 00:00:00,Off-Peak,Yes,No,1
48,Female,Chinese,Visiting Friends/Relatives,3,Private Home,6,Suite,Online,460.61,2763.66,3.7,4.2,High,2022-09-22,2022-09-28 00:00:00,Off-Peak,No,No,2
71,Female,British,Leisure,3,Hotel,14,Standard,Direct Booking,348.61,4880.54,2.7,4.4,Low,2022-09-23,2022-10-07 00:00:00,Peak,Yes,Yes,3
79,Female,Australian,Leisure,4,Hostel,5,Deluxe,Online,67.6,338,3,4,High,2022-09-24,2022-09-29 00:00:00,Off-Peak,Yes,Yes,3
41,Male,Indian,Transit,3,Hotel,20,Suite,Travel Agency,116.52,2330.4,4.7,4.5,Low,2022-09-25,2022-10-15 00:00:00,Peak,No,Yes,4
65,Male,Chinese,Transit,3,Others,21,Deluxe,Direct Booking,600.4,12608.4,4.2,4.8,High,2022-09-27,2022-10-18 00:00:00,Peak,Yes,Yes,4
24,Female,Others,Leisure,1,Hotel,13,Deluxe,Direct Booking,671.7,8732.1,4.1,4.9,High,2022-09-28,2022-10-11 00:00:00,Peak,Yes,Yes,3
62,Male,Indian,Leisure,6,Private Home,11,Suite,Travel Agency,254.92,2804.12,3.8,1.5,Moderate,2022-09-29,2022-10-10 00:00:00,Off-Peak,Yes,No,3
48,Male,Others,Leisure,1,Serviced Apartment,26,Deluxe,Online,261.77,6806.02,4.6,1.1,None,2022-09-30,2022-10-26 00:00:00,Off-Peak,No,Yes,2
75,Female,Chinese,Transit,7,Private Home,25,Deluxe,Online,329.29,8232.25,4,5,Moderate,2022-10-01,2022-10-26 00:00:00,Peak,No,No,3
65,Female,Indian,Transit,3,Private Home,15,Deluxe,Travel Agency,665.1,9976.5,1.2,3.7,Moderate,2022-10-02,2022-10-17 00:00:00,Off-Peak,Yes,No,0
58,Female,American,Visiting Friends/Relatives,6,Hostel,16,Standard,Direct Booking,462.85,7405.6,4.2,1.8,High,2022-10-03,2022-10-19 00:00:00,Peak,Yes,No,4
70,Female,Indian,Transit,9,Others,18,Deluxe,Direct Booking,81.56,1468.08,3.6,4.5,Moderate,2022-10-04,2022-10-22 00:00:00,Off-Peak,No,Yes,4
64,Female,Others,Transit,6,Serviced Apartment,13,Standard,Direct Booking,230.01,2990.13,1.9,2,Moderate,2022-10-05,2022-10-18 00:00:00,Peak,No,No,3
59,Male,Others,Transit,3,Serviced Apartment,26,Deluxe,Online,861.26,22392.76,1.9,2.6,Moderate,2022-10-06,2022-11-01 00:00:00,Peak,Yes,Yes,2
37,Female,Chinese,Visiting Friends/Relatives,1,Serviced Apartment,18,Suite,Travel Agency,691.08,12439.44,1.9,4.9,Moderate,2022-10-08,2022-10-26 00:00:00,Peak,Yes,No,0
67,Female,Australian,Business,3,Others,7,Deluxe,Direct Booking,487.57,3412.99,3.4,2.8,Low,2022-10-09,2022-10-16 00:00:00,Off-Peak,Yes,No,2
18,Female,Chinese,Transit,8,Serviced Apartment,22,Suite,Travel Agency,498.36,10963.92,2.7,2.5,None,2022-10-10,2022-11-01 00:00:00,Peak,Yes,Yes,3
29,Male,Australian,Leisure,2,Hotel,5,Standard,Online,362.78,1813.9,1.2,4.5,Moderate,2022-10-11,2022-10-16 00:00:00,Off-Peak,Yes,Yes,4
40,Female,Indian,Leisure,1,Others,27,Suite,Travel Agency,688.31,18584.37,4.2,4.7,Low,2022-10-12,2022-11-08 00:00:00,Peak,Yes,Yes,2
76,Male,Others,Business,7,Hostel,27,Deluxe,Online,578.88,15629.76,1.4,4.1,Low,2022-10-13,2022-11-09 00:00:00,Off-Peak,Yes,No,1
21,Male,American,Leisure,5,Private Home,8,Standard,Direct Booking,405.6,3244.8,4.1,1.4,Moderate,2022-10-14,2022-10-22 00:00:00,Peak,No,No,1
26,Male,Others,Business,7,Private Home,16,Suite,Direct Booking,111.12,1777.92,4.5,1.5,None,2022-10-15,2022-10-31 00:00:00,Peak,Yes,No,4
78,Male,American,Visiting Friends/Relatives,7,Others,24,Standard,Direct Booking,545.29,13086.96,2.3,4.7,None,2022-10-16,2022-11-09 00:00:00,Off-Peak,Yes,No,3
61,Female,British,Visiting Friends/Relatives,5,Others,6,Standard,Travel Agency,315,1890,4.5,3.4,Moderate,2022-10-17,2022-10-23 00:00:00,Peak,Yes,Yes,4
41,Female,American,Leisure,2,Private Home,22,Deluxe,Travel Agency,722.42,15893.24,3.8,2.1,None,2022-10-18,2022-11-09 00:00:00,Off-Peak,Yes,Yes,2
36,Female,American,Leisure,9,Hotel,23,Deluxe,Direct Booking,337,7751,2.2,3.7,High,2022-10-20,2022-11-12 00:00:00,Off-Peak,No,Yes,0
58,Male,Indian,Transit,5,Serviced Apartment,28,Standard,Direct Booking,130.69,3659.32,3.3,3.2,Moderate,2022-10-21,2022-11-18 00:00:00,Off-Peak,No,No,0
24,Male,Others,Leisure,5,Private Home,18,Suite,Online,461.8,8312.4,1.1,4.9,None,2022-10-22,2022-11-09 00:00:00,Peak,Yes,Yes,0
39,Male,Others,Visiting Friends/Relatives,5,Others,18,Suite,Online,433.13,7796.34,4.8,3.5,Low,2022-10-23,2022-11-10 00:00:00,Off-Peak,Yes,Yes,1
48,Male,Chinese,Visiting Friends/Relatives,1,Hotel,3,Standard,Direct Booking,610.26,1830.78,1.5,1.3,None,2022-10-24,2022-10-27 00:00:00,Peak,Yes,Yes,2
19,Male,Others,Visiting Friends/Relatives,6,Private Home,11,Suite,Direct Booking,199.66,2196.26,1.5,3.6,None,2022-10-25,2022-11-05 00:00:00,Off-Peak,Yes,No,0
33,Male,American,Visiting Friends/Relatives,6,Private Home,4,Suite,Direct Booking,591.8,2367.2,3.4,3.5,Moderate,2022-10-26,2022-10-30 00:00:00,Peak,Yes,No,4
60,Male,British,Business,4,Private Home,20,Deluxe,Online,796.24,15924.8,3.7,1.9,Moderate,2022-10-27,2022-11-16 00:00:00,Off-Peak,Yes,Yes,4
54,Female,Indian,Transit,3,Private Home,5,Deluxe,Travel Agency,553.91,2769.55,1.4,1.5,Moderate,2022-10-28,2022-11-02 00:00:00,Peak,No,No,1
33,Female,Indian,Business,8,Hotel,28,Deluxe,Online,909.26,25459.28,4.4,4.2,Moderate,2022-10-29,2022-11-26 00:00:00,Peak,No,Yes,0
55,Male,Chinese,Leisure,6,Others,2,Standard,Direct Booking,51.72,103.44,4.5,3.5,High,2022-10-31,2022-11-02 00:00:00,Peak,No,No,4
74,Male,Chinese,Business,7,Serviced Apartment,29,Deluxe,Online,977.22,28339.38,3.9,1.1,Low,2022-11-01,2022-11-30 00:00:00,Off-Peak,No,Yes,1
74,Male,Indian,Leisure,3,Hostel,11,Deluxe,Travel Agency,688.68,7575.48,3.1,4.2,None,2022-11-02,2022-11-13 00:00:00,Off-Peak,No,No,4
22,Female,Chinese,Leisure,6,Serviced Apartment,12,Deluxe,Direct Booking,371.77,4461.24,4.1,3.9,None,2022-11-03,2022-11-15 00:00:00,Off-Peak,Yes,No,4
23,Female,British,Transit,5,Private Home,10,Suite,Online,996.48,9964.8,2.3,3.2,High,2022-11-04,2022-11-14 00:00:00,Off-Peak,No,Yes,0
57,Female,Australian,Visiting Friends/Relatives,1,Serviced Apartment,13,Standard,Direct Booking,376.17,4890.21,2.3,4.2,None,2022-11-05,2022-11-18 00:00:00,Peak,Yes,Yes,4
30,Male,British,Visiting Friends/Relatives,9,Private Home,21,Standard,Direct Booking,719.5,15109.5,2.1,3.8,Moderate,2022-11-06,2022-11-27 00:00:00,Peak,No,No,2
30,Male,Indian,Leisure,6,Hostel,18,Suite,Online,64.61,1162.98,4.3,2.4,Low,2022-11-07,2022-11-25 00:00:00,Off-Peak,No,Yes,4
72,Female,Others,Transit,7,Private Home,16,Standard,Travel Agency,752.11,12033.76,1.8,3,None,2022-11-08,2022-11-24 00:00:00,Peak,Yes,Yes,2
52,Male,Chinese,Visiting Friends/Relatives,5,Private Home,22,Standard,Travel Agency,162.83,3582.26,3.7,1.5,High,2022-11-09,2022-12-01 00:00:00,Off-Peak,No,No,1
69,Male,British,Business,8,Hotel,17,Suite,Direct Booking,124.74,2120.58,2.8,3.2,Low,2022-11-10,2022-11-27 00:00:00,Peak,Yes,Yes,0
64,Male,American,Visiting Friends/Relatives,7,Hostel,26,Standard,Direct Booking,168.59,4383.34,1.7,5,Moderate,2022-11-12,2022-12-08 00:00:00,Off-Peak,No,No,4
20,Female,Others,Visiting Friends/Relatives,9,Others,13,Suite,Direct Booking,73.75,958.75,4.7,3,High,2022-11-13,2022-11-26 00:00:00,Off-Peak,Yes,No,1
39,Female,American,Leisure,5,Hostel,7,Suite,Online,207.26,1450.82,1,1.5,High,2022-11-14,2022-11-21 00:00:00,Off-Peak,No,Yes,4
51,Male,Chinese,Transit,2,Hotel,28,Standard,Direct Booking,670.84,18783.52,2.1,1.4,Low,2022-11-15,2022-12-13 00:00:00,Off-Peak,Yes,Yes,3
23,Male,Others,Transit,9,Hostel,19,Suite,Direct Booking,99.85,1897.15,2.3,1.5,Low,2022-11-16,2022-12-05 00:00:00,Peak,Yes,No,4
33,Male,Others,Leisure,2,Private Home,20,Suite,Direct Booking,475.77,9515.4,4.7,1.5,None,2022-11-17,2022-12-07 00:00:00,Peak,No,No,1
33,Male,American,Transit,8,Serviced Apartment,12,Deluxe,Travel Agency,391.09,4693.08,2.4,3.8,Low,2022-11-18,2022-11-30 00:00:00,Off-Peak,Yes,No,1
47,Female,Indian,Visiting Friends/Relatives,5,Hotel,13,Deluxe,Direct Booking,333.96,4341.48,3.9,4.3,None,2022-11-19,2022-12-02 00:00:00,Off-Peak,No,No,4
56,Female,Chinese,Transit,9,Serviced Apartment,11,Deluxe,Travel Agency,467.11,5138.21,1.1,4.9,Moderate,2022-11-20,2022-12-01 00:00:00,Off-Peak,No,No,2
