Crime_Type,Incident_Date,Location,Report_Time,Weapon_Used,Victim_Age,Victim_Gender,Victim_Nationality,Offender_Age,Offender_Gender,Offender_Nationality,Previous_Offenses,Charges_Filed,Case_Outcome,Crime_Severity,Reported_to_Police,Public_Area,CCTV_Coverage,Community_Watch_Program
Assault,2022-06-30 08:34:35,North,2022-06-30 09:31:35,Knife,48,Male,Malaysian,25,Male,Indonesian,1,Yes,Pending,Minor,Yes,No,No,Yes
Drug Offense,2022-07-01 10:51:31,Central,2022-07-01 11:26:31,Firearm,47,Female,Indonesian,62,Male,Others,5,No,Pending,Minor,No,No,No,Yes
Others,2022-07-02 13:08:28,Central,2022-07-02 14:00:28,None,50,Male,Others,49,Male,Malaysian,5,Yes,Dismissed,Major,No,No,Yes,Yes
Burglary,2022-07-03 15:25:24,Central,2022-07-03 16:01:24,Other,56,Male,Malaysian,38,Female,Malaysian,5,No,Pending,Major,No,No,Yes,Yes
Drug Offense,2022-07-04 17:42:20,Central,2022-07-04 17:58:20,Firearm,23,Male,Others,55,Female,Others,7,Yes,Convicted,Minor,Yes,Yes,No,No
Others,2022-07-05 19:59:16,South,2022-07-05 20:52:16,Firearm,29,Female,Singaporean,47,Female,Others,0,No,Acquitted,Moderate,No,No,No,Yes
Vandalism,2022-07-06 22:16:12,South,2022-07-06 23:00:12,Other,58,Female,Indonesian,64,Female,Malaysian,6,Yes,Dismissed,Minor,Yes,Yes,Yes,Yes
Vandalism,2022-07-08 00:33:09,South,2022-07-08 00:51:09,Knife,46,Female,Others,37,Female,Indian,5,No,Convicted,Major,Yes,No,Yes,Yes
Fraud,2022-07-09 02:50:05,North,2022-07-09 03:15:05,None,54,Female,Singaporean,52,Female,Singaporean,0,No,Pending,Minor,No,No,Yes,Yes
Drug Offense,2022-07-10 05:07:01,East,2022-07-10 05:25:01,Firearm,62,Female,Singaporean,61,Female,Singaporean,6,Yes,Pending,Major,Yes,No,No,Yes
Others,2022-07-11 07:23:57,East,2022-07-11 07:54:57,Knife,34,Male,Others,44,Male,Singaporean,2,No,Convicted,Moderate,No,Yes,Yes,No
Fraud,2022-07-12 09:40:54,East,2022-07-12 09:55:54,None,59,Female,Indian,29,Female,Indonesian,3,No,Dismissed,Minor,Yes,Yes,Yes,No
Vandalism,2022-07-13 11:57:50,South,2022-07-13 12:36:50,Other,24,Male,Malaysian,57,Male,Malaysian,9,Yes,Pending,Moderate,Yes,No,Yes,Yes
Drug Offense,2022-07-14 14:14:46,Central,2022-07-14 14:28:46,Knife,19,Male,Indian,22,Female,Malaysian,7,No,Acquitted,Moderate,Yes,No,No,No
Vandalism,2022-07-15 16:31:42,East,2022-07-15 17:27:42,Knife,77,Male,Indian,71,Male,Indian,1,Yes,Convicted,Moderate,Yes,No,Yes,Yes
Burglary,2022-07-16 18:48:38,Central,2022-07-16 19:11:38,None,66,Male,Malaysian,45,Female,Malaysian,8,Yes,Dismissed,Minor,No,No,Yes,No
Fraud,2022-07-17 21:05:35,West,2022-07-17 21:16:35,Knife,28,Male,Malaysian,20,Male,Indian,3,No,Acquitted,Minor,Yes,No,No,Yes
Vandalism,2022-07-18 23:22:31,East,2022-07-18 23:35:31,Other,24,Female,Indonesian,45,Male,Indonesian,8,Yes,Pending,Minor,Yes,No,No,No
Burglary,2022-07-20 01:39:27,South,2022-07-20 01:43:27,Other,75,Male,Malaysian,61,Female,Malaysian,2,Yes,Acquitted,Moderate,Yes,No,Yes,Yes
Burglary,2022-07-21 03:56:23,West,2022-07-21 04:46:23,None,47,Male,Indian,33,Female,Indian,6,No,Pending,Major,Yes,Yes,Yes,No
Burglary,2022-07-22 06:13:20,Central,2022-07-22 06:22:20,None,25,Female,Others,27,Male,Malaysian,2,No,Convicted,Moderate,Yes,No,Yes,Yes
Assault,2022-07-23 08:30:16,Central,2022-07-23 08:46:16,Firearm,26,Female,Malaysian,54,Male,Singaporean,8,No,Dismissed,Minor,No,No,No,Yes
Others,2022-07-24 10:47:12,North,2022-07-24 10:59:12,Other,51,Female,Indian,51,Male,Singaporean,1,No,Pending,Minor,Yes,No,Yes,Yes
Others,2022-07-25 13:04:08,West,2022-07-25 13:38:08,Other,20,Female,Malaysian,63,Male,Others,6,No,Convicted,Moderate,Yes,No,Yes,Yes
Others,2022-07-26 15:21:04,North,2022-07-26 15:46:04,Other,51,Female,Indian,35,Male,Others,4,No,Convicted,Major,Yes,Yes,Yes,Yes
Assault,2022-07-27 17:38:01,South,2022-07-27 17:54:01,Other,63,Female,Indian,45,Female,Indian,4,No,Convicted,Major,No,No,No,Yes
Fraud,2022-07-28 19:54:57,North,2022-07-28 20:01:57,Other,28,Male,Indonesian,60,Male,Singaporean,1,Yes,Pending,Major,No,No,Yes,No
Assault,2022-07-29 22:11:53,South,2022-07-29 22:46:53,Firearm,33,Male,Malaysian,77,Female,Others,0,No,Convicted,Minor,Yes,Yes,No,Yes
Assault,2022-07-31 00:28:49,South,2022-07-31 00:49:49,Firearm,48,Male,Indian,70,Male,Indian,5,Yes,Convicted,Minor,No,No,Yes,No
Theft,2022-08-01 02:45:45,Central,2022-08-01 03:22:45,Firearm,50,Female,Others,21,Male,Others,9,Yes,Pending,Moderate,No,Yes,No,Yes
Fraud,2022-08-02 05:02:42,East,2022-08-02 05:44:42,Knife,73,Female,Malaysian,50,Male,Malaysian,0,Yes,Convicted,Minor,Yes,No,No,No
Drug Offense,2022-08-03 07:19:38,Central,2022-08-03 08:06:38,Other,51,Female,Others,76,Male,Indonesian,0,No,Acquitted,Minor,No,Yes,Yes,No
Drug Offense,2022-08-04 09:36:34,East,2022-08-04 09:40:34,Firearm,76,Female,Malaysian,53,Female,Indonesian,4,No,Convicted,Major,Yes,Yes,Yes,Yes
Others,2022-08-05 11:53:30,East,2022-08-05 11:58:30,Knife,22,Female,Singaporean,40,Male,Indonesian,1,No,Dismissed,Minor,No,Yes,No,No
Others,2022-08-06 14:10:27,West,2022-08-06 14:38:27,Knife,40,Male,Singaporean,63,Male,Malaysian,9,No,Pending,Major,Yes,Yes,No,Yes
Fraud,2022-08-07 16:27:23,Central,2022-08-07 16:53:23,Knife,76,Female,Singaporean,46,Male,Indonesian,9,No,Dismissed,Major,No,No,Yes,No
Fraud,2022-08-08 18:44:19,West,2022-08-08 18:59:19,Knife,50,Female,Others,62,Female,Singaporean,0,No,Pending,Minor,No,No,Yes,No
Theft,2022-08-09 21:01:15,East,2022-08-09 21:24:15,Other,49,Female,Others,51,Female,Singaporean,2,No,Dismissed,Minor,No,Yes,Yes,No
Others,2022-08-10 23:18:11,West,2022-08-10 23:36:11,None,53,Male,Singaporean,58,Female,Indonesian,1,Yes,Pending,Moderate,No,No,No,No
Burglary,2022-08-12 01:35:08,Central,2022-08-12 01:36:08,Firearm,73,Male,Singaporean,66,Female,Malaysian,7,Yes,Convicted,Minor,Yes,Yes,Yes,No
Theft,2022-08-13 03:52:04,South,2022-08-13 04:37:04,Other,71,Female,Singaporean,55,Male,Indian,1,Yes,Dismissed,Minor,Yes,No,Yes,Yes
Vandalism,2022-08-14 06:09:00,South,2022-08-14 06:54:00,None,23,Male,Malaysian,39,Female,Others,3,No,Convicted,Major,Yes,No,No,Yes
Others,2022-08-15 08:25:56,South,2022-08-15 08:54:56,Knife,49,Male,Indian,47,Female,Indonesian,6,Yes,Acquitted,Moderate,Yes,No,Yes,Yes
Drug Offense,2022-08-16 10:42:52,North,2022-08-16 10:44:52,Knife,57,Male,Indonesian,29,Male,Malaysian,9,No,Convicted,Major,Yes,Yes,No,No
Assault,2022-08-17 12:59:49,South,2022-08-17 13:43:49,None,19,Female,Malaysian,50,Male,Singaporean,7,No,Dismissed,Moderate,No,Yes,Yes,No
Fraud,2022-08-18 15:16:45,South,2022-08-18 15:46:45,None,40,Female,Singaporean,28,Female,Others,1,No,Convicted,Moderate,No,Yes,Yes,No
Vandalism,2022-08-19 17:33:41,Central,2022-08-19 17:39:41,Other,62,Female,Others,39,Male,Others,6,No,Convicted,Moderate,No,Yes,No,Yes
Assault,2022-08-20 19:50:37,Central,2022-08-20 20:46:37,None,54,Male,Malaysian,69,Male,Indonesian,2,No,Dismissed,Major,No,Yes,Yes,Yes
Fraud,2022-08-21 22:07:34,West,2022-08-21 22:28:34,Other,34,Male,Indonesian,59,Female,Others,6,No,Acquitted,Minor,No,Yes,No,No
Fraud,2022-08-23 00:24:30,North,2022-08-23 01:01:30,Knife,55,Female,Others,20,Male,Singaporean,3,No,Convicted,Moderate,Yes,No,No,Yes
Others,2022-08-24 02:41:26,West,2022-08-24 02:56:26,None,37,Male,Indonesian,30,Female,Indian,0,No,Dismissed,Major,No,Yes,No,Yes
Burglary,2022-08-25 04:58:22,East,2022-08-25 05:44:22,Firearm,27,Female,Singaporean,19,Female,Singaporean,8,No,Convicted,Minor,Yes,Yes,No,Yes
Fraud,2022-08-26 07:15:18,South,2022-08-26 07:17:18,Knife,39,Female,Indonesian,78,Female,Indonesian,0,No,Convicted,Moderate,No,No,Yes,Yes
Fraud,2022-08-27 09:32:15,Central,2022-08-27 10:22:15,Other,22,Male,Malaysian,32,Male,Indian,7,Yes,Dismissed,Major,Yes,No,Yes,Yes
Theft,2022-08-28 11:49:11,Central,2022-08-28 12:38:11,None,18,Male,Singaporean,33,Male,Indonesian,5,No,Acquitted,Moderate,Yes,No,No,No
Vandalism,2022-08-29 14:06:07,North,2022-08-29 14:37:07,None,64,Female,Indian,70,Male,Indian,0,No,Convicted,Moderate,No,No,No,Yes
Fraud,2022-08-30 16:23:03,Central,2022-08-30 17:09:03,Other,48,Female,Indonesian,61,Male,Others,3,Yes,Convicted,Moderate,Yes,Yes,No,No
Theft,2022-08-31 18:40:00,West,2022-08-31 19:34:00,None,18,Male,Indonesian,70,Male,Others,1,Yes,Acquitted,Minor,No,Yes,No,No
Fraud,2022-09-01 20:56:56,North,2022-09-01 21:16:56,Knife,79,Female,Indian,79,Female,Indonesian,8,No,Pending,Moderate,No,No,Yes,Yes
Others,2022-09-02 23:13:52,North,2022-09-03 00:11:52,Firearm,27,Female,Others,66,Female,Singaporean,3,Yes,Pending,Moderate,No,No,Yes,No
Drug Offense,2022-09-04 01:30:48,West,2022-09-04 02:06:48,Firearm,70,Male,Indian,46,Male,Singaporean,3,Yes,Convicted,Minor,No,Yes,No,No
Burglary,2022-09-05 03:47:44,West,2022-09-05 03:54:44,Other,67,Female,Indian,30,Female,Indonesian,5,No,Convicted,Minor,Yes,No,No,No
Assault,2022-09-06 06:04:41,Central,2022-09-06 06:55:41,Other,18,Male,Malaysian,50,Female,Singaporean,2,Yes,Convicted,Major,Yes,Yes,No,No
Drug Offense,2022-09-07 08:21:37,West,2022-09-07 08:58:37,Firearm,76,Male,Others,19,Male,Singaporean,9,Yes,Dismissed,Moderate,Yes,Yes,Yes,Yes
Theft,2022-09-08 10:38:33,North,2022-09-08 11:35:33,Firearm,67,Female,Indian,61,Female,Indian,4,No,Convicted,Minor,No,No,No,No
Vandalism,2022-09-09 12:55:29,East,2022-09-09 13:20:29,Firearm,37,Male,Singaporean,67,Female,Indonesian,1,No,Acquitted,Minor,Yes,No,No,Yes
Fraud,2022-09-10 15:12:25,East,2022-09-10 15:28:25,None,78,Female,Indian,21,Female,Others,7,No,Acquitted,Minor,Yes,No,Yes,No
Others,2022-09-11 17:29:22,East,2022-09-11 17:53:22,None,62,Male,Indonesian,62,Male,Malaysian,8,Yes,Pending,Moderate,No,Yes,No,No
Fraud,2022-09-12 19:46:18,South,2022-09-12 20:43:18,Firearm,36,Female,Others,71,Male,Others,9,No,Acquitted,Major,Yes,No,Yes,Yes
Fraud,2022-09-13 22:03:14,West,2022-09-13 22:48:14,Other,72,Female,Others,43,Male,Indian,0,Yes,Convicted,Moderate,Yes,Yes,Yes,No
Others,2022-09-15 00:20:10,West,2022-09-15 01:13:10,Firearm,73,Female,Singaporean,65,Female,Indonesian,9,No,Acquitted,Minor,Yes,No,No,Yes
Theft,2022-09-16 02:37:07,East,2022-09-16 02:40:07,None,50,Male,Others,47,Male,Malaysian,4,Yes,Acquitted,Moderate,No,Yes,Yes,Yes
Assault,2022-09-17 04:54:03,South,2022-09-17 05:09:03,Firearm,63,Male,Indonesian,75,Female,Others,0,Yes,Acquitted,Moderate,Yes,Yes,Yes,Yes
Theft,2022-09-18 07:10:59,Central,2022-09-18 07:22:59,Other,61,Female,Indonesian,59,Male,Singaporean,3,No,Dismissed,Moderate,No,No,Yes,No
Burglary,2022-09-19 09:27:55,South,2022-09-19 10:02:55,None,56,Male,Malaysian,27,Female,Others,2,Yes,Dismissed,Minor,Yes,Yes,Yes,Yes
Theft,2022-09-20 11:44:51,West,2022-09-20 11:56:51,Other,45,Male,Indonesian,69,Male,Indonesian,6,No,Pending,Major,Yes,Yes,Yes,No
Vandalism,2022-09-21 14:01:48,South,2022-09-21 14:41:48,Firearm,56,Male,Others,21,Female,Indian,5,Yes,Dismissed,Minor,Yes,No,No,No
Assault,2022-09-22 16:18:44,North,2022-09-22 16:43:44,Knife,72,Female,Malaysian,46,Male,Others,6,No,Convicted,Major,Yes,Yes,No,Yes
Burglary,2022-09-23 18:35:40,West,2022-09-23 19:28:40,Firearm,59,Male,Indian,58,Female,Malaysian,5,Yes,Pending,Moderate,No,No,No,Yes
Burglary,2022-09-24 20:52:36,Central,2022-09-24 20:58:36,Knife,39,Female,Malaysian,63,Male,Others,1,No,Acquitted,Moderate,No,Yes,No,No
Assault,2022-09-25 23:09:32,West,2022-09-25 23:46:32,Other,77,Male,Indonesian,61,Female,Malaysian,5,Yes,Acquitted,Major,No,No,Yes,No
Theft,2022-09-27 01:26:29,East,2022-09-27 01:43:29,Other,22,Female,Indonesian,35,Male,Singaporean,6,Yes,Acquitted,Moderate,Yes,No,Yes,Yes
Vandalism,2022-09-28 03:43:25,Central,2022-09-28 03:46:25,None,37,Female,Malaysian,72,Male,Indian,2,Yes,Dismissed,Minor,No,No,No,Yes
Assault,2022-09-29 06:00:21,East,2022-09-29 06:01:21,Other,61,Female,Malaysian,79,Female,Singaporean,7,Yes,Pending,Major,No,No,Yes,Yes
Fraud,2022-09-30 08:17:17,East,2022-09-30 08:57:17,Knife,43,Male,Malaysian,70,Male,Indonesian,9,No,Pending,Major,No,No,Yes,Yes
Burglary,2022-10-01 10:34:14,West,2022-10-01 10:35:14,None,50,Female,Others,70,Female,Indian,4,No,Acquitted,Major,No,No,No,No
Vandalism,2022-10-02 12:51:10,West,2022-10-02 13:37:10,Other,44,Female,Malaysian,34,Male,Malaysian,1,No,Dismissed,Minor,Yes,No,No,No
Fraud,2022-10-03 15:08:06,Central,2022-10-03 15:12:06,Knife,56,Female,Singaporean,78,Female,Indonesian,2,No,Pending,Moderate,No,Yes,Yes,No
Vandalism,2022-10-04 17:25:02,North,2022-10-04 17:51:02,Knife,27,Female,Others,44,Female,Malaysian,5,No,Dismissed,Minor,No,No,No,Yes
Vandalism,2022-10-05 19:41:58,West,2022-10-05 19:50:58,None,75,Male,Indonesian,35,Female,Indian,5,Yes,Acquitted,Minor,No,No,Yes,No
Assault,2022-10-06 21:58:55,Central,2022-10-06 22:07:55,Other,25,Male,Singaporean,62,Female,Indian,8,Yes,Dismissed,Minor,Yes,No,No,No
Vandalism,2022-10-08 00:15:51,Central,2022-10-08 01:14:51,None,65,Male,Others,43,Female,Indian,0,Yes,Dismissed,Minor,Yes,Yes,No,Yes
Assault,2022-10-09 02:32:47,West,2022-10-09 02:44:47,Firearm,29,Male,Singaporean,61,Female,Malaysian,8,Yes,Pending,Minor,No,No,No,No
Drug Offense,2022-10-10 04:49:43,West,2022-10-10 05:21:43,Knife,78,Male,Indian,69,Male,Others,2,Yes,Acquitted,Major,No,No,Yes,Yes
Fraud,2022-10-11 07:06:40,Central,2022-10-11 07:14:40,Other,74,Female,Others,67,Female,Indian,5,No,Pending,Moderate,No,Yes,No,Yes
Theft,2022-10-12 09:23:36,West,2022-10-12 10:05:36,Firearm,40,Female,Indian,23,Male,Others,2,No,Dismissed,Minor,Yes,Yes,No,No
Vandalism,2022-10-13 11:40:32,South,2022-10-13 12:01:32,None,30,Male,Indian,47,Female,Malaysian,3,No,Dismissed,Moderate,Yes,Yes,Yes,No
Assault,2022-10-14 13:57:28,North,2022-10-14 13:58:28,None,71,Female,Indonesian,42,Female,Malaysian,9,No,Acquitted,Minor,Yes,No,No,No
Assault,2022-10-15 16:14:24,Central,2022-10-15 16:46:24,Knife,23,Female,Others,70,Female,Indian,9,Yes,Pending,Major,Yes,No,Yes,Yes
Assault,2022-10-16 18:31:21,Central,2022-10-16 18:45:21,None,45,Male,Malaysian,27,Male,Malaysian,9,Yes,Dismissed,Moderate,Yes,Yes,No,No
Assault,2022-10-17 20:48:17,Central,2022-10-17 21:05:17,None,28,Male,Indian,28,Female,Indian,5,Yes,Convicted,Major,No,Yes,No,No
Vandalism,2022-10-18 23:05:13,East,2022-10-18 23:18:13,Firearm,28,Female,Others,66,Male,Indian,6,Yes,Acquitted,Major,Yes,Yes,No,Yes
Vandalism,2022-10-20 01:22:09,Central,2022-10-20 02:18:09,None,48,Female,Indian,23,Female,Malaysian,1,Yes,Convicted,Major,No,Yes,No,No
Others,2022-10-21 03:39:05,East,2022-10-21 04:21:05,Firearm,27,Male,Indian,77,Male,Indonesian,6,No,Acquitted,Major,Yes,Yes,Yes,No
Burglary,2022-10-22 05:56:02,North,2022-10-22 06:14:02,Other,35,Male,Indian,53,Female,Malaysian,5,Yes,Dismissed,Minor,Yes,No,Yes,No
Burglary,2022-10-23 08:12:58,West,2022-10-23 09:11:58,Firearm,41,Female,Malaysian,43,Female,Others,9,No,Acquitted,Moderate,Yes,No,No,Yes
Assault,2022-10-24 10:29:54,South,2022-10-24 10:44:54,None,56,Male,Others,44,Male,Malaysian,5,Yes,Acquitted,Moderate,Yes,No,No,No
Burglary,2022-10-25 12:46:50,West,2022-10-25 12:47:50,Other,29,Female,Malaysian,69,Male,Indian,5,Yes,Convicted,Major,Yes,Yes,Yes,No
Others,2022-10-26 15:03:47,North,2022-10-26 15:51:47,Knife,32,Female,Others,41,Male,Indonesian,1,No,Acquitted,Moderate,No,No,No,No
Assault,2022-10-27 17:20:43,Central,2022-10-27 18:18:43,None,79,Female,Others,46,Female,Indian,3,No,Dismissed,Moderate,Yes,Yes,No,No
Fraud,2022-10-28 19:37:39,Central,2022-10-28 20:22:39,None,35,Female,Others,64,Female,Indian,1,Yes,Convicted,Moderate,Yes,Yes,No,No
Drug Offense,2022-10-29 21:54:35,North,2022-10-29 22:32:35,Firearm,42,Male,Indian,59,Female,Indonesian,9,Yes,Dismissed,Minor,No,No,No,Yes
Others,2022-10-31 00:11:31,Central,2022-10-31 00:24:31,Knife,52,Female,Singaporean,27,Female,Singaporean,3,No,Acquitted,Minor,No,No,Yes,Yes
Others,2022-11-01 02:28:28,East,2022-11-01 03:03:28,Knife,73,Male,Malaysian,18,Female,Others,7,No,Pending,Moderate,No,No,No,No
Burglary,2022-11-02 04:45:24,Central,2022-11-02 04:54:24,Knife,52,Male,Indonesian,67,Female,Malaysian,4,No,Acquitted,Minor,No,No,No,Yes
Theft,2022-11-03 07:02:20,West,2022-11-03 07:31:20,Knife,61,Female,Others,27,Female,Indonesian,7,No,Pending,Major,Yes,Yes,No,Yes
Fraud,2022-11-04 09:19:16,North,2022-11-04 10:09:16,Other,25,Male,Others,43,Female,Indonesian,2,Yes,Dismissed,Minor,Yes,Yes,Yes,No
Vandalism,2022-11-05 11:36:12,Central,2022-11-05 12:20:12,Other,50,Male,Singaporean,51,Male,Malaysian,4,Yes,Pending,Major,No,Yes,Yes,No
Vandalism,2022-11-06 13:53:09,South,2022-11-06 14:07:09,Knife,23,Male,Indonesian,69,Female,Indian,9,Yes,Dismissed,Major,No,Yes,No,Yes
Fraud,2022-11-07 16:10:05,South,2022-11-07 16:39:05,Knife,67,Male,Indian,34,Male,Singaporean,5,Yes,Pending,Minor,Yes,Yes,No,Yes
Theft,2022-11-08 18:27:01,South,2022-11-08 19:18:01,Other,19,Male,Malaysian,57,Male,Indian,8,No,Dismissed,Major,No,No,Yes,Yes
Others,2022-11-09 20:43:57,North,2022-11-09 21:06:57,Other,41,Male,Indonesian,38,Male,Others,8,Yes,Acquitted,Minor,No,Yes,Yes,Yes
Vandalism,2022-11-10 23:00:54,West,2022-11-10 23:02:54,Knife,71,Female,Malaysian,39,Female,Malaysian,1,Yes,Dismissed,Moderate,No,No,Yes,No
Vandalism,2022-11-12 01:17:50,Central,2022-11-12 01:53:50,Knife,31,Female,Singaporean,48,Female,Indian,2,No,Pending,Minor,Yes,Yes,Yes,Yes
Drug Offense,2022-11-13 03:34:46,West,2022-11-13 04:03:46,Knife,51,Male,Indonesian,71,Female,Singaporean,9,Yes,Acquitted,Major,No,No,Yes,No
Burglary,2022-11-14 05:51:42,Central,2022-11-14 06:45:42,Other,59,Female,Malaysian,58,Male,Indian,2,No,Dismissed,Moderate,No,Yes,Yes,Yes
Others,2022-11-15 08:08:38,East,2022-11-15 08:53:38,Firearm,62,Male,Indonesian,79,Male,Indonesian,0,Yes,Dismissed,Minor,Yes,Yes,No,No
Drug Offense,2022-11-16 10:25:35,East,2022-11-16 10:41:35,Knife,32,Male,Indonesian,19,Female,Indonesian,2,No,Acquitted,Moderate,No,No,Yes,No
Drug Offense,2022-11-17 12:42:31,West,2022-11-17 13:30:31,Firearm,37,Male,Others,62,Female,Singaporean,8,Yes,Acquitted,Major,Yes,No,No,Yes
Fraud,2022-11-18 14:59:27,North,2022-11-18 15:09:27,Knife,71,Female,Singaporean,79,Female,Indonesian,2,Yes,Acquitted,Moderate,Yes,No,Yes,No
Burglary,2022-11-19 17:16:23,Central,2022-11-19 17:30:23,Knife,78,Female,Indian,37,Male,Singaporean,0,No,Acquitted,Moderate,Yes,No,Yes,No
Drug Offense,2022-11-20 19:33:20,East,2022-11-20 19:36:20,None,56,Male,Indian,25,Female,Indonesian,9,Yes,Convicted,Moderate,No,No,No,Yes
Vandalism,2022-11-21 21:50:16,South,2022-11-21 22:23:16,Knife,57,Female,Singaporean,32,Female,Malaysian,5,Yes,Pending,Moderate,Yes,No,No,Yes
Theft,2022-11-23 00:07:12,East,2022-11-23 00:15:12,Firearm,28,Female,Singaporean,25,Female,Malaysian,6,No,Acquitted,Moderate,Yes,Yes,Yes,Yes
Fraud,2022-11-24 02:24:08,East,2022-11-24 03:20:08,Firearm,36,Female,Singaporean,54,Female,Others,2,Yes,Pending,Minor,No,Yes,Yes,No
Vandalism,2022-11-25 04:41:04,North,2022-11-25 05:27:04,Knife,60,Female,Singaporean,28,Female,Malaysian,6,No,Convicted,Major,No,Yes,Yes,Yes
Vandalism,2022-11-26 06:58:01,North,2022-11-26 07:00:01,None,36,Male,Indonesian,66,Female,Indonesian,9,No,Pending,Major,Yes,No,Yes,No
Vandalism,2022-11-27 09:14:57,Central,2022-11-27 09:49:57,Knife,79,Female,Indian,38,Male,Singaporean,7,Yes,Pending,Moderate,Yes,Yes,Yes,Yes
Drug Offense,2022-11-28 11:31:53,Central,2022-11-28 12:30:53,Other,66,Female,Malaysian,53,Male,Others,6,Yes,Acquitted,Major,No,Yes,Yes,Yes
Burglary,2022-11-29 13:48:49,East,2022-11-29 14:20:49,Firearm,46,Female,Malaysian,54,Male,Others,1,No,Acquitted,Moderate,Yes,No,Yes,Yes
Theft,2022-11-30 16:05:45,Central,2022-11-30 16:39:45,None,73,Female,Malaysian,30,Male,Others,5,No,Convicted,Moderate,Yes,Yes,No,Yes
Assault,2022-12-01 18:22:42,Central,2022-12-01 18:48:42,Other,54,Female,Malaysian,65,Male,Singaporean,9,Yes,Convicted,Minor,No,Yes,Yes,No
Fraud,2022-12-02 20:39:38,North,2022-12-02 21:07:38,None,29,Male,Malaysian,23,Male,Indian,7,No,Convicted,Moderate,No,No,No,No
Vandalism,2022-12-03 22:56:34,East,2022-12-03 23:48:34,Other,37,Male,Indonesian,37,Female,Others,4,Yes,Acquitted,Moderate,No,No,No,No
Drug Offense,2022-12-05 01:13:30,South,2022-12-05 01:20:30,Firearm,43,Male,Malaysian,58,Female,Others,5,Yes,Convicted,Major,No,No,No,Yes
Others,2022-12-06 03:30:27,West,2022-12-06 03:31:27,Other,19,Male,Malaysian,74,Female,Indian,3,Yes,Dismissed,Minor,No,No,No,Yes
Others,2022-12-07 05:47:23,Central,2022-12-07 06:41:23,None,54,Male,Others,59,Female,Indonesian,3,Yes,Dismissed,Minor,No,Yes,No,No
Burglary,2022-12-08 08:04:19,Central,2022-12-08 08:06:19,Firearm,42,Male,Malaysian,56,Male,Singaporean,3,No,Dismissed,Major,No,Yes,Yes,No
Drug Offense,2022-12-09 10:21:15,North,2022-12-09 11:07:15,Knife,42,Female,Indonesian,50,Male,Singaporean,5,No,Dismissed,Minor,Yes,No,No,Yes
Fraud,2022-12-10 12:38:11,East,2022-12-10 13:15:11,Knife,63,Female,Others,59,Male,Singaporean,4,Yes,Convicted,Moderate,No,Yes,No,No
Fraud,2022-12-11 14:55:08,West,2022-12-11 15:26:08,None,76,Female,Singaporean,34,Female,Indian,4,No,Dismissed,Major,No,Yes,Yes,Yes
Vandalism,2022-12-12 17:12:04,West,2022-12-12 17:50:04,Firearm,49,Male,Indian,27,Male,Malaysian,2,Yes,Acquitted,Major,No,No,Yes,Yes
Vandalism,2022-12-13 19:29:00,West,2022-12-13 19:58:00,Knife,47,Female,Indonesian,40,Female,Others,6,Yes,Convicted,Moderate,No,Yes,Yes,No
Theft,2022-12-14 21:45:56,Central,2022-12-14 22:26:56,Firearm,21,Female,Singaporean,36,Male,Indonesian,2,No,Convicted,Major,No,No,No,No
Vandalism,2022-12-16 00:02:52,South,2022-12-16 00:44:52,Firearm,61,Male,Indonesian,77,Female,Malaysian,6,No,Dismissed,Moderate,No,Yes,No,No
Assault,2022-12-17 02:19:49,East,2022-12-17 02:44:49,Other,25,Female,Indonesian,19,Female,Malaysian,5,Yes,Acquitted,Minor,No,Yes,No,No
Drug Offense,2022-12-18 04:36:45,East,2022-12-18 05:15:45,Knife,21,Male,Indonesian,74,Male,Indonesian,6,No,Acquitted,Moderate,Yes,No,Yes,Yes
Drug Offense,2022-12-19 06:53:41,East,2022-12-19 07:06:41,Firearm,63,Male,Indonesian,43,Female,Others,0,Yes,Pending,Moderate,Yes,No,No,Yes
Burglary,2022-12-20 09:10:37,South,2022-12-20 09:21:37,Knife,28,Female,Malaysian,70,Male,Malaysian,1,Yes,Pending,Major,No,No,No,No
Fraud,2022-12-21 11:27:34,North,2022-12-21 11:43:34,None,42,Male,Indonesian,30,Female,Others,2,No,Convicted,Minor,No,Yes,No,No
Burglary,2022-12-22 13:44:30,West,2022-12-22 14:08:30,Firearm,22,Female,Others,57,Female,Indonesian,2,Yes,Acquitted,Minor,No,No,Yes,No
Fraud,2022-12-23 16:01:26,Central,2022-12-23 16:26:26,Firearm,21,Female,Indian,28,Female,Malaysian,3,Yes,Acquitted,Minor,Yes,Yes,Yes,No
Theft,2022-12-24 18:18:22,West,2022-12-24 18:46:22,Knife,46,Male,Indonesian,54,Male,Indonesian,4,No,Dismissed,Major,Yes,Yes,Yes,Yes
Theft,2022-12-25 20:35:18,South,2022-12-25 21:11:18,Firearm,57,Male,Indonesian,39,Male,Others,2,Yes,Convicted,Minor,Yes,No,No,Yes
Others,2022-12-26 22:52:15,East,2022-12-26 23:10:15,Other,40,Female,Others,53,Male,Others,8,Yes,Convicted,Moderate,No,Yes,Yes,No
Assault,2022-12-28 01:09:11,East,2022-12-28 01:16:11,Knife,26,Female,Singaporean,36,Female,Indonesian,2,No,Acquitted,Minor,No,Yes,Yes,Yes
