Age,Gender,Major,GPA,Enrollment_Status,Year_in_Program,Extracurricular_Activity,Nationality,Language_Spoken,Study_Abroad_Interest,Scholarship_Status,Dormitory_Resident,Visa_Status,Previous_Education,Parental_Occupation,Financial_Aid,Interview_Date
19,Female,AI,2.84,Part-time,4,Arts,Singaporean,Tamil,Yes,Recipient,Yes,Citizen,Local School,Business,No,2021-08-16
22,Male,AI,3.02,Full-time,2,Volunteering,Singaporean,Tamil,No,Recipient,No,Citizen,Others,Healthcare,No,2021-08-28
23,Female,Business,3.71,Full-time,4,None,Singaporean,Others,No,Recipient,Yes,Citizen,Local School,Service,No,2023-10-08
18,Female,Service Training,3.92,Part-time,1,Volunteering,Malaysian,Malay,Yes,Non-Recipient,Yes,Student Visa,Others,Education,No,2022-09-19
24,Male,Business,3.2,Part-time,3,Volunteering,Malaysian,Others,No,Non-Recipient,Yes,Permanent Resident,International School,Education,Yes,2022-10-02
23,Male,Machine Learning,3.19,Part-time,3,None,Indonesian,Malay,Yes,Recipient,No,Citizen,Others,Others,No,2022-11-04
24,Female,Machine Learning,2.43,Full-time,3,Sports,Singaporean,Mandarin,Yes,Non-Recipient,No,Others,Home Schooling,Business,No,2022-10-21
20,Male,Information Technology,3.21,Full-time,3,None,Indian,English,No,Recipient,Yes,Others,Others,Healthcare,Yes,2022-08-17
19,Female,Information Technology,2.83,Part-time,2,None,Malaysian,Malay,Yes,Non-Recipient,Yes,Others,Local School,Others,No,2023-02-10
23,Female,Service Training,3.6,Part-time,4,Arts,Malaysian,Others,Yes,Recipient,No,Permanent Resident,Home Schooling,Others,Yes,2022-04-07
20,Female,Business,3.87,Full-time,1,Volunteering,Singaporean,Others,No,Non-Recipient,No,Permanent Resident,Others,Education,Yes,2023-03-11
20,Male,Hospitality Management,3.25,Part-time,1,Sports,Malaysian,Mandarin,No,Non-Recipient,Yes,Citizen,Home Schooling,Business,Yes,2023-06-19
20,Female,Hospitality Management,2.19,Part-time,1,Sports,Others,Others,Yes,Non-Recipient,Yes,Others,International School,Others,No,2023-05-20
21,Male,Business,2.33,Part-time,3,Sports,Malaysian,Tamil,No,Non-Recipient,Yes,Citizen,Others,Others,Yes,2023-08-25
18,Male,FinTech,2.37,Full-time,2,Arts,Singaporean,Mandarin,No,Non-Recipient,Yes,Student Visa,International School,Healthcare,No,2022-06-23
21,Male,Information Technology,3.53,Part-time,4,Sports,Singaporean,Others,No,Non-Recipient,No,Permanent Resident,Home Schooling,Service,No,2023-03-25
23,Female,Hospitality Management,2.21,Full-time,3,Arts,Singaporean,Malay,No,Recipient,Yes,Citizen,Others,Education,Yes,2021-06-02
23,Female,Information Technology,3.57,Part-time,3,Arts,Indian,Others,No,Recipient,No,Citizen,Others,Service,Yes,2022-03-21
24,Female,Information Technology,3.94,Part-time,4,Volunteering,Indonesian,Others,No,Non-Recipient,Yes,Citizen,Others,Education,No,2021-06-20
19,Female,Information Technology,3.9,Full-time,2,None,Indonesian,Mandarin,Yes,Non-Recipient,Yes,Others,Local School,Business,Yes,2021-11-22
19,Female,Machine Learning,2.29,Part-time,3,Sports,Others,Malay,No,Recipient,No,Others,International School,Others,No,2022-08-16
18,Female,Business,3.52,Part-time,3,Volunteering,Singaporean,English,No,Recipient,Yes,Others,Home Schooling,Healthcare,Yes,2021-02-23
21,Male,Business,3.03,Part-time,3,Volunteering,Singaporean,Mandarin,Yes,Non-Recipient,No,Permanent Resident,Others,Service,Yes,2021-08-19
20,Female,AI,3.01,Full-time,4,None,Malaysian,Malay,Yes,Non-Recipient,Yes,Others,Home Schooling,Service,No,2023-08-16
22,Female,Information Technology,2.07,Part-time,4,None,Others,Mandarin,Yes,Non-Recipient,No,Citizen,Home Schooling,Healthcare,No,2023-01-03
24,Female,FinTech,3.33,Full-time,2,Volunteering,Singaporean,Mandarin,No,Recipient,No,Permanent Resident,Others,Education,No,2021-06-02
22,Female,Business,3.97,Full-time,1,Arts,Indonesian,English,No,Recipient,Yes,Citizen,International School,Others,No,2022-08-09
18,Male,AI,2.18,Full-time,3,Volunteering,Others,Others,No,Non-Recipient,Yes,Student Visa,Others,Service,Yes,2023-03-05
21,Female,Service Training,2.21,Full-time,3,Sports,Malaysian,Tamil,No,Recipient,No,Permanent Resident,Home Schooling,Others,Yes,2022-11-20
20,Male,FinTech,2.99,Part-time,3,Volunteering,Others,Tamil,Yes,Non-Recipient,No,Others,International School,Business,No,2022-05-11
19,Female,Hospitality Management,3.57,Part-time,3,None,Indian,English,No,Non-Recipient,No,Student Visa,Others,Healthcare,No,2022-02-07
23,Male,Machine Learning,2.93,Full-time,3,None,Malaysian,Mandarin,No,Recipient,Yes,Student Visa,International School,Others,Yes,2023-12-02
23,Male,Information Technology,2.2,Full-time,2,None,Indian,Others,Yes,Recipient,No,Student Visa,International School,Others,No,2021-04-27
24,Female,Hospitality Management,3.15,Part-time,2,None,Others,Malay,Yes,Non-Recipient,Yes,Others,Others,Education,No,2023-06-28
21,Male,Hospitality Management,2.38,Part-time,1,Volunteering,Singaporean,English,Yes,Non-Recipient,No,Others,Local School,Healthcare,No,2022-07-03
23,Female,Service Training,3.2,Full-time,1,Sports,Malaysian,Tamil,No,Recipient,No,Others,Home Schooling,Service,No,2023-12-07
23,Male,Machine Learning,3.75,Full-time,2,None,Singaporean,Mandarin,No,Non-Recipient,Yes,Permanent Resident,Others,Healthcare,Yes,2022-09-27
19,Female,Machine Learning,2.84,Full-time,1,None,Malaysian,Others,No,Non-Recipient,No,Others,Others,Business,No,2022-07-06
24,Female,Information Technology,3.5,Full-time,2,None,Singaporean,Malay,No,Non-Recipient,Yes,Others,International School,Business,Yes,2021-11-03
24,Male,Service Training,2.85,Part-time,1,Arts,Indian,Others,Yes,Recipient,Yes,Permanent Resident,Home Schooling,Service,Yes,2022-02-22
19,Female,Machine Learning,3.56,Part-time,1,Arts,Singaporean,Others,No,Recipient,No,Student Visa,Home Schooling,Business,Yes,2023-08-20
23,Female,Information Technology,2.27,Part-time,1,None,Indian,Mandarin,No,Non-Recipient,Yes,Student Visa,Others,Education,No,2022-12-20
21,Male,Machine Learning,2.44,Full-time,4,Volunteering,Indonesian,Others,Yes,Recipient,No,Student Visa,Local School,Service,Yes,2022-03-11
21,Female,Service Training,2.18,Full-time,3,Volunteering,Indonesian,Tamil,No,Non-Recipient,No,Permanent Resident,Home Schooling,Service,No,2021-06-20
19,Male,Machine Learning,2.65,Full-time,4,Arts,Others,Others,Yes,Non-Recipient,Yes,Others,International School,Healthcare,Yes,2023-08-02
21,Female,Business,3.7,Part-time,3,Arts,Indian,Others,Yes,Recipient,No,Permanent Resident,Local School,Education,No,2021-09-19
18,Female,Business,2.33,Full-time,1,None,Singaporean,Others,Yes,Non-Recipient,Yes,Citizen,Home Schooling,Education,No,2021-03-13
20,Male,Hospitality Management,2.03,Part-time,4,Volunteering,Indian,English,Yes,Non-Recipient,Yes,Others,Local School,Service,Yes,2021-06-04
22,Female,FinTech,2.86,Full-time,1,Sports,Malaysian,Tamil,Yes,Recipient,Yes,Permanent Resident,Home Schooling,Education,No,2021-04-11
20,Male,Hospitality Management,2.27,Part-time,1,Sports,Others,Malay,Yes,Recipient,Yes,Permanent Resident,Others,Service,Yes,2022-02-07
19,Female,Machine Learning,2.16,Full-time,4,Sports,Singaporean,Others,No,Recipient,No,Citizen,Others,Education,No,2023-11-10
18,Male,Machine Learning,2.9,Part-time,1,Sports,Singaporean,Mandarin,Yes,Non-Recipient,Yes,Citizen,International School,Healthcare,No,2023-10-28
20,Female,FinTech,3.77,Part-time,2,Volunteering,Indonesian,Malay,No,Non-Recipient,No,Others,Home Schooling,Service,Yes,2023-08-21
20,Female,Machine Learning,3.25,Full-time,4,Sports,Singaporean,Mandarin,No,Recipient,No,Others,Home Schooling,Others,Yes,2023-02-09
22,Female,Hospitality Management,3.02,Part-time,3,Arts,Indian,Mandarin,No,Recipient,No,Others,Local School,Service,Yes,2022-05-07
23,Female,Service Training,2.35,Full-time,1,Volunteering,Malaysian,Others,No,Recipient,Yes,Student Visa,Others,Others,No,2021-06-17
22,Male,FinTech,3.16,Part-time,2,Volunteering,Singaporean,Tamil,Yes,Recipient,No,Others,Home Schooling,Business,No,2022-12-14
23,Male,FinTech,3.07,Full-time,2,Volunteering,Others,Malay,Yes,Recipient,No,Student Visa,Home Schooling,Others,Yes,2023-02-25
22,Male,FinTech,2.42,Full-time,1,Volunteering,Indian,Mandarin,Yes,Non-Recipient,Yes,Permanent Resident,Local School,Education,No,2021-11-26
24,Male,Information Technology,2.39,Part-time,2,Volunteering,Indonesian,English,Yes,Recipient,Yes,Student Visa,International School,Business,No,2021-01-15
18,Male,Business,3,Full-time,1,None,Malaysian,Malay,Yes,Recipient,Yes,Permanent Resident,International School,Education,No,2021-06-03
18,Male,Hospitality Management,3.23,Full-time,2,Arts,Indonesian,English,No,Recipient,No,Citizen,International School,Service,Yes,2023-02-13
18,Male,AI,2.19,Full-time,3,Volunteering,Others,English,No,Recipient,No,Citizen,International School,Education,Yes,2021-08-08
19,Male,Machine Learning,3.87,Full-time,3,Arts,Singaporean,Mandarin,No,Non-Recipient,Yes,Citizen,Others,Business,Yes,2021-02-17
23,Male,FinTech,3.3,Part-time,3,None,Indian,Others,Yes,Non-Recipient,Yes,Permanent Resident,Home Schooling,Service,Yes,2023-05-02
24,Female,Business,2.05,Full-time,1,None,Indian,Tamil,Yes,Non-Recipient,Yes,Others,Local School,Education,Yes,2023-08-07
23,Female,Machine Learning,3.83,Part-time,2,Volunteering,Malaysian,Mandarin,Yes,Non-Recipient,No,Student Visa,Local School,Service,Yes,2021-02-09
21,Male,AI,3.84,Part-time,3,Volunteering,Indian,Malay,No,Non-Recipient,Yes,Citizen,Home Schooling,Others,Yes,2023-12-07
23,Female,Hospitality Management,2.28,Part-time,4,Arts,Malaysian,Mandarin,Yes,Non-Recipient,No,Permanent Resident,Others,Healthcare,Yes,2023-01-23
24,Male,Business,3.15,Part-time,4,Volunteering,Indian,Others,Yes,Non-Recipient,Yes,Permanent Resident,Local School,Business,Yes,2021-12-23
21,Male,FinTech,3.43,Full-time,3,Volunteering,Indonesian,English,No,Recipient,Yes,Permanent Resident,Others,Business,Yes,2022-04-07
20,Female,AI,2.16,Part-time,3,Sports,Singaporean,Mandarin,Yes,Recipient,Yes,Permanent Resident,Home Schooling,Education,Yes,2021-01-25
23,Male,Machine Learning,2.2,Full-time,4,Sports,Indian,Tamil,No,Recipient,No,Citizen,Home Schooling,Others,No,2023-01-04
21,Female,AI,2.92,Full-time,1,Sports,Singaporean,Mandarin,No,Non-Recipient,No,Student Visa,Home Schooling,Others,Yes,2022-11-16
19,Female,FinTech,2.55,Part-time,1,Volunteering,Singaporean,English,No,Non-Recipient,Yes,Permanent Resident,Home Schooling,Education,Yes,2021-04-25
19,Female,FinTech,2.88,Part-time,1,None,Singaporean,Mandarin,Yes,Non-Recipient,Yes,Citizen,Others,Business,Yes,2022-02-05
21,Male,FinTech,3.43,Part-time,3,Volunteering,Singaporean,Mandarin,Yes,Non-Recipient,No,Others,Home Schooling,Education,Yes,2022-11-26
22,Female,AI,2.71,Part-time,3,Arts,Malaysian,Tamil,No,Recipient,No,Others,International School,Business,Yes,2021-02-08
18,Female,Machine Learning,2.99,Part-time,2,None,Malaysian,Others,Yes,Non-Recipient,Yes,Citizen,International School,Education,No,2021-11-28
21,Male,Business,3.53,Full-time,3,Arts,Indonesian,English,Yes,Recipient,Yes,Student Visa,Others,Others,Yes,2023-08-25
20,Male,Service Training,2.76,Full-time,2,None,Indonesian,Tamil,No,Non-Recipient,No,Others,Local School,Others,No,2021-07-01
23,Female,AI,3.17,Full-time,1,None,Others,English,Yes,Non-Recipient,No,Permanent Resident,International School,Others,No,2022-05-12
21,Male,AI,3.54,Full-time,1,Arts,Indonesian,Others,No,Non-Recipient,Yes,Citizen,Home Schooling,Others,Yes,2023-06-15
21,Male,Machine Learning,3.97,Part-time,1,Arts,Indonesian,Malay,No,Non-Recipient,No,Permanent Resident,Local School,Others,No,2021-08-22
22,Male,Service Training,2.84,Full-time,4,Volunteering,Indonesian,English,No,Recipient,Yes,Citizen,Home Schooling,Education,No,2021-06-04
20,Female,Hospitality Management,3.58,Full-time,3,Volunteering,Singaporean,Mandarin,No,Non-Recipient,No,Permanent Resident,Local School,Service,Yes,2022-10-11
18,Female,FinTech,3.42,Full-time,3,None,Indonesian,English,Yes,Recipient,No,Citizen,Home Schooling,Business,Yes,2021-06-23
19,Male,FinTech,2.9,Part-time,3,None,Singaporean,Malay,Yes,Non-Recipient,No,Student Visa,Local School,Others,Yes,2022-08-25
20,Female,AI,3.42,Full-time,4,Sports,Malaysian,Tamil,No,Recipient,Yes,Student Visa,Home Schooling,Healthcare,No,2023-09-11
21,Female,AI,2.05,Full-time,2,Volunteering,Malaysian,English,Yes,Recipient,Yes,Citizen,Local School,Others,Yes,2021-09-14
23,Male,Information Technology,2.78,Full-time,4,Sports,Indian,Others,No,Recipient,Yes,Others,International School,Business,No,2021-02-23
18,Female,Business,2.46,Full-time,3,None,Malaysian,Malay,Yes,Non-Recipient,Yes,Permanent Resident,Others,Business,No,2023-06-01
19,Female,Information Technology,3.23,Part-time,3,Arts,Indian,English,Yes,Recipient,Yes,Others,Others,Healthcare,No,2023-02-15
22,Female,FinTech,3.11,Full-time,3,Volunteering,Singaporean,English,No,Non-Recipient,Yes,Student Visa,International School,Service,Yes,2021-09-27
22,Male,Business,3.81,Part-time,1,Arts,Malaysian,Mandarin,Yes,Recipient,No,Others,Home Schooling,Others,No,2021-01-20
24,Female,AI,3.14,Part-time,3,None,Singaporean,Mandarin,No,Recipient,Yes,Citizen,Others,Business,No,2022-10-27
23,Female,AI,2.93,Full-time,4,Sports,Others,English,No,Non-Recipient,No,Permanent Resident,Home Schooling,Business,No,2023-10-05
19,Female,Hospitality Management,3.12,Full-time,2,Volunteering,Malaysian,English,No,Recipient,No,Student Visa,Home Schooling,Others,No,2022-07-16
22,Female,Information Technology,2.41,Part-time,1,None,Singaporean,Malay,No,Non-Recipient,Yes,Others,Home Schooling,Education,Yes,2021-03-25
21,Female,Machine Learning,3.96,Full-time,3,Arts,Indian,Malay,No,Non-Recipient,No,Student Visa,International School,Others,Yes,2021-12-06
23,Female,Hospitality Management,2.41,Full-time,1,Volunteering,Singaporean,Tamil,Yes,Recipient,Yes,Citizen,Home Schooling,Education,No,2021-06-26
21,Female,Business,3.38,Part-time,1,Arts,Indonesian,Mandarin,Yes,Non-Recipient,No,Citizen,Local School,Others,Yes,2022-03-22
21,Female,AI,3.64,Part-time,1,Sports,Singaporean,Tamil,Yes,Recipient,No,Student Visa,International School,Education,No,2022-08-27
19,Male,FinTech,2.41,Part-time,4,Arts,Singaporean,Malay,No,Non-Recipient,No,Citizen,Local School,Healthcare,Yes,2021-12-14
21,Male,Business,3.48,Full-time,2,Volunteering,Singaporean,Tamil,Yes,Non-Recipient,No,Others,Local School,Others,No,2022-01-24
24,Female,Business,2.68,Part-time,3,Sports,Singaporean,English,No,Recipient,Yes,Student Visa,International School,Others,No,2021-07-22
24,Male,Machine Learning,3.62,Part-time,2,Arts,Singaporean,English,No,Recipient,No,Student Visa,International School,Education,No,2021-02-28
19,Female,FinTech,3.98,Part-time,4,Sports,Indonesian,Tamil,Yes,Recipient,Yes,Others,International School,Service,Yes,2021-02-19
24,Female,Business,2.52,Part-time,4,None,Singaporean,Mandarin,Yes,Recipient,No,Others,Others,Others,Yes,2023-02-27
21,Male,Information Technology,3.59,Part-time,1,Arts,Indonesian,Tamil,Yes,Recipient,Yes,Permanent Resident,Local School,Others,Yes,2023-02-13
21,Male,FinTech,3.71,Part-time,4,Arts,Malaysian,Mandarin,No,Non-Recipient,No,Others,International School,Service,No,2021-11-17
19,Female,Machine Learning,2.54,Full-time,3,Volunteering,Malaysian,Others,Yes,Non-Recipient,No,Student Visa,Others,Education,No,2023-10-02
18,Female,FinTech,2.54,Part-time,3,Arts,Singaporean,Malay,Yes,Recipient,No,Student Visa,Local School,Others,Yes,2023-05-08
22,Male,Machine Learning,2.72,Part-time,1,Sports,Others,Tamil,Yes,Recipient,Yes,Citizen,Local School,Others,No,2022-02-14
18,Female,Service Training,2.61,Full-time,4,None,Indian,English,Yes,Recipient,No,Others,Home Schooling,Others,No,2022-02-24
23,Female,Service Training,3.73,Full-time,2,Arts,Malaysian,Malay,Yes,Non-Recipient,No,Others,International School,Service,No,2023-09-18
24,Male,Information Technology,2.51,Part-time,4,Arts,Singaporean,Others,No,Non-Recipient,Yes,Others,International School,Healthcare,No,2023-04-28
20,Female,Information Technology,2.1,Full-time,1,Volunteering,Malaysian,Others,Yes,Non-Recipient,No,Permanent Resident,Home Schooling,Education,Yes,2023-12-17
21,Female,Machine Learning,3.26,Part-time,2,Volunteering,Singaporean,English,No,Non-Recipient,No,Others,Local School,Business,No,2021-07-24
23,Female,Hospitality Management,3.96,Part-time,3,Arts,Indian,Tamil,No,Non-Recipient,Yes,Permanent Resident,International School,Healthcare,Yes,2022-10-21
19,Male,Service Training,2.87,Full-time,3,None,Indonesian,Mandarin,Yes,Recipient,No,Student Visa,Others,Service,Yes,2022-02-20
22,Male,FinTech,3.39,Part-time,3,None,Singaporean,English,Yes,Non-Recipient,Yes,Student Visa,Others,Education,No,2021-09-13
20,Female,Information Technology,3.81,Part-time,3,None,Others,Others,No,Non-Recipient,Yes,Others,Others,Healthcare,Yes,2022-12-18
21,Female,Machine Learning,2.23,Full-time,3,None,Singaporean,Mandarin,No,Recipient,Yes,Others,International School,Service,Yes,2023-06-10
22,Female,Machine Learning,3.97,Part-time,1,Volunteering,Singaporean,Mandarin,Yes,Recipient,No,Student Visa,Others,Education,Yes,2023-04-20
20,Male,Hospitality Management,3.98,Part-time,1,Arts,Indonesian,Tamil,No,Non-Recipient,No,Citizen,International School,Others,No,2023-05-06
22,Female,Business,2.69,Full-time,2,Volunteering,Indonesian,English,Yes,Recipient,No,Citizen,International School,Healthcare,No,2021-01-24
24,Male,Hospitality Management,2.01,Part-time,1,Arts,Others,Tamil,No,Non-Recipient,No,Student Visa,Home Schooling,Others,Yes,2022-03-09
18,Male,Hospitality Management,3.1,Full-time,4,None,Malaysian,Tamil,No,Recipient,No,Citizen,Local School,Service,No,2022-03-20
24,Female,FinTech,3.35,Full-time,4,Sports,Indonesian,Malay,No,Non-Recipient,No,Others,Home Schooling,Healthcare,No,2023-03-02
19,Female,Business,2.29,Part-time,2,Volunteering,Indian,English,No,Non-Recipient,Yes,Permanent Resident,International School,Healthcare,Yes,2021-10-11
20,Male,Business,2.31,Full-time,2,None,Malaysian,Others,No,Non-Recipient,Yes,Others,Others,Healthcare,Yes,2022-12-11
22,Male,Machine Learning,2.16,Full-time,2,Arts,Singaporean,Mandarin,Yes,Non-Recipient,Yes,Citizen,Local School,Business,Yes,2022-08-18
19,Male,Business,3.38,Full-time,2,Arts,Singaporean,Others,No,Non-Recipient,No,Student Visa,Home Schooling,Business,Yes,2022-01-11
21,Male,FinTech,3.47,Full-time,4,Sports,Indonesian,Mandarin,No,Recipient,Yes,Others,International School,Service,No,2021-12-23
19,Female,AI,3.83,Part-time,1,Arts,Malaysian,English,No,Non-Recipient,No,Citizen,International School,Others,No,2021-02-01
20,Female,Business,2.55,Part-time,4,Sports,Indian,Others,No,Non-Recipient,No,Student Visa,Home Schooling,Service,No,2023-12-16
21,Female,Business,2.38,Full-time,2,None,Malaysian,Others,No,Non-Recipient,No,Student Visa,Local School,Healthcare,No,2023-02-22
19,Male,Machine Learning,3.53,Part-time,1,Arts,Singaporean,Mandarin,No,Recipient,Yes,Others,Others,Others,No,2022-07-27
18,Male,FinTech,2.16,Part-time,3,Sports,Others,Malay,No,Recipient,No,Permanent Resident,Home Schooling,Business,Yes,2022-07-09
23,Female,Information Technology,3.89,Part-time,4,Volunteering,Others,Mandarin,No,Recipient,No,Others,Local School,Business,Yes,2021-06-19
23,Male,FinTech,2.04,Full-time,1,Arts,Indian,Malay,Yes,Recipient,No,Citizen,International School,Business,No,2023-01-01
23,Male,Business,3.09,Full-time,4,Arts,Singaporean,Others,No,Non-Recipient,No,Citizen,Others,Education,Yes,2022-05-20
20,Female,AI,2.53,Full-time,1,Arts,Malaysian,Others,Yes,Non-Recipient,No,Student Visa,International School,Education,Yes,2021-11-20
23,Male,Service Training,2.18,Part-time,1,Sports,Others,Malay,No,Non-Recipient,Yes,Citizen,International School,Others,No,2021-04-27
22,Male,Information Technology,2.25,Full-time,1,None,Indian,Malay,Yes,Recipient,No,Citizen,Home Schooling,Service,Yes,2021-01-18
24,Female,Information Technology,2.31,Part-time,4,None,Malaysian,Malay,No,Non-Recipient,Yes,Permanent Resident,Others,Education,Yes,2023-01-25
19,Male,Business,2.41,Part-time,3,Arts,Malaysian,Others,Yes,Non-Recipient,No,Others,Others,Healthcare,Yes,2021-04-06
24,Male,Hospitality Management,2.77,Full-time,2,Sports,Indian,Mandarin,No,Recipient,No,Permanent Resident,International School,Others,No,2022-11-28
20,Female,Information Technology,2.36,Full-time,3,Arts,Malaysian,Malay,Yes,Non-Recipient,No,Citizen,Others,Education,Yes,2021-11-25
21,Female,Service Training,3.73,Part-time,1,Sports,Indonesian,Others,Yes,Non-Recipient,Yes,Student Visa,Local School,Business,No,2022-11-21
23,Male,FinTech,2.29,Part-time,2,Arts,Indonesian,Others,Yes,Non-Recipient,No,Permanent Resident,International School,Business,No,2022-08-27
19,Female,Information Technology,3.12,Full-time,2,Volunteering,Singaporean,Tamil,No,Recipient,No,Student Visa,Home Schooling,Business,No,2021-04-27
21,Female,Business,3.31,Full-time,4,Arts,Malaysian,Mandarin,No,Non-Recipient,Yes,Others,Local School,Others,No,2022-06-05
21,Female,Service Training,3.3,Part-time,1,None,Indonesian,English,No,Recipient,Yes,Student Visa,Others,Others,No,2022-09-21
20,Female,AI,2.11,Full-time,2,Sports,Indonesian,Malay,Yes,Recipient,No,Citizen,Others,Others,No,2023-05-06
23,Male,Service Training,2.07,Full-time,1,Volunteering,Others,Mandarin,No,Recipient,Yes,Citizen,Home Schooling,Education,Yes,2022-04-15
20,Female,FinTech,3.27,Full-time,4,None,Singaporean,English,Yes,Non-Recipient,Yes,Student Visa,Local School,Service,No,2021-01-06
20,Female,Information Technology,3.36,Part-time,1,None,Singaporean,Mandarin,No,Non-Recipient,Yes,Student Visa,International School,Education,No,2023-01-20
21,Female,Information Technology,2.42,Part-time,4,None,Singaporean,Others,No,Recipient,No,Citizen,International School,Healthcare,Yes,2021-08-16
23,Female,FinTech,3.58,Part-time,1,Sports,Others,Malay,No,Non-Recipient,No,Others,Others,Service,Yes,2023-08-20
22,Male,AI,2.71,Full-time,4,None,Indonesian,Mandarin,No,Recipient,Yes,Citizen,International School,Service,Yes,2022-01-26
20,Male,Service Training,3.75,Full-time,3,Sports,Singaporean,English,No,Non-Recipient,Yes,Others,Others,Healthcare,Yes,2022-05-10
24,Female,Hospitality Management,3.58,Part-time,1,None,Others,Others,Yes,Non-Recipient,No,Permanent Resident,Home Schooling,Service,Yes,2021-04-01
20,Male,FinTech,3.02,Part-time,1,Sports,Indian,Malay,Yes,Recipient,Yes,Others,Others,Education,Yes,2022-01-12
18,Male,Information Technology,2.91,Full-time,1,Sports,Indonesian,Mandarin,No,Recipient,No,Student Visa,Home Schooling,Business,Yes,2023-11-21
19,Male,FinTech,3.51,Full-time,1,Sports,Singaporean,Mandarin,No,Non-Recipient,Yes,Student Visa,International School,Others,No,2022-08-27
22,Male,Machine Learning,3.9,Full-time,2,Volunteering,Singaporean,English,Yes,Non-Recipient,No,Permanent Resident,International School,Business,No,2023-12-06
22,Female,AI,3.11,Full-time,3,Volunteering,Singaporean,Malay,Yes,Recipient,Yes,Others,Home Schooling,Service,Yes,2021-10-02
24,Female,Information Technology,3.42,Part-time,2,Arts,Malaysian,Tamil,Yes,Non-Recipient,Yes,Others,Local School,Service,Yes,2022-06-24
21,Male,Hospitality Management,3.88,Full-time,4,Arts,Indian,Mandarin,No,Recipient,No,Permanent Resident,Local School,Education,No,2022-12-03
24,Male,Business,2.17,Part-time,2,Sports,Indonesian,Malay,No,Recipient,Yes,Student Visa,International School,Education,No,2022-11-05
24,Female,Hospitality Management,2.17,Full-time,1,None,Indonesian,Malay,No,Recipient,Yes,Others,Others,Business,No,2022-11-11
22,Male,Service Training,3.9,Part-time,3,Volunteering,Singaporean,Others,Yes,Non-Recipient,No,Citizen,International School,Education,No,2022-09-15
19,Female,FinTech,3.32,Full-time,3,Volunteering,Indian,Others,No,Non-Recipient,Yes,Student Visa,International School,Education,No,2023-01-26
20,Male,Machine Learning,2.93,Full-time,2,Arts,Singaporean,English,No,Recipient,No,Student Visa,Home Schooling,Education,No,2021-04-13
21,Female,Machine Learning,3.41,Part-time,3,None,Singaporean,Mandarin,Yes,Recipient,No,Student Visa,Local School,Others,No,2021-09-02
24,Female,Hospitality Management,2.35,Part-time,4,Volunteering,Indian,Malay,No,Recipient,No,Citizen,International School,Education,No,2022-05-06
20,Male,FinTech,3.67,Full-time,1,Volunteering,Indian,Mandarin,Yes,Recipient,No,Others,Others,Service,No,2022-01-18
18,Female,Hospitality Management,3.22,Part-time,3,Arts,Indian,Tamil,No,Recipient,Yes,Citizen,International School,Business,Yes,2021-03-09
18,Male,Service Training,2.2,Full-time,2,Volunteering,Malaysian,Tamil,Yes,Recipient,Yes,Citizen,Home Schooling,Business,No,2022-12-19
22,Male,FinTech,2.01,Full-time,1,Volunteering,Malaysian,Mandarin,No,Recipient,Yes,Student Visa,International School,Others,Yes,2022-06-11
23,Female,AI,2.15,Full-time,1,Arts,Indonesian,Mandarin,No,Recipient,No,Others,Local School,Healthcare,No,2023-09-11
20,Male,Information Technology,3.65,Part-time,1,Arts,Malaysian,Mandarin,No,Recipient,Yes,Permanent Resident,Home Schooling,Service,No,2022-02-26
20,Female,Hospitality Management,3.98,Part-time,1,Arts,Malaysian,Others,No,Recipient,No,Others,Local School,Service,No,2021-02-10
23,Female,FinTech,2.41,Part-time,3,Volunteering,Others,Malay,Yes,Recipient,Yes,Permanent Resident,International School,Education,No,2021-09-12
20,Male,Information Technology,3.47,Full-time,3,Volunteering,Singaporean,Malay,No,Non-Recipient,Yes,Student Visa,International School,Education,No,2021-10-07
21,Male,Machine Learning,2.17,Full-time,4,Volunteering,Singaporean,Others,Yes,Non-Recipient,Yes,Others,Local School,Others,No,2023-07-05
24,Male,Business,2.31,Part-time,1,None,Malaysian,Malay,No,Recipient,Yes,Citizen,Local School,Service,Yes,2022-03-17
20,Male,Hospitality Management,3.47,Part-time,3,Arts,Singaporean,Malay,Yes,Recipient,Yes,Student Visa,Others,Business,No,2022-05-08
18,Male,Machine Learning,3.46,Full-time,4,Volunteering,Indonesian,Mandarin,Yes,Non-Recipient,Yes,Citizen,International School,Others,No,2022-06-07
20,Female,Machine Learning,3.01,Full-time,2,Arts,Malaysian,Malay,Yes,Non-Recipient,No,Permanent Resident,International School,Others,Yes,2021-05-28
21,Female,Business,2.53,Full-time,4,Arts,Indonesian,Mandarin,Yes,Recipient,Yes,Permanent Resident,Local School,Service,No,2021-04-15
20,Female,FinTech,2.59,Part-time,2,Sports,Malaysian,English,Yes,Non-Recipient,No,Others,Local School,Healthcare,No,2022-12-25
19,Female,Service Training,2.84,Full-time,4,Arts,Indonesian,Tamil,Yes,Recipient,Yes,Others,Others,Others,Yes,2022-12-03
18,Male,Business,2.38,Full-time,2,Sports,Malaysian,English,Yes,Non-Recipient,No,Others,Local School,Business,No,2022-02-12
23,Male,Hospitality Management,2.33,Full-time,4,Arts,Others,English,Yes,Recipient,Yes,Student Visa,Local School,Service,No,2023-12-27
