Age,Gender,Race,Educational_Level,Marital_Status,Industry,Occupation,Years_in_Current_Job,Employment_Type,Monthly_Income_SGD,Job_Satisfaction_Level,Skills_Training,Promotion_in_Last_5_Years,Looking_for_Job_Change,Work_Hours_per_Week,Commute_Time_One_Way_Hours,Previous_Employment_Status,Residency_Status,Languages_Spoken,Work_Location_Preference,Recent_Training_or_Courses,Expected_Salary_Increase_%,Job_Security_Concerns,Interview_Date
26,Female,Others,Master,Married,Finance,Doctor,4,Full-time,6704.4,Very Satisfied,Yes,Yes,No,47.4,1.54,Unemployed,Citizen,Malay,Hybrid,Yes,16.4,Yes,2021-11-06
53,Male,Indian,High School,Widowed,Finance,Laborer,22,Self-employed,2494.65,Unsatisfied,No,Yes,No,40.3,0.57,Unemployed,Citizen,Malay,Remote,No,7.3,No,2022-07-08
51,Male,Malay,Diploma,Single,Finance,Clerk,15,Full-time,4923.62,Neutral,No,Yes,Yes,42,0.76,Employed,Foreigner,Mandarin,Remote,Yes,9.7,No,2023-04-05
53,Male,Others,Master,Divorced,Construction,Technician,18,Part-time,10235.76,Satisfied,Yes,Yes,No,54.3,1.1,Student,Permanent Resident,Malay,On-site,No,20,Yes,2021-12-01
48,Female,Malay,High School,Widowed,Hospitality,Doctor,4,Self-employed,12498.38,Unsatisfied,Yes,No,Yes,51.8,1.47,Employed,Permanent Resident,Tamil,Hybrid,No,12.4,No,2021-05-04
26,Male,Indian,Bachelor,Divorced,Construction,Engineer,8,Self-employed,4044.72,Very Satisfied,Yes,No,No,45.6,0.72,Unemployed,Foreigner,Mandarin,On-site,Yes,18.5,Yes,2023-05-10
27,Male,Indian,Diploma,Divorced,Finance,Laborer,8,Self-employed,14925.51,Very Satisfied,Yes,No,Yes,51.9,1.09,Retired,Permanent Resident,Others,Hybrid,Yes,9.3,Yes,2021-02-21
62,Male,Others,Master,Married,Healthcare,Manager,24,Contract,6088.59,Unsatisfied,Yes,Yes,Yes,48.4,1.15,Retired,Foreigner,Others,On-site,No,8.3,Yes,2022-08-11
54,Female,Malay,High School,Single,Construction,Laborer,20,Part-time,2186.27,Very Satisfied,No,No,Yes,47.9,1.8,Unemployed,Citizen,Tamil,Hybrid,No,5.2,No,2022-08-26
44,Male,Chinese,Bachelor,Divorced,Hospitality,Teacher,3,Contract,8325.06,Very Unsatisfied,Yes,No,No,53.9,1.49,Unemployed,Permanent Resident,English,Hybrid,No,9.6,Yes,2022-01-02
30,Male,Chinese,Diploma,Widowed,Hospitality,Teacher,19,Contract,8272.52,Neutral,No,Yes,Yes,48.1,1.73,Unemployed,Foreigner,Mandarin,Hybrid,No,11.9,Yes,2023-06-25
53,Female,Indian,Master,Single,Education,Clerk,6,Self-employed,14096.36,Unsatisfied,No,Yes,No,37,1.23,Employed,Foreigner,Tamil,Hybrid,Yes,15.3,No,2021-03-15
28,Female,Malay,High School,Widowed,Finance,Technician,1,Self-employed,6710.7,Very Satisfied,Yes,No,No,43.9,1.26,Unemployed,Foreigner,Malay,Remote,No,16.9,Yes,2021-08-21
37,Male,Chinese,Master,Divorced,Healthcare,Laborer,17,Self-employed,14637.47,Satisfied,Yes,Yes,No,44.1,1.63,Retired,Permanent Resident,English,Hybrid,No,12.6,Yes,2021-07-05
53,Female,Chinese,High School,Single,Hospitality,Engineer,25,Full-time,7241.64,Very Unsatisfied,No,Yes,No,43.4,1.62,Retired,Citizen,Mandarin,Remote,No,9.7,No,2022-01-17
37,Female,Others,High School,Married,Hospitality,Manager,12,Part-time,5402.89,Very Unsatisfied,Yes,Yes,No,36,1.22,Employed,Citizen,English,Remote,Yes,18.5,Yes,2022-04-28
31,Female,Chinese,PhD,Widowed,Education,Manager,14,Part-time,7665.3,Unsatisfied,No,Yes,No,35.8,1.91,Employed,Foreigner,Others,Remote,Yes,19.1,No,2022-08-04
34,Male,Others,Master,Widowed,Healthcare,Engineer,11,Contract,3997.9,Unsatisfied,No,No,No,50.3,1.14,Retired,Permanent Resident,Mandarin,Hybrid,No,10.1,Yes,2022-12-06
22,Male,Indian,Bachelor,Single,Education,Teacher,13,Contract,14963.36,Satisfied,No,Yes,Yes,44.6,0.76,Unemployed,Foreigner,English,On-site,Yes,14.1,No,2023-12-15
60,Female,Others,High School,Married,Construction,Doctor,21,Contract,4746.13,Neutral,No,Yes,No,36.8,1.45,Student,Citizen,Tamil,On-site,Yes,12.7,Yes,2022-11-10
22,Female,Others,Diploma,Divorced,Healthcare,Clerk,0,Full-time,9424.66,Unsatisfied,Yes,Yes,Yes,35.7,1.7,Unemployed,Foreigner,English,Remote,Yes,11.2,No,2021-12-28
53,Female,Others,High School,Married,Finance,Engineer,29,Full-time,3138.26,Very Unsatisfied,No,Yes,Yes,42,1.54,Student,Citizen,English,Hybrid,Yes,14.4,Yes,2022-07-21
30,Male,Indian,Diploma,Divorced,Construction,Manager,19,Self-employed,3181.39,Unsatisfied,Yes,No,No,58.5,1.83,Retired,Permanent Resident,Malay,Remote,No,5.2,No,2022-02-14
54,Male,Indian,High School,Single,Hospitality,Doctor,3,Full-time,4552.24,Neutral,Yes,No,No,53.5,1.22,Employed,Permanent Resident,English,Remote,Yes,5.8,No,2023-05-11
33,Female,Malay,Bachelor,Widowed,Information Technology,Laborer,3,Full-time,2674.4,Neutral,No,Yes,Yes,57.9,1.49,Student,Foreigner,English,Hybrid,Yes,9.5,No,2023-08-10
21,Female,Indian,PhD,Married,Finance,Teacher,23,Full-time,14435.65,Satisfied,Yes,Yes,No,43.9,1.62,Retired,Citizen,Malay,Remote,No,11,Yes,2021-01-21
28,Female,Chinese,Diploma,Divorced,Hospitality,Technician,1,Contract,12386.51,Satisfied,Yes,No,No,38.1,0.67,Retired,Citizen,Mandarin,On-site,No,18.3,No,2021-01-26
43,Male,Chinese,High School,Single,Hospitality,Teacher,29,Full-time,10699.79,Very Unsatisfied,Yes,No,Yes,44.1,0.94,Unemployed,Citizen,Malay,Hybrid,No,6.9,Yes,2022-02-26
36,Male,Chinese,Bachelor,Single,Education,Engineer,9,Part-time,3652.35,Very Unsatisfied,Yes,No,Yes,49.7,1.68,Student,Citizen,Others,Hybrid,Yes,14.6,Yes,2021-09-18
53,Female,Malay,Master,Married,Construction,Manager,8,Full-time,12147,Satisfied,Yes,No,Yes,42.7,0.8,Student,Citizen,Others,Remote,No,19.4,Yes,2021-09-11
45,Male,Malay,High School,Married,Finance,Teacher,15,Full-time,2781.42,Neutral,Yes,No,Yes,39.4,1.41,Student,Citizen,Tamil,Remote,Yes,14.1,No,2022-06-05
41,Female,Chinese,Diploma,Widowed,Hospitality,Engineer,1,Contract,12020.04,Satisfied,Yes,No,No,37.9,1.75,Unemployed,Permanent Resident,Others,On-site,No,15.3,Yes,2021-11-10
31,Male,Indian,High School,Widowed,Finance,Manager,23,Full-time,6474.03,Very Satisfied,Yes,Yes,Yes,42.8,0.9,Unemployed,Citizen,Others,Hybrid,No,8.5,No,2022-06-24
50,Male,Chinese,Master,Divorced,Hospitality,Teacher,5,Part-time,14451.05,Very Unsatisfied,No,Yes,No,47.9,0.72,Unemployed,Permanent Resident,Tamil,Hybrid,No,12.5,No,2023-01-27
46,Male,Malay,Diploma,Married,Education,Technician,21,Contract,14168.31,Satisfied,Yes,Yes,No,56.9,1.93,Retired,Permanent Resident,Others,Hybrid,No,11.8,Yes,2022-05-19
43,Male,Indian,Master,Married,Hospitality,Doctor,5,Part-time,3672.14,Unsatisfied,No,Yes,No,57.7,0.76,Employed,Foreigner,Others,Remote,Yes,19.2,No,2022-12-19
34,Male,Chinese,Diploma,Widowed,Construction,Engineer,8,Contract,3923.9,Very Satisfied,Yes,No,No,55.4,1.39,Student,Foreigner,English,Remote,Yes,16.5,No,2023-08-12
39,Male,Chinese,Bachelor,Widowed,Education,Clerk,2,Contract,2129,Neutral,No,No,Yes,43.8,1.66,Employed,Permanent Resident,Tamil,On-site,No,13.4,Yes,2022-08-16
40,Male,Chinese,PhD,Married,Finance,Clerk,6,Contract,4172.12,Neutral,Yes,No,No,44.3,0.87,Employed,Permanent Resident,Mandarin,Remote,Yes,7.2,Yes,2021-01-07
26,Male,Indian,PhD,Married,Construction,Doctor,13,Contract,11893.73,Very Satisfied,Yes,Yes,No,50.3,1.45,Student,Citizen,Tamil,On-site,No,8,Yes,2021-05-18
55,Male,Chinese,High School,Single,Construction,Teacher,5,Full-time,12315.84,Satisfied,Yes,Yes,Yes,44.5,0.55,Retired,Citizen,Malay,Remote,No,8.2,No,2023-06-07
60,Female,Malay,Bachelor,Married,Information Technology,Technician,7,Part-time,14198,Unsatisfied,Yes,Yes,Yes,53.1,0.56,Employed,Foreigner,Tamil,Remote,No,9.6,Yes,2022-10-27
26,Male,Others,Bachelor,Widowed,Education,Doctor,14,Part-time,5838.37,Unsatisfied,Yes,Yes,Yes,35.5,0.9,Retired,Foreigner,Malay,Hybrid,No,12.3,Yes,2022-10-09
49,Male,Indian,Diploma,Divorced,Healthcare,Manager,18,Self-employed,14641.22,Neutral,Yes,Yes,Yes,38.1,1.36,Student,Permanent Resident,Mandarin,Remote,No,18.5,No,2023-08-22
56,Female,Indian,High School,Single,Finance,Technician,24,Self-employed,10707.63,Very Unsatisfied,Yes,No,Yes,41.9,0.66,Unemployed,Foreigner,Mandarin,On-site,Yes,5.3,No,2023-05-27
43,Male,Indian,Bachelor,Married,Finance,Manager,11,Full-time,13060.79,Neutral,No,No,No,59.7,1.72,Retired,Citizen,Mandarin,On-site,No,5.4,Yes,2023-04-13
59,Male,Indian,High School,Single,Healthcare,Doctor,24,Full-time,5702.68,Very Unsatisfied,Yes,Yes,Yes,46.7,0.98,Employed,Foreigner,English,Remote,No,8.2,Yes,2021-09-05
32,Male,Indian,Diploma,Single,Finance,Teacher,21,Contract,8116.84,Very Unsatisfied,No,Yes,No,43.9,1.96,Unemployed,Citizen,Others,On-site,Yes,8.2,No,2023-04-23
41,Female,Indian,Master,Widowed,Information Technology,Technician,4,Part-time,4045.45,Very Unsatisfied,Yes,No,Yes,38.5,0.61,Student,Permanent Resident,Malay,Hybrid,Yes,7.3,Yes,2021-03-20
48,Female,Indian,High School,Divorced,Healthcare,Technician,11,Self-employed,9094.99,Satisfied,Yes,Yes,No,45.8,0.77,Unemployed,Citizen,Mandarin,On-site,No,8,No,2022-04-13
31,Male,Malay,Bachelor,Divorced,Hospitality,Technician,22,Part-time,2034.65,Very Unsatisfied,No,No,No,55.9,1.44,Unemployed,Permanent Resident,Malay,On-site,Yes,6.9,No,2021-10-05
56,Male,Others,Diploma,Widowed,Hospitality,Manager,27,Contract,9739.66,Very Satisfied,Yes,No,Yes,48.9,0.72,Employed,Permanent Resident,Malay,Hybrid,Yes,6.6,Yes,2021-06-14
32,Female,Others,Bachelor,Widowed,Hospitality,Clerk,17,Self-employed,11250.98,Satisfied,Yes,No,No,49.4,0.9,Retired,Foreigner,Mandarin,Hybrid,Yes,5.1,Yes,2021-09-12
54,Female,Others,High School,Single,Construction,Technician,19,Full-time,5235.22,Very Satisfied,Yes,Yes,Yes,56.6,1.3,Student,Citizen,English,On-site,Yes,13.4,No,2021-04-23
21,Female,Indian,Master,Married,Information Technology,Manager,1,Contract,11540.74,Very Unsatisfied,Yes,No,Yes,39.5,1.08,Unemployed,Foreigner,Malay,On-site,No,8.7,Yes,2023-02-06
26,Female,Chinese,High School,Married,Education,Engineer,2,Part-time,2501.31,Unsatisfied,No,No,No,50.5,1.46,Unemployed,Citizen,Malay,Remote,No,9.8,No,2022-10-04
31,Female,Malay,Master,Divorced,Information Technology,Teacher,11,Self-employed,8939.76,Unsatisfied,No,No,No,53.8,1.64,Unemployed,Citizen,Others,On-site,No,17.2,Yes,2023-12-06
47,Male,Malay,Diploma,Single,Construction,Teacher,9,Self-employed,14733.23,Satisfied,No,No,Yes,58.5,1.97,Unemployed,Permanent Resident,Tamil,On-site,Yes,13.5,No,2022-07-15
23,Male,Malay,PhD,Married,Healthcare,Manager,21,Part-time,5916.06,Satisfied,Yes,Yes,No,39.6,1.06,Employed,Foreigner,Others,On-site,Yes,15.9,Yes,2023-12-08
20,Female,Others,Bachelor,Widowed,Education,Doctor,16,Full-time,3943.36,Unsatisfied,No,No,No,59.1,1.04,Unemployed,Citizen,Mandarin,Hybrid,No,17.8,No,2021-11-15
48,Male,Others,PhD,Married,Information Technology,Manager,0,Full-time,14228.86,Very Satisfied,Yes,Yes,Yes,48,0.62,Retired,Citizen,Tamil,On-site,No,17.7,Yes,2023-10-16
52,Female,Indian,Bachelor,Single,Hospitality,Technician,28,Full-time,12451.55,Very Unsatisfied,No,Yes,Yes,35.6,1.16,Employed,Permanent Resident,Mandarin,Hybrid,Yes,14.9,Yes,2022-03-02
20,Female,Others,High School,Single,Education,Clerk,16,Part-time,3903.55,Unsatisfied,Yes,No,Yes,55.2,1.82,Employed,Permanent Resident,Malay,Hybrid,Yes,18,No,2021-02-16
32,Male,Indian,High School,Single,Construction,Laborer,12,Self-employed,4690.05,Neutral,Yes,Yes,Yes,50.2,0.51,Student,Citizen,Tamil,On-site,No,18.7,Yes,2021-02-15
52,Male,Others,Diploma,Married,Healthcare,Manager,22,Part-time,6447.02,Satisfied,Yes,Yes,No,52.3,1.89,Student,Citizen,English,Hybrid,Yes,8,No,2021-09-26
56,Female,Malay,Bachelor,Divorced,Construction,Clerk,22,Contract,13302.39,Very Satisfied,No,Yes,No,39.9,1.16,Student,Citizen,Tamil,Remote,No,17.8,No,2021-06-25
26,Female,Malay,Master,Single,Hospitality,Technician,9,Contract,7553.65,Very Satisfied,No,Yes,No,49.6,0.81,Retired,Citizen,Malay,Hybrid,No,13.4,No,2023-09-05
52,Male,Others,Master,Single,Education,Technician,18,Full-time,10300.62,Unsatisfied,Yes,Yes,No,35,0.55,Student,Citizen,Others,On-site,No,11.1,No,2022-03-26
39,Male,Indian,PhD,Married,Healthcare,Teacher,15,Part-time,6318.65,Satisfied,Yes,No,No,47.9,0.82,Retired,Foreigner,Mandarin,Hybrid,Yes,15.1,Yes,2022-10-25
28,Female,Malay,Master,Single,Healthcare,Clerk,17,Full-time,3458.68,Unsatisfied,No,Yes,Yes,48.4,0.87,Retired,Citizen,Mandarin,Hybrid,Yes,17.6,Yes,2022-06-22
58,Female,Chinese,Master,Divorced,Healthcare,Doctor,10,Self-employed,12979.44,Very Satisfied,No,No,Yes,39.9,0.52,Employed,Permanent Resident,English,Remote,No,9.5,Yes,2022-05-03
26,Male,Indian,Diploma,Divorced,Healthcare,Doctor,7,Self-employed,14765.83,Neutral,Yes,No,No,39,1.29,Employed,Foreigner,Malay,Hybrid,Yes,19.9,Yes,2023-08-04
42,Female,Chinese,High School,Divorced,Hospitality,Engineer,16,Full-time,9711.85,Very Satisfied,Yes,Yes,No,43.4,1.77,Employed,Foreigner,Malay,Remote,No,16.2,No,2022-01-17
26,Female,Others,Diploma,Single,Healthcare,Engineer,9,Full-time,10726.67,Unsatisfied,No,Yes,No,41.1,1.78,Employed,Foreigner,Mandarin,On-site,Yes,16.7,No,2022-05-08
23,Male,Malay,High School,Divorced,Finance,Teacher,3,Full-time,14782.69,Very Satisfied,No,No,Yes,54.3,1.9,Student,Foreigner,Tamil,Hybrid,No,16.7,Yes,2021-07-18
41,Female,Chinese,Bachelor,Married,Finance,Engineer,10,Full-time,10103.14,Satisfied,No,No,No,39.5,1.65,Employed,Permanent Resident,Tamil,On-site,Yes,5.2,No,2022-02-08
34,Female,Indian,PhD,Divorced,Information Technology,Teacher,19,Contract,11711.66,Unsatisfied,No,Yes,No,37.7,1.53,Employed,Citizen,Malay,Hybrid,Yes,18.7,No,2022-08-09
21,Female,Indian,Bachelor,Single,Construction,Doctor,16,Part-time,10528.97,Satisfied,Yes,Yes,No,55.2,1.64,Employed,Citizen,Mandarin,On-site,Yes,11.8,No,2022-02-24
32,Male,Others,Master,Divorced,Finance,Engineer,17,Contract,14480.65,Neutral,No,No,No,37.6,1.96,Student,Citizen,Others,On-site,Yes,18.7,Yes,2021-09-11
54,Female,Chinese,Master,Divorced,Hospitality,Doctor,2,Part-time,5853.39,Very Satisfied,Yes,Yes,No,48.9,1.49,Unemployed,Foreigner,Mandarin,Remote,Yes,11.8,No,2021-06-20
26,Female,Malay,High School,Widowed,Healthcare,Clerk,26,Full-time,14408.47,Very Unsatisfied,Yes,No,No,42,1.73,Unemployed,Foreigner,Others,Hybrid,Yes,19.7,No,2022-12-07
55,Female,Indian,Master,Married,Construction,Manager,5,Contract,14994.82,Neutral,Yes,No,Yes,39.5,0.52,Unemployed,Citizen,Tamil,On-site,No,13.2,No,2021-07-08
32,Female,Chinese,Master,Single,Education,Manager,1,Self-employed,14459.45,Neutral,Yes,No,Yes,53.9,1.69,Student,Permanent Resident,Tamil,Hybrid,Yes,13.4,No,2023-06-13
20,Female,Malay,Diploma,Divorced,Information Technology,Clerk,12,Part-time,6466.86,Very Satisfied,No,No,No,40.4,1.82,Employed,Permanent Resident,Others,Remote,No,7,Yes,2022-10-14
51,Male,Malay,PhD,Widowed,Information Technology,Clerk,8,Self-employed,4662.33,Unsatisfied,Yes,Yes,No,40.3,0.71,Employed,Foreigner,Others,On-site,Yes,10.1,Yes,2021-01-25
56,Female,Chinese,High School,Divorced,Hospitality,Teacher,7,Full-time,4108.07,Very Satisfied,No,Yes,Yes,37.9,0.59,Unemployed,Foreigner,English,On-site,No,13.3,No,2021-08-23
44,Female,Indian,Master,Divorced,Education,Doctor,20,Part-time,12557.97,Neutral,Yes,Yes,Yes,52.9,1.67,Student,Foreigner,Malay,Remote,Yes,9.6,No,2023-08-16
21,Female,Malay,Master,Married,Education,Technician,5,Self-employed,14438.22,Satisfied,Yes,No,Yes,58,0.63,Student,Permanent Resident,Malay,Hybrid,Yes,8.3,Yes,2021-05-12
36,Male,Malay,PhD,Single,Hospitality,Technician,0,Contract,8004.82,Very Satisfied,No,Yes,No,46.7,1.47,Retired,Permanent Resident,Malay,Hybrid,Yes,16,Yes,2023-04-15
35,Female,Indian,High School,Widowed,Hospitality,Manager,17,Contract,13329.13,Satisfied,No,Yes,No,49.4,1.5,Retired,Citizen,English,Remote,No,19.4,No,2021-05-25
35,Male,Malay,Bachelor,Widowed,Hospitality,Engineer,2,Part-time,3858.05,Satisfied,Yes,No,No,59.8,1.63,Retired,Citizen,English,Remote,No,18.3,No,2023-02-26
55,Female,Indian,High School,Widowed,Healthcare,Technician,4,Part-time,12961.02,Neutral,No,Yes,No,42.7,0.75,Student,Permanent Resident,Tamil,Hybrid,Yes,17.9,No,2023-01-24
54,Male,Malay,PhD,Widowed,Construction,Technician,18,Full-time,13061.55,Very Unsatisfied,Yes,Yes,No,59.9,1.55,Employed,Citizen,Mandarin,Remote,Yes,18.3,No,2023-11-24
43,Female,Others,Bachelor,Married,Healthcare,Doctor,24,Full-time,13719.18,Very Satisfied,No,Yes,No,53.3,1.79,Unemployed,Permanent Resident,Malay,On-site,Yes,18.9,No,2021-02-13
48,Female,Others,Master,Divorced,Hospitality,Doctor,26,Full-time,5172.56,Unsatisfied,Yes,Yes,No,43.4,1.99,Retired,Foreigner,Malay,On-site,Yes,7.7,No,2022-06-01
20,Female,Others,High School,Single,Finance,Technician,7,Contract,2509.39,Satisfied,Yes,No,Yes,57.8,1.98,Unemployed,Foreigner,Others,On-site,Yes,19.3,Yes,2021-04-03
26,Female,Others,PhD,Widowed,Information Technology,Engineer,6,Self-employed,2865.1,Satisfied,No,No,No,40.5,1.68,Unemployed,Foreigner,Tamil,Remote,Yes,11.4,Yes,2023-09-06
28,Female,Malay,Master,Married,Construction,Doctor,4,Contract,13123.48,Very Unsatisfied,No,Yes,Yes,41.6,1.3,Retired,Citizen,Others,On-site,No,8.5,Yes,2022-03-21
42,Male,Malay,Bachelor,Single,Hospitality,Engineer,10,Contract,7725.3,Very Satisfied,No,Yes,No,50.4,1.1,Employed,Citizen,Mandarin,Hybrid,No,13.7,No,2023-06-28
24,Female,Indian,Diploma,Widowed,Construction,Teacher,29,Self-employed,2171.98,Satisfied,Yes,Yes,No,54.5,0.78,Student,Permanent Resident,Malay,Hybrid,No,5.6,No,2022-12-27
54,Female,Chinese,Master,Divorced,Education,Laborer,15,Self-employed,12954.05,Very Unsatisfied,No,No,No,42.2,0.5,Student,Foreigner,Others,Hybrid,No,9.8,No,2023-01-28
29,Female,Malay,Diploma,Widowed,Finance,Doctor,26,Self-employed,3583.66,Very Unsatisfied,Yes,No,No,57.5,1.98,Student,Citizen,Mandarin,Remote,Yes,19.9,Yes,2023-02-05
53,Male,Malay,High School,Single,Construction,Doctor,14,Contract,2302.75,Satisfied,Yes,No,Yes,36.8,0.62,Employed,Permanent Resident,Mandarin,On-site,No,12.4,Yes,2022-07-27
22,Female,Malay,PhD,Married,Information Technology,Teacher,0,Part-time,6489.72,Very Satisfied,Yes,Yes,Yes,38.5,0.82,Student,Citizen,Mandarin,Hybrid,No,19.7,Yes,2022-04-03
21,Male,Chinese,PhD,Single,Hospitality,Doctor,18,Self-employed,9870.36,Unsatisfied,Yes,Yes,No,39.5,1.98,Student,Permanent Resident,Malay,On-site,Yes,7.4,No,2022-12-17
60,Female,Others,Bachelor,Divorced,Hospitality,Technician,20,Full-time,4848.86,Satisfied,Yes,No,Yes,35.5,1.64,Student,Foreigner,Mandarin,Remote,No,18.2,Yes,2023-12-17
24,Female,Indian,High School,Divorced,Information Technology,Doctor,15,Part-time,11057.4,Very Satisfied,No,No,No,42,1.82,Unemployed,Foreigner,Mandarin,On-site,No,11,No,2021-12-02
52,Female,Chinese,PhD,Divorced,Healthcare,Engineer,24,Full-time,14531.64,Neutral,Yes,No,No,37.1,0.91,Student,Citizen,Malay,On-site,No,8.2,No,2021-12-18
58,Female,Malay,Diploma,Married,Healthcare,Doctor,18,Full-time,14167.89,Satisfied,No,Yes,Yes,59.2,1.95,Employed,Permanent Resident,Mandarin,Remote,No,9.2,No,2021-08-08
42,Male,Malay,Master,Single,Healthcare,Doctor,3,Self-employed,9634.33,Satisfied,Yes,Yes,Yes,43.2,1.55,Unemployed,Permanent Resident,Mandarin,Hybrid,No,11.8,No,2022-03-17
32,Male,Indian,High School,Married,Education,Doctor,21,Contract,14145.32,Satisfied,No,No,Yes,49.5,1.61,Retired,Foreigner,Malay,Remote,Yes,18.2,No,2023-02-25
43,Female,Indian,PhD,Single,Construction,Clerk,11,Full-time,12798.5,Neutral,Yes,Yes,Yes,46.1,0.72,Unemployed,Permanent Resident,English,Remote,Yes,6.5,Yes,2021-09-03
42,Male,Indian,High School,Divorced,Information Technology,Engineer,2,Part-time,5557.14,Very Unsatisfied,Yes,No,Yes,39.1,1.18,Employed,Citizen,English,Remote,Yes,14.6,No,2021-05-04
39,Male,Indian,High School,Single,Construction,Clerk,15,Full-time,12356.07,Very Satisfied,No,No,Yes,39.9,1.84,Unemployed,Foreigner,Tamil,Remote,Yes,17.7,Yes,2022-03-11
38,Male,Chinese,PhD,Married,Construction,Technician,4,Self-employed,2863,Satisfied,No,Yes,No,55.5,1.78,Retired,Citizen,English,Hybrid,No,18.9,Yes,2022-01-24
32,Male,Malay,High School,Married,Healthcare,Teacher,11,Part-time,5165.45,Very Satisfied,No,Yes,Yes,40,1.98,Student,Permanent Resident,Tamil,On-site,Yes,11.7,Yes,2022-09-19
52,Female,Others,Master,Divorced,Healthcare,Clerk,19,Part-time,14300.6,Very Satisfied,Yes,Yes,No,44.9,0.51,Retired,Permanent Resident,Malay,On-site,Yes,5.3,Yes,2022-08-26
45,Female,Malay,Diploma,Married,Information Technology,Teacher,3,Self-employed,2275.47,Very Satisfied,No,No,No,37,0.91,Employed,Citizen,English,On-site,Yes,6.2,Yes,2021-11-27
55,Female,Others,Master,Single,Construction,Clerk,10,Self-employed,3596.86,Unsatisfied,Yes,Yes,Yes,43.2,1.4,Unemployed,Foreigner,Others,On-site,No,10.2,No,2021-01-16
43,Male,Others,Bachelor,Married,Education,Manager,4,Self-employed,12156.52,Very Satisfied,Yes,No,No,36.1,1.51,Student,Permanent Resident,Tamil,Remote,Yes,7.8,Yes,2023-03-23
62,Male,Indian,Diploma,Single,Construction,Manager,0,Contract,2130.71,Very Unsatisfied,No,Yes,No,53.4,1.73,Unemployed,Citizen,Others,On-site,No,16.5,Yes,2023-08-14
46,Male,Chinese,PhD,Married,Information Technology,Teacher,11,Part-time,10521.37,Very Satisfied,Yes,Yes,Yes,47.3,1.87,Student,Foreigner,Tamil,Hybrid,Yes,10.1,No,2023-06-01
21,Female,Chinese,Diploma,Widowed,Healthcare,Manager,18,Full-time,12884.24,Neutral,Yes,Yes,Yes,37.1,1.18,Retired,Foreigner,Others,Remote,No,14.4,No,2021-06-24
24,Male,Chinese,Master,Single,Healthcare,Engineer,19,Contract,5102.21,Neutral,No,No,Yes,58.4,1.28,Student,Foreigner,Tamil,Remote,Yes,8.3,No,2022-07-28
52,Female,Malay,Master,Widowed,Education,Laborer,3,Contract,8074.46,Neutral,Yes,Yes,Yes,54.5,1.79,Employed,Permanent Resident,English,Remote,No,17,No,2022-06-07
56,Female,Chinese,Bachelor,Divorced,Healthcare,Doctor,18,Contract,10868.04,Very Unsatisfied,No,No,No,58.2,0.62,Unemployed,Permanent Resident,English,Remote,No,14.4,Yes,2022-03-17
28,Female,Others,High School,Widowed,Finance,Manager,2,Contract,5090.14,Neutral,Yes,No,Yes,52.8,1.31,Employed,Foreigner,English,On-site,No,9.3,No,2023-06-04
55,Female,Others,Bachelor,Divorced,Information Technology,Laborer,21,Full-time,12569.2,Neutral,Yes,No,No,52.2,1.4,Unemployed,Citizen,Malay,Remote,Yes,15,No,2022-09-16
40,Male,Indian,Master,Single,Finance,Doctor,17,Part-time,12396.23,Neutral,No,Yes,Yes,44.8,1.65,Employed,Permanent Resident,Tamil,On-site,Yes,16.5,Yes,2022-09-05
55,Male,Chinese,Bachelor,Married,Finance,Technician,28,Part-time,7696.27,Unsatisfied,No,Yes,Yes,42.5,1.37,Employed,Foreigner,Malay,On-site,Yes,9.3,Yes,2021-05-14
32,Male,Others,Master,Married,Hospitality,Technician,22,Full-time,6434.35,Very Unsatisfied,No,No,No,48.1,1.87,Student,Permanent Resident,English,Remote,No,11.7,No,2021-03-20
54,Female,Indian,PhD,Widowed,Finance,Manager,22,Self-employed,2173.89,Satisfied,No,Yes,Yes,43.2,1.42,Student,Permanent Resident,Mandarin,Remote,Yes,12.8,Yes,2023-03-24
55,Female,Chinese,Bachelor,Widowed,Construction,Laborer,8,Self-employed,2895.95,Satisfied,Yes,No,No,40.7,0.82,Student,Foreigner,Tamil,Hybrid,Yes,6.3,Yes,2022-05-20
36,Male,Indian,Master,Single,Hospitality,Laborer,2,Contract,14175.33,Neutral,No,No,No,40.4,1.71,Employed,Citizen,Others,On-site,No,17.9,Yes,2022-01-11
27,Female,Indian,Diploma,Widowed,Healthcare,Doctor,6,Full-time,12383.4,Satisfied,Yes,No,Yes,53.5,1.51,Employed,Permanent Resident,Mandarin,Hybrid,No,17.1,Yes,2022-05-06
44,Female,Indian,Bachelor,Married,Education,Manager,4,Contract,9200.85,Neutral,Yes,No,No,44.1,1.94,Student,Foreigner,English,Hybrid,No,6.9,Yes,2022-04-10
38,Male,Others,Diploma,Single,Hospitality,Technician,8,Full-time,8034.41,Very Unsatisfied,No,Yes,No,38.5,1.82,Employed,Foreigner,English,Remote,Yes,16.3,No,2022-02-14
52,Male,Chinese,High School,Single,Hospitality,Manager,20,Self-employed,9787.64,Unsatisfied,Yes,No,Yes,41.5,1.91,Unemployed,Foreigner,Malay,Hybrid,No,9,No,2023-01-09
43,Male,Malay,High School,Married,Education,Doctor,1,Contract,9310.16,Neutral,Yes,Yes,Yes,60,1.21,Retired,Permanent Resident,Malay,Remote,Yes,13.2,Yes,2023-03-11
