Year,Month,Region,Category,Product,Units Sold,Unit Price,Cost of Goods Sold,Marketing Spend,Customer Ratings
2021,4,Malaysia,Home Appliances,Air Conditioner,1403.0,1185.17,1093.49,6580.39,3.6
2019,3,Singapore,Home Appliances,Washing Machine,1368.0,1804.57,1306.26,14371.99,4.7
2021,1,Malaysia,Home Appliances,Blender,1028.0,1520.07,696.26,3909.08,1.8
2021,6,Malaysia,Personal Care,Hair Dryer,1132.0,813.13,812.14,9269.73,1.8
2019,6,Indonesia,Personal Care,Electric Toothbrush,1287.0,737.85,48.82,30687.92,2.5
2019,5,Thailand,Home Appliances,Washing Machine,1173.0,855.31,102.61,47238.64,2.9
2021,11,Singapore,Personal Care,Hair Straightener,441.0,1844.66,571.79,1059.02,3.7
2018,12,Singapore,Computers,Desktop,222.0,1188.64,252.62,11657.37,4.8
2018,10,Thailand,Personal Care,Electric Toothbrush,574.0,112.37,741.31,39070.59,1.8
2020,7,Thailand,Computers,Keyboard,400.0,1617.59,1012.84,37856.85,2.8
2020,6,Singapore,Entertainment,DVD Player,858.0,1099.83,184.44,48693.27,3.1
2020,11,Malaysia,Home Appliances,Blender,147.0,1574.47,1386.04,37065.55,2.5
2021,11,Singapore,Computers,Laptop,1118.0,1437.15,1258.63,12010.71,4.9
2019,10,Singapore,Electronics,E-reader,307.0,106.16,289.78,30203.54,3.0
2022,9,Philippines,Entertainment,Streaming Device,786.0,728.78,196.7,47871.83,2.1
2019,10,Singapore,Entertainment,Sound System,219.0,979.48,126.17,17139.58,1.3
2022,7,Malaysia,Electronics,Tablet,620.0,1672.28,1336.12,7657.5,1.4
2019,4,Malaysia,Electronics,Smartwatch,688.0,1124.15,1493.62,16217.18,3.0
2019,10,Philippines,Entertainment,Television,668.0,56.78,1414.02,29152.62,3.8
2022,7,Singapore,Computers,Laptop,624.0,1505.34,1254.96,18365.52,3.1
2018,11,Malaysia,Computers,Laptop,770.0,1622.53,421.38,46072.21,1.4
2020,3,Malaysia,Electronics,E-reader,1176.0,616.64,1214.68,24735.53,3.9
2021,8,Philippines,Entertainment,DVD Player,444.0,1052.99,821.44,28619.54,2.9
2021,3,Malaysia,Computers,Keyboard,947.0,305.53,1303.9,17492.8,3.0
2018,9,Singapore,Electronics,Smartwatch,1179.0,1618.5,1480.55,10020.88,4.1
2018,12,Thailand,Personal Care,Shaver,810.0,19999.4,1257.0,31967.92,2.1
2021,3,Singapore,Entertainment,Television,998.0,1749.35,262.19,34760.9,2.6
2022,4,Malaysia,Personal Care,Hair Straightener,124.0,1217.98,761.71,33555.05,2.6
2021,10,Singapore,Personal Care,Hair Dryer,344.0,1599.28,1015.45,21407.66,1.4
2019,10,Malaysia,Entertainment,DVD Player,1124.0,457.84,967.88,12743.69,4.0
2022,11,Singapore,Personal Care,Hair Dryer,1037.0,927.83,1458.35,41630.99,1.2
2018,10,Thailand,Home Appliances,Microwave,1136.0,1845.16,581.12,30149.19,3.0
2021,8,Thailand,Personal Care,Hair Dryer,1205.0,962.1,1002.9,27660.75,5.0
2018,12,Philippines,Electronics,Tablet,1144.0,918.6,1233.2,5523.22,1.2
2022,8,Malaysia,Electronics,Smartphone,248.0,1195.59,285.01,21692.71,3.9
2019,4,Philippines,Computers,Printer,491.0,1122.63,25.81,1820.11,4.6
2019,7,Thailand,Home Appliances,Refrigerator,781.0,1517.83,341.69,23329.39,1.6
2018,12,Singapore,Computers,External Hard Drive,670.0,357.84,343.87,10007.26,1.4
2022,3,Singapore,Home Appliances,Washing Machine,691.0,1704.57,63.16,32119.46,1.1
2019,9,Indonesia,Entertainment,Television,301.0,1368.74,850.67,38213.64,2.5
2019,3,Singapore,Computers,Laptop,988.0,1667.54,436.74,36076.19,1.5
2019,10,Indonesia,Personal Care,Hair Straightener,481.0,602.41,374.64,6454.15,4.2
2022,1,Philippines,Personal Care,Hair Dryer,537.0,1734.18,931.06,37972.2,1.6
2019,12,Thailand,Electronics,Camera,,,835.35,20425.52,
2022,1,Thailand,Entertainment,Gaming Console,539.0,1844.42,613.6,22458.42,3.7
2018,5,Indonesia,Computers,External Hard Drive,365.0,1940.02,879.93,33018.18,3.8
2022,7,Indonesia,Electronics,Tablet,1015.0,573.92,1297.27,32848.45,4.4
2018,3,Malaysia,Entertainment,DVD Player,639.0,569.42,1376.45,46968.13,3.9
2018,10,Malaysia,Home Appliances,Dryer,1048.0,386.7,1373.05,38224.47,2.0
2019,10,Thailand,Computers,Printer,1313.0,768.56,737.99,42135.82,4.7
2018,11,Indonesia,Electronics,Tablet,1357.0,1847.13,172.63,24780.8,1.8
2018,7,Philippines,Entertainment,Sound System,521.0,51.94,1266.26,11288.86,1.6
2020,12,Thailand,Personal Care,Hair Dryer,,,900.16,9391.55,
2020,5,Malaysia,Home Appliances,Blender,1146.0,269.41,788.52,35780.15,2.1
2020,10,Philippines,Computers,Keyboard,705.0,1450.16,1333.7,9171.87,3.8
2021,1,Malaysia,Entertainment,Streaming Device,122.0,738.89,1194.9,17353.13,3.4
2022,6,Malaysia,Entertainment,Gaming Console,93.0,1075.71,400.0,6326.9,3.2
2022,4,Malaysia,Electronics,Camera,210.0,1104.89,205.86,3842.09,1.9
2020,11,Indonesia,Home Appliances,Air Conditioner,357.0,164.05,941.69,6557.76,4.4
2019,10,Malaysia,Personal Care,Massager,1147.0,813.64,688.0,11191.23,2.5
2020,2,Malaysia,Entertainment,Sound System,14990.0,1624.98,1194.89,4256.21,3.4
2022,9,Singapore,Personal Care,Massager,1116.0,1811.69,131.7,33254.14,3.0
2020,8,Indonesia,Entertainment,DVD Player,1171.0,1883.33,330.37,34137.94,2.9
2019,10,Philippines,Home Appliances,Air Conditioner,93.0,1628.65,138.49,30627.03,3.8
2022,1,Singapore,Entertainment,VR Headset,1153.0,1044.98,34.96,32860.38,3.8
2018,10,Thailand,Personal Care,Facial Cleanser,1263.0,1420.13,798.68,15167.58,1.6
2019,6,Malaysia,Electronics,Smartwatch,655.0,294.64,1228.06,39274.35,3.3
2021,11,Singapore,Entertainment,Television,145.0,1356.7,51.79,37709.35,2.7
2020,10,Malaysia,Personal Care,Massager,525.0,1847.68,796.6,37681.45,4.0
2022,1,Indonesia,Personal Care,Facial Cleanser,,,563.87,14232.74,
2019,2,Indonesia,Electronics,Smartphone,225.0,864.09,1472.22,48486.59,3.5
2021,5,Philippines,Home Appliances,Air Conditioner,505.0,1089.0,1008.77,4337.94,4.6
2022,6,Singapore,Computers,Printer,820.0,1508.33,1089.82,6271.47,3.6
2022,5,Philippines,Electronics,Camera,366.0,999.22,185.05,7129.84,2.5
2020,4,Indonesia,Entertainment,Gaming Console,997.0,1641.99,660.23,49945.11,3.7
2019,2,Indonesia,Entertainment,Streaming Device,159.0,1022.19,1409.01,22037.7,4.0
2018,3,Indonesia,Entertainment,Television,1034.0,544.08,545.81,30446.7,4.8
2022,4,Thailand,Home Appliances,Air Conditioner,1462.0,726.26,1087.34,32223.41,1.0
2019,2,Thailand,Electronics,Smartphone,1423.0,1632.21,1401.94,21763.69,1.7
2021,3,Malaysia,Personal Care,Shaver,,,550.23,38506.75,
2018,6,Singapore,Personal Care,Hair Dryer,613.0,1619.44,271.85,39899.86,1.4
2022,9,Thailand,Electronics,Smartwatch,1355.0,19999.4,1010.1,7733.63,2.2
2020,3,Thailand,Entertainment,Sound System,,,175.62,15551.22,
2020,1,Philippines,Entertainment,VR Headset,366.0,567.34,952.63,34512.71,2.8
2018,8,Thailand,Electronics,Smartwatch,167.0,1468.58,939.14,39572.84,3.0
2022,7,Indonesia,Electronics,Smartphone,302.0,1023.82,999.7,27139.72,1.3
2022,11,Thailand,Home Appliances,Blender,1285.0,1542.94,616.82,34454.3,4.3
2021,10,Malaysia,Personal Care,Hair Straightener,751.0,368.06,911.34,46911.68,2.8
2021,1,Thailand,Home Appliances,Refrigerator,330.0,487.67,1396.55,49098.63,2.0
2020,6,Malaysia,Electronics,Smartphone,1384.0,1323.3,385.17,30494.48,4.6
2020,9,Singapore,Entertainment,VR Headset,877.0,1741.25,67.17,48624.27,1.6
2022,12,Indonesia,Personal Care,Hair Straightener,270.0,568.64,860.17,37879.65,3.9
2019,8,Philippines,Home Appliances,Microwave,89.0,119.17,1073.18,42045.05,4.6
2021,7,Thailand,Electronics,Portable Speaker,1278.0,393.92,473.95,21083.7,2.3
2018,1,Philippines,Personal Care,Hair Straightener,61.0,1712.16,224.16,3478.99,4.7
2018,7,Philippines,Personal Care,Shaver,1037.0,19999.4,561.44,45297.46,2.4
2018,12,Philippines,Entertainment,Streaming Device,1377.0,216.37,1122.61,18397.59,4.4
2020,10,Philippines,Computers,Printer,1494.0,1053.83,192.52,13415.42,4.1
2019,7,Indonesia,Electronics,Tablet,447.0,1153.13,603.26,39454.38,4.4
2018,12,Malaysia,Home Appliances,Dryer,128.0,1288.13,1185.36,40275.16,2.6
2020,11,Singapore,Personal Care,Shaver,1309.0,1196.17,919.37,30061.69,4.1
2021,3,Singapore,Personal Care,Hair Straightener,105.0,1916.25,448.81,9421.18,4.7
2021,6,Singapore,Personal Care,Facial Cleanser,461.0,583.82,599.84,47037.95,2.9
2019,6,Indonesia,Entertainment,Streaming Device,631.0,1470.72,1364.67,40125.66,3.6
2020,12,Thailand,Home Appliances,Refrigerator,1296.0,1388.32,669.83,6076.52,4.7
2022,7,Philippines,Personal Care,Shaver,1049.0,107.72,825.2,43040.59,1.7
2021,8,Thailand,Home Appliances,Washing Machine,14990.0,1527.13,1126.72,42196.01,2.6
2020,5,Malaysia,Electronics,E-reader,182.0,924.79,1291.91,11219.34,1.9
2019,1,Indonesia,Personal Care,Shaver,57.0,1461.33,669.2,13563.13,4.3
2021,6,Singapore,Entertainment,VR Headset,881.0,1322.77,155.95,13047.5,2.7
2020,10,Philippines,Home Appliances,Air Conditioner,445.0,1531.69,1187.74,12911.14,1.7
2022,5,Singapore,Computers,Desktop,300.0,1973.43,1162.39,1042.22,2.9
2022,11,Indonesia,Entertainment,Television,1291.0,945.32,978.07,36050.06,3.1
2019,2,Thailand,Personal Care,Hair Straightener,14990.0,814.46,687.87,49904.63,2.8
2021,4,Singapore,Entertainment,Gaming Console,114.0,971.82,360.64,22569.02,3.8
2019,12,Singapore,Entertainment,Streaming Device,810.0,1173.83,47.19,39534.42,5.0
2022,7,Philippines,Home Appliances,Dryer,408.0,1739.5,51.18,18606.23,3.4
2019,10,Thailand,Electronics,Camera,,,42.94,3641.23,
2021,8,Indonesia,Personal Care,Shaver,337.0,1085.96,1448.28,23051.31,1.3
2021,2,Thailand,Entertainment,DVD Player,14990.0,1702.89,1460.26,7645.58,3.7
2020,7,Thailand,Home Appliances,Blender,88.0,879.44,576.58,28788.9,1.9
2020,7,Singapore,Home Appliances,Air Conditioner,801.0,180.54,976.94,15047.08,3.9
2018,8,Thailand,Computers,External Hard Drive,119.0,1170.95,390.0,17662.95,3.9
2020,4,Philippines,Home Appliances,Washing Machine,83.0,1016.91,815.66,42476.76,3.2
2018,11,Singapore,Entertainment,Streaming Device,839.0,1136.1,1002.33,49564.8,4.1
2020,8,Philippines,Entertainment,Sound System,669.0,1615.56,381.44,20097.1,1.8
2021,12,Philippines,Home Appliances,Refrigerator,1090.0,734.29,63.63,9523.87,1.5
2021,12,Thailand,Personal Care,Massager,,,408.1,35822.51,
2019,3,Singapore,Computers,External Hard Drive,1366.0,96.87,1032.81,19739.55,4.4
2021,5,Singapore,Personal Care,Shaver,1416.0,878.11,94.35,12202.21,2.2
2021,2,Singapore,Computers,Laptop,654.0,427.92,315.68,44963.48,2.7
2018,6,Singapore,Home Appliances,Air Conditioner,1254.0,277.96,87.82,32672.94,4.8
2019,12,Thailand,Computers,Keyboard,611.0,1648.08,951.32,4241.05,3.6
2021,2,Philippines,Entertainment,Streaming Device,489.0,1255.78,543.24,23457.61,2.6
2021,1,Malaysia,Electronics,Smartwatch,,,199.07,12218.56,
2022,11,Indonesia,Home Appliances,Air Conditioner,,,1065.24,39057.55,
2021,8,Indonesia,Personal Care,Facial Cleanser,800.0,164.49,474.57,45264.78,4.5
2022,11,Philippines,Electronics,Smartwatch,1438.0,474.72,815.34,16850.96,4.9
2020,7,Indonesia,Home Appliances,Blender,242.0,1481.4,1013.09,49119.59,4.0
2020,5,Indonesia,Home Appliances,Microwave,,,878.89,44380.19,
2021,4,Philippines,Home Appliances,Dryer,427.0,554.28,1287.56,37592.64,1.2
2019,2,Philippines,Electronics,Portable Speaker,1365.0,1400.85,984.18,16415.7,2.3
2021,10,Indonesia,Computers,Desktop,267.0,496.67,100.52,41259.16,4.7
2020,7,Philippines,Entertainment,Streaming Device,440.0,494.25,986.03,44787.86,1.3
2022,6,Philippines,Computers,Monitor,392.0,707.61,562.99,21152.46,1.2
2022,4,Singapore,Personal Care,Facial Cleanser,170.0,1557.28,604.0,36292.53,1.8
2020,3,Philippines,Personal Care,Hair Straightener,1063.0,1831.38,693.51,2047.11,2.2
2021,5,Malaysia,Personal Care,Electric Toothbrush,1466.0,727.74,1404.19,13597.89,3.8
2020,5,Indonesia,Electronics,Smartphone,572.0,261.74,621.12,26179.55,4.9
2020,6,Malaysia,Electronics,Smartphone,1424.0,897.2,310.49,28354.09,3.2
2022,4,Malaysia,Home Appliances,Refrigerator,1191.0,435.11,138.72,11563.03,4.8
2022,5,Indonesia,Entertainment,Television,1001.0,1451.92,966.28,22148.53,1.5
2020,2,Philippines,Computers,Keyboard,330.0,290.78,1390.87,18712.72,1.4
2022,6,Singapore,Home Appliances,Refrigerator,1155.0,500.95,520.84,11214.59,3.2
2021,12,Philippines,Electronics,E-reader,1069.0,1020.6,294.25,37465.48,1.9
2021,9,Indonesia,Personal Care,Hair Straightener,1072.0,336.18,798.69,41569.57,3.2
2018,2,Thailand,Electronics,Smartwatch,414.0,1764.73,383.16,9374.06,4.7
2020,5,Thailand,Computers,Laptop,1235.0,641.73,478.09,40477.27,4.6
2019,7,Indonesia,Personal Care,Shaver,93.0,545.16,386.87,40763.6,2.0
2021,10,Thailand,Entertainment,VR Headset,1299.0,1978.78,1348.78,6689.37,4.7
2022,12,Thailand,Entertainment,Sound System,679.0,231.97,141.66,12323.54,4.0
2020,2,Thailand,Entertainment,Television,230.0,58.23,390.69,2479.54,3.4
2019,7,Thailand,Computers,Keyboard,14990.0,554.62,224.69,12472.47,3.7
2019,8,Thailand,Electronics,E-reader,711.0,523.21,569.63,31342.62,1.9
2019,7,Philippines,Computers,External Hard Drive,643.0,839.42,1356.85,10425.46,4.1
2019,5,Philippines,Personal Care,Hair Dryer,1014.0,540.51,352.05,5481.75,3.5
2021,11,Malaysia,Personal Care,Hair Dryer,1092.0,146.34,807.56,28351.24,3.1
2018,4,Thailand,Computers,Monitor,715.0,533.62,541.39,3315.9,4.7
2022,4,Philippines,Personal Care,Massager,453.0,425.88,26.59,41983.88,2.6
2021,4,Philippines,Home Appliances,Refrigerator,751.0,1052.56,1090.93,20247.08,2.1
2018,4,Indonesia,Electronics,Tablet,665.0,382.72,917.0,48232.4,4.7
2021,7,Thailand,Electronics,Smartphone,255.0,702.31,796.33,40902.97,2.4
2022,5,Indonesia,Entertainment,Streaming Device,457.0,1112.41,1077.34,10882.35,1.1
2021,12,Thailand,Personal Care,Massager,378.0,1247.11,812.31,23166.41,3.5
2022,11,Thailand,Home Appliances,Air Conditioner,1015.0,192.22,1452.71,41403.5,4.8
2020,7,Thailand,Home Appliances,Microwave,761.0,550.14,849.8,45695.24,3.6
2021,7,Malaysia,Computers,Keyboard,133.0,599.44,965.42,23895.01,1.3
2020,9,Malaysia,Home Appliances,Refrigerator,688.0,195.97,373.38,37664.87,3.5
2021,1,Singapore,Home Appliances,Washing Machine,,,927.07,24064.21,
2020,9,Indonesia,Personal Care,Electric Toothbrush,823.0,827.76,1096.92,26578.58,2.2
2020,9,Indonesia,Entertainment,Gaming Console,1283.0,1662.66,927.42,26271.19,4.2
2020,6,Indonesia,Electronics,Portable Speaker,579.0,649.3,1453.95,19965.94,4.7
2019,10,Indonesia,Home Appliances,Microwave,619.0,519.34,868.74,28325.95,3.9
2018,11,Singapore,Electronics,Camera,1170.0,1986.96,685.0,19553.49,2.5
2018,7,Philippines,Entertainment,VR Headset,54.0,1653.78,1048.57,33703.09,4.3
2020,6,Singapore,Electronics,Camera,1156.0,1961.3,1397.36,15984.92,4.2
2019,4,Indonesia,Computers,Desktop,1014.0,1043.51,917.91,24885.04,3.9
2019,4,Thailand,Computers,External Hard Drive,1196.0,1504.74,1085.32,49485.68,4.1
2022,5,Indonesia,Home Appliances,Refrigerator,1384.0,109.26,1231.97,33793.47,2.3
2019,2,Philippines,Home Appliances,Air Conditioner,1184.0,1378.21,560.16,46909.03,2.1
2020,6,Philippines,Entertainment,VR Headset,1497.0,620.92,739.51,24769.13,1.5
2022,12,Thailand,Home Appliances,Microwave,261.0,1621.95,474.25,41540.81,1.3
2018,12,Malaysia,Home Appliances,Washing Machine,436.0,1251.66,820.28,17078.14,4.8
2018,8,Indonesia,Personal Care,Hair Dryer,1289.0,1900.17,765.4,48282.66,1.9
2021,12,Thailand,Home Appliances,Refrigerator,689.0,667.32,1125.83,19021.0,2.3
2020,10,Philippines,Personal Care,Massager,14990.0,309.9,1459.42,21253.59,3.6
2021,6,Singapore,Personal Care,Hair Straightener,,,265.41,36420.96,
2018,12,Philippines,Personal Care,Massager,1094.0,511.02,476.51,42762.97,1.1
2019,9,Singapore,Electronics,E-reader,1283.0,1773.48,530.8,7397.05,1.8
2022,7,Indonesia,Personal Care,Massager,511.0,1783.89,1471.25,35005.66,2.6
2021,6,Singapore,Entertainment,Gaming Console,1395.0,1239.66,347.34,23761.61,3.6
2020,7,Indonesia,Entertainment,Television,161.0,204.44,973.44,15077.36,2.9
2018,10,Indonesia,Computers,Desktop,390.0,251.15,446.95,48057.83,3.4
2018,9,Philippines,Entertainment,Streaming Device,927.0,604.22,898.08,5526.98,4.4
2022,8,Singapore,Home Appliances,Dryer,1338.0,340.7,1104.62,45453.84,2.3
2018,1,Singapore,Home Appliances,Air Conditioner,519.0,1200.56,1199.99,32053.79,3.6
2021,6,Thailand,Home Appliances,Refrigerator,250.0,1105.42,293.66,12442.67,1.4
2018,8,Thailand,Personal Care,Facial Cleanser,318.0,347.03,200.52,3831.38,5.0
2018,9,Malaysia,Personal Care,Facial Cleanser,962.0,354.02,1402.86,30824.06,1.4
2022,6,Philippines,Entertainment,DVD Player,79.0,1124.15,577.19,15307.49,2.5
2019,7,Singapore,Home Appliances,Washing Machine,256.0,1186.27,52.44,8669.74,1.9
2020,12,Indonesia,Entertainment,Gaming Console,779.0,1363.99,241.36,2574.06,4.6
2020,12,Malaysia,Computers,External Hard Drive,1375.0,496.91,807.1,36653.37,2.7
2021,10,Philippines,Personal Care,Hair Straightener,79.0,990.9,34.06,21532.74,2.1
2020,2,Singapore,Home Appliances,Refrigerator,328.0,213.66,776.24,31157.58,3.6
2022,4,Thailand,Home Appliances,Air Conditioner,205.0,690.72,1198.64,21875.87,4.9
2022,3,Malaysia,Electronics,Camera,845.0,1599.56,210.7,49846.65,1.3
2018,5,Indonesia,Entertainment,Streaming Device,1494.0,429.8,879.85,20753.69,2.5
2018,3,Singapore,Home Appliances,Dryer,444.0,203.06,36.63,15684.09,2.9
2021,12,Indonesia,Home Appliances,Washing Machine,767.0,699.68,997.59,48004.2,2.2
2019,12,Indonesia,Home Appliances,Washing Machine,1196.0,1162.62,71.21,32737.79,4.8
2018,8,Indonesia,Entertainment,DVD Player,1000.0,233.44,1193.58,29476.83,4.2
2022,5,Malaysia,Entertainment,DVD Player,,,38.61,49153.41,
2018,9,Singapore,Entertainment,DVD Player,743.0,1427.3,199.6,37290.61,2.3
2021,11,Singapore,Personal Care,Electric Toothbrush,66.0,538.36,1115.98,39409.85,1.4
2021,10,Singapore,Computers,Desktop,1010.0,502.31,258.23,11636.19,3.3
2018,7,Singapore,Home Appliances,Refrigerator,867.0,19999.4,1419.94,30099.94,4.6
2019,9,Thailand,Entertainment,Gaming Console,,,1048.95,48322.64,
2020,6,Thailand,Home Appliances,Microwave,534.0,887.44,911.36,45095.58,2.9
2022,3,Malaysia,Home Appliances,Air Conditioner,735.0,546.18,197.52,30943.02,5.0
2019,2,Philippines,Home Appliances,Washing Machine,837.0,496.12,554.53,31740.55,4.8
2021,9,Philippines,Computers,Monitor,283.0,267.64,1105.9,25890.58,4.7
2022,3,Thailand,Computers,Desktop,274.0,494.47,395.78,17039.89,2.2
2022,9,Philippines,Entertainment,VR Headset,1110.0,557.25,866.05,46001.97,5.0
2020,3,Singapore,Personal Care,Shaver,1197.0,1166.12,452.35,22859.33,3.9
2021,1,Singapore,Computers,Monitor,167.0,94.3,922.85,33533.13,2.6
2020,9,Malaysia,Entertainment,DVD Player,98.0,105.2,1032.05,13125.15,4.2
2020,12,Singapore,Entertainment,Sound System,1286.0,706.4,1370.57,14837.77,2.9
2019,11,Singapore,Entertainment,Streaming Device,322.0,553.59,909.67,30045.84,1.9
2021,3,Malaysia,Home Appliances,Air Conditioner,704.0,1034.61,708.33,13507.95,2.2
2021,6,Indonesia,Computers,Desktop,629.0,1297.65,1160.37,38398.01,2.1
2019,4,Singapore,Home Appliances,Washing Machine,695.0,114.97,829.22,20827.33,3.7
2021,10,Singapore,Personal Care,Facial Cleanser,14990.0,249.14,288.5,8928.62,1.7
2019,5,Singapore,Computers,Monitor,1498.0,1417.59,1054.54,1242.53,4.7
2021,5,Philippines,Electronics,E-reader,1480.0,1318.46,130.59,9398.72,3.0
2018,2,Singapore,Computers,Printer,1356.0,628.72,1391.08,29366.35,2.3
2021,6,Singapore,Electronics,Portable Speaker,471.0,1882.61,400.59,37757.35,3.3
2018,3,Philippines,Entertainment,VR Headset,214.0,544.1,442.86,19961.31,1.6
2020,3,Indonesia,Computers,Keyboard,245.0,220.25,1201.49,12489.31,2.6
2020,6,Malaysia,Electronics,Smartwatch,577.0,1387.76,896.92,30167.93,4.1
2020,12,Singapore,Personal Care,Hair Dryer,198.0,1107.74,125.76,22982.21,4.0
2022,8,Thailand,Personal Care,Facial Cleanser,543.0,1030.77,1082.58,22259.1,3.3
2020,2,Philippines,Electronics,Smartphone,354.0,187.67,1056.82,5423.8,2.3
2018,3,Thailand,Entertainment,VR Headset,,,928.16,45077.88,
2019,1,Philippines,Electronics,Camera,324.0,377.92,1404.29,24547.11,3.1
2019,2,Malaysia,Computers,Monitor,641.0,975.81,478.93,49205.67,5.0
2022,6,Philippines,Entertainment,Sound System,665.0,1795.01,809.02,25111.91,1.5
2021,5,Indonesia,Computers,Monitor,419.0,1185.27,1206.93,45814.28,4.9
2020,5,Thailand,Entertainment,Streaming Device,1101.0,19999.4,353.25,34623.26,4.4
2021,2,Malaysia,Personal Care,Massager,1100.0,1553.35,727.09,30848.76,1.1
2019,10,Singapore,Entertainment,DVD Player,777.0,1100.93,979.58,39838.01,1.2
2018,9,Indonesia,Entertainment,Television,1386.0,891.11,26.88,1517.35,2.2
2022,2,Thailand,Entertainment,Streaming Device,1254.0,777.8,435.56,32543.33,1.2
2022,9,Philippines,Home Appliances,Air Conditioner,373.0,146.66,320.66,19276.13,4.7
2022,10,Indonesia,Electronics,Portable Speaker,398.0,671.18,858.63,22841.52,2.4
2020,3,Singapore,Electronics,Smartwatch,980.0,925.75,1030.65,16657.51,3.2
2022,4,Thailand,Home Appliances,Blender,765.0,667.38,1075.43,32706.92,1.0
2018,3,Philippines,Entertainment,Sound System,1003.0,1186.26,1457.8,26098.55,2.6
2018,12,Indonesia,Computers,Monitor,1057.0,1029.19,127.75,5850.27,3.5
2022,6,Indonesia,Computers,Laptop,890.0,283.75,345.25,23303.1,1.2
2019,8,Singapore,Electronics,Camera,104.0,356.65,723.07,47391.37,4.3
2019,9,Singapore,Personal Care,Shaver,610.0,1734.92,102.42,16972.53,3.3
2022,2,Thailand,Home Appliances,Air Conditioner,,19999.4,1269.02,8399.15,
2020,1,Philippines,Entertainment,Streaming Device,504.0,626.47,1099.79,38987.66,3.6
2019,3,Malaysia,Home Appliances,Refrigerator,1454.0,653.41,85.5,1816.35,4.3
2022,11,Thailand,Entertainment,Sound System,1174.0,1464.38,814.44,43506.68,3.8
2018,8,Philippines,Electronics,Smartphone,1111.0,1712.21,656.43,5793.77,4.0
2021,4,Singapore,Home Appliances,Microwave,,,1069.5,3062.71,
2019,5,Philippines,Computers,Keyboard,817.0,211.73,1184.26,19857.76,1.6
2020,12,Thailand,Home Appliances,Washing Machine,1301.0,1976.81,891.95,15680.68,4.6
2021,12,Indonesia,Computers,Keyboard,,,126.54,8240.99,
2021,1,Malaysia,Entertainment,Gaming Console,1087.0,1564.3,383.9,9109.3,5.0
2020,1,Malaysia,Personal Care,Facial Cleanser,491.0,1371.66,1113.45,48750.58,1.9
2020,7,Indonesia,Electronics,Camera,697.0,1462.0,293.76,32441.72,3.0
2022,2,Thailand,Computers,Desktop,161.0,566.48,1068.01,21110.2,3.3
2018,10,Malaysia,Computers,External Hard Drive,825.0,883.36,157.62,7360.96,1.6
2020,5,Singapore,Electronics,Portable Speaker,1466.0,1763.35,712.73,14799.25,4.9
2020,9,Indonesia,Entertainment,VR Headset,240.0,449.46,562.61,32072.9,3.4
2021,1,Philippines,Home Appliances,Washing Machine,641.0,1227.24,350.82,12416.76,3.2
2019,7,Malaysia,Electronics,Camera,1495.0,868.31,1341.19,21429.29,3.9
2019,5,Thailand,Personal Care,Shaver,715.0,1852.17,503.15,28986.77,1.1
2020,8,Singapore,Home Appliances,Dryer,101.0,1153.14,1264.65,27612.5,3.1
2018,5,Indonesia,Electronics,Camera,1180.0,438.98,1091.17,2526.47,5.0
2020,10,Philippines,Computers,Laptop,14990.0,78.37,1008.42,21210.84,3.5
2018,2,Indonesia,Electronics,E-reader,119.0,124.15,710.51,45584.37,4.1
2021,10,Indonesia,Personal Care,Hair Straightener,1210.0,1725.79,1274.0,15754.83,1.9
2022,5,Indonesia,Computers,Laptop,1470.0,1593.73,506.08,2340.28,2.5
2021,2,Thailand,Personal Care,Shaver,945.0,226.12,1255.87,49964.83,1.2
2022,4,Thailand,Computers,Laptop,1456.0,1141.97,1250.63,48052.67,4.1
2021,3,Indonesia,Electronics,Tablet,884.0,187.15,71.61,37408.43,3.5
2020,1,Malaysia,Home Appliances,Dryer,1224.0,1828.85,891.49,15491.76,1.5
2020,7,Thailand,Entertainment,Streaming Device,828.0,438.31,1415.39,13252.33,4.8
2018,9,Malaysia,Personal Care,Hair Dryer,973.0,899.08,895.66,13706.05,1.6
2020,1,Malaysia,Electronics,Camera,178.0,978.97,338.6,36340.57,1.9
2019,12,Indonesia,Home Appliances,Refrigerator,652.0,938.71,548.08,45671.15,2.3
2020,5,Malaysia,Electronics,E-reader,1377.0,1021.77,227.49,25354.26,4.5
2019,11,Malaysia,Entertainment,Streaming Device,584.0,1147.15,55.79,27500.99,3.5
2021,9,Indonesia,Computers,Keyboard,202.0,1313.47,522.48,5199.62,4.0
2021,10,Singapore,Home Appliances,Blender,124.0,790.28,1239.42,8211.16,2.8
2022,7,Indonesia,Entertainment,VR Headset,269.0,19999.4,1266.72,47847.6,3.1
2022,12,Singapore,Home Appliances,Air Conditioner,380.0,801.97,915.93,10315.57,3.2
2020,12,Thailand,Entertainment,Streaming Device,856.0,1853.78,235.07,36152.65,2.5
2020,1,Thailand,Computers,Desktop,160.0,1725.12,51.39,24288.42,4.3
2022,9,Singapore,Electronics,Tablet,701.0,1279.32,366.66,48124.72,1.8
2020,8,Malaysia,Computers,Desktop,1423.0,442.7,152.61,21157.35,1.7
2019,2,Thailand,Entertainment,DVD Player,1231.0,602.54,1118.52,22393.45,4.3
2021,3,Thailand,Personal Care,Facial Cleanser,1015.0,1083.39,496.7,21363.83,2.2
